nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
0.0,0.0,5000.0,28,37680.0,3,12,0,1,1,0,0,0,0
60000.0,56500.0,206500.0,39,100692.0,6,16,0,1,0,0,0,0,1
3010.0,2610.0,5960.0,43,25200.0,1,15,0,0,0,0,0,0,0
249.0,-12251.0,-12251.0,43,51663.0,3,12,1,1,1,0,0,0,0
5800.0,5800.0,9600.0,51,15450.0,2,8,0,1,0,0,0,0,1
0.0,-6400.0,18600.0,37,16788.0,4,12,0,1,1,0,0,0,1
400.0,-2350.0,-2350.0,36,14646.0,2,11,0,0,0,0,0,0,0
13100.0,27960.0,82960.0,53,29400.0,2,12,0,1,0,0,0,1,1
41219.0,31169.0,74169.0,36,82575.0,6,16,0,1,0,0,0,0,1
0.0,0.0,0.0,25,17280.0,4,6,0,1,0,0,0,0,0
0.0,-12500.0,-5300.0,47,17988.0,5,11,0,1,1,0,0,0,1
8600.0,8513.0,188513.0,33,79500.0,4,16,0,1,0,0,0,0,1
6130.0,5741.0,13195.0,29,44670.0,4,14,0,1,0,0,0,0,0
3315.0,515.0,6515.0,28,57612.0,2,16,0,1,1,0,0,0,1
500.0,500.0,7850.0,26,4518.0,1,16,0,0,0,0,0,0,0
0.0,0.0,0.0,30,19440.0,3,14,1,0,0,0,0,0,0
9699.0,8599.0,10599.0,31,42330.0,4,12,0,1,1,0,0,0,0
422.0,-1150.0,2400.0,29,24792.0,2,13,0,0,0,0,0,0,0
2300.0,866.0,5866.0,26,26388.0,4,13,1,1,1,0,0,0,0
32000.0,32000.0,159500.0,37,21000.0,2,17,0,0,0,0,0,0,1
200.0,200.0,10811.0,39,24840.0,2,12,0,0,0,0,0,0,0
849.0,-4751.0,-3851.0,32,39465.0,5,14,1,1,1,0,0,0,0
1000.0,1000.0,1000.0,28,14460.0,3,16,0,0,0,0,0,0,0
50.0,-1950.0,29050.0,32,21150.0,2,14,0,1,1,0,0,0,1
0.0,-500.0,1207.0,52,21600.0,1,17,1,0,0,0,0,0,0
1000.0,-93000.0,-31000.0,59,27174.0,3,14,0,1,1,0,0,0,1
223000.0,224500.0,373750.0,44,92700.0,1,16,1,0,0,0,0,1,1
180000.0,225000.0,409900.0,38,71703.0,1,16,0,0,0,0,0,1,1
2250.0,2078.0,45078.0,42,40245.0,6,12,0,1,1,0,0,0,1
0.0,0.0,2850.0,38,17694.0,1,12,0,0,0,0,0,0,0
0.0,0.0,25500.0,33,12837.0,2,13,0,0,0,0,0,0,1
6200.0,6200.0,56200.0,25,37425.0,2,12,0,1,1,0,0,0,1
90.0,-1910.0,24590.0,42,12240.0,4,12,0,0,0,0,0,0,1
30.0,30.0,26530.0,56,7920.0,1,12,0,0,0,0,0,0,1
35000.0,34000.0,39850.0,39,45420.0,1,13,0,0,0,0,0,0,0
80000.0,83400.0,83400.0,52,26400.0,3,12,0,1,1,0,0,1,0
950.0,-2550.0,8650.0,46,36369.0,3,13,0,1,0,0,0,0,0
1435.0,-665.0,18535.0,33,58878.0,6,12,1,1,1,0,0,0,1
2500.0,2000.0,72000.0,48,73650.0,4,17,1,1,1,0,0,0,1
0.0,-960.0,8040.0,39,7200.0,5,12,1,1,0,0,0,0,1
1000.0,1000.0,92500.0,64,38028.0,2,9,0,1,0,0,0,0,1
0.0,0.0,1850.0,39,13650.0,3,12,0,0,0,0,0,0,0
2000.0,-3200.0,1300.0,31,51615.0,4,18,0,1,1,0,0,0,0
11449.0,15349.0,95349.0,47,30435.0,7,8,0,1,0,0,0,0,1
1275.0,-16725.0,33275.0,48,37416.0,3,16,0,1,0,0,0,0,0
2099.0,-932.0,2368.0,33,58149.0,3,12,0,1,1,0,0,0,0
80000.0,80000.0,134000.0,60,26400.0,2,16,0,0,0,0,0,0,1
0.0,0.0,15500.0,44,17214.0,1,14,0,0,0,0,0,0,0
33.0,-1267.0,733.0,38,20340.0,4,14,0,1,0,0,0,0,1
1350.0,-3050.0,10450.0,42,29076.0,3,12,0,1,1,0,0,0,1
4699.0,18449.0,49449.0,31,37398.0,3,16,0,1,1,0,0,1,1
300.0,-600.0,-600.0,42,36075.0,5,12,0,1,1,0,0,0,1
6.0,6.0,42906.0,40,22800.0,5,11,0,1,1,0,0,0,1
450.0,-50.0,18950.0,60,15801.0,2,12,0,1,0,0,0,0,1
5299.0,5299.0,63760.0,58,21822.0,1,12,1,0,0,0,0,0,1
900.0,-1100.0,2125.0,28,19254.0,1,12,0,0,0,0,0,0,0
8700.0,5900.0,61900.0,47,64500.0,3,15,0,1,1,0,0,0,1
0.0,-5000.0,9500.0,30,23970.0,4,13,0,1,0,0,0,0,1
50.0,-19950.0,400.0,34,25191.0,1,18,0,0,0,0,0,0,1
0.0,0.0,1500.0,37,17580.0,5,10,0,0,0,0,0,0,1
0.0,-26.0,47115.0,62,11394.0,1,14,1,0,0,0,0,0,1
0.0,0.0,100500.0,42,22941.0,4,12,1,0,0,0,0,0,1
150.0,-1350.0,-800.0,27,25200.0,1,13,0,0,0,0,0,0,0
0.0,0.0,0.0,27,11940.0,4,12,0,1,0,0,0,0,0
100.0,100.0,65100.0,45,34731.0,3,12,0,1,0,0,0,0,1
310.0,310.0,810.0,38,5133.0,1,15,0,1,0,0,0,0,0
35950.0,48950.0,54411.0,43,48300.0,1,18,1,0,0,0,0,1,0
0.0,0.0,0.0,37,15720.0,4,10,0,0,0,0,0,0,0
300.0,300.0,800.0,64,9642.0,1,10,0,0,0,0,0,0,0
375.0,-4625.0,-625.0,58,11520.0,3,11,0,0,0,0,0,0,0
0.0,-26000.0,-4667.0,60,7776.0,1,8,0,0,0,0,0,0,1
14396.0,29338.0,95338.0,47,51654.0,4,13,0,1,0,0,0,1,1
10800.0,9800.0,9800.0,28,56082.0,2,17,0,1,1,0,0,0,0
0.0,-400.0,21800.0,32,16215.0,8,8,0,1,1,0,0,0,1
599.0,-23.0,46977.0,42,27696.0,2,12,0,1,0,0,0,0,1
0.0,-700.0,1800.0,51,20691.0,3,12,0,1,0,0,0,0,0
6000.0,22500.0,242500.0,61,64050.0,2,12,1,1,1,0,0,1,1
0.0,-5000.0,-2000.0,36,28527.0,3,15,0,1,1,0,0,0,1
670.0,-348.0,402.0,32,15195.0,1,14,1,0,0,0,0,0,0
17.0,-2883.0,1117.0,38,9759.0,7,5,0,1,0,0,0,0,1
0.0,-500.0,-500.0,36,12444.0,4,8,0,1,0,0,0,0,0
3310.0,-1690.0,103310.0,44,54492.0,2,15,0,1,1,0,0,0,1
7900.0,5673.0,30673.0,45,54738.0,4,13,0,1,1,0,0,0,1
236.0,-2264.0,-2264.0,41,9561.0,3,13,0,0,0,0,0,0,0
0.0,-2100.0,400.0,31,15360.0,1,11,0,0,0,0,0,0,0
300.0,300.0,1400.0,41,10044.0,6,8,0,1,0,0,0,0,0
2000.0,500.0,900.0,32,24060.0,4,12,0,1,0,0,0,0,0
15600.0,13500.0,28183.0,56,29301.0,2,16,1,0,0,0,0,0,1
500.0,500.0,3000.0,27,7929.0,1,18,0,1,0,0,0,0,0
5800.0,3750.0,19145.0,49,25923.0,1,14,0,0,0,0,0,0,1
200.0,-4414.0,-1414.0,51,14493.0,2,9,0,0,0,0,0,1,0
49999.0,49999.0,275874.0,52,13818.0,1,16,1,0,0,0,0,0,1
0.0,0.0,7550.0,35,12240.0,1,11,0,0,0,0,0,0,1
6550.0,16550.0,166550.0,36,67320.0,4,12,0,1,1,0,0,1,1
295.0,-2905.0,12995.0,31,17238.0,3,1,0,0,0,0,0,0,1
15.0,-2085.0,8015.0,40,9000.0,6,13,0,1,0,0,0,0,1
3700.0,3700.0,37200.0,29,42510.0,2,14,0,1,1,0,0,0,1
55.0,-1345.0,4355.0,31,15990.0,3,14,1,0,0,0,0,0,1
700.0,-1300.0,9700.0,62,25500.0,3,9,0,1,0,0,0,0,1
10246.0,11946.0,137446.0,45,68457.0,5,16,0,1,1,0,0,1,1
1950.0,1450.0,1728.0,29,21660.0,4,12,0,1,0,0,0,0,0
4.0,-11566.0,-11566.0,34,45288.0,2,14,1,1,0,0,0,0,0
0.0,0.0,0.0,41,48000.0,1,18,0,0,0,0,0,0,0
900.0,2350.0,42350.0,48,41655.0,3,10,1,1,1,0,0,1,1
70.0,70.0,2570.0,26,20418.0,1,10,0,0,0,0,0,0,0
6.0,6.0,706.0,37,29868.0,3,11,0,1,1,0,0,0,0
1177.0,-9123.0,68377.0,43,47457.0,4,13,0,1,0,0,0,0,1
33000.0,33000.0,68075.0,54,19770.0,3,12,0,0,0,0,0,0,1
3200.0,-500.0,33000.0,38,10098.0,2,12,0,0,0,0,0,0,1
214097.0,230097.0,448097.0,48,71928.0,4,16,0,1,1,0,0,1,1
6.0,-18294.0,-15294.0,33,15300.0,1,16,0,0,0,0,0,0,0
12400.0,13800.0,78300.0,32,54411.0,4,13,0,1,1,0,0,1,1
11502.0,7501.0,16076.0,39,25770.0,2,17,0,1,1,0,0,0,0
400.0,200.0,87908.0,51,24000.0,2,12,0,1,0,0,0,0,1
1370.0,1370.0,40370.0,49,46791.0,2,12,0,1,1,0,0,0,1
0.0,-11000.0,30700.0,51,18264.0,2,14,1,0,0,0,0,0,1
127000.0,136000.0,149600.0,57,76230.0,1,18,1,0,0,0,0,1,1
8850.0,8000.0,34500.0,28,71259.0,2,16,0,1,1,0,0,0,1
13499.0,26499.0,234424.0,55,37539.0,1,15,0,0,0,0,0,1,1
42505.0,65805.0,170805.0,38,52035.0,4,15,1,1,1,0,0,1,1
27650.0,27150.0,133052.0,40,42672.0,4,12,0,1,0,0,0,0,1
15.0,15.0,9584.0,34,17136.0,3,14,1,0,0,0,0,0,0
14100.0,12300.0,39300.0,33,36894.0,4,16,0,1,0,0,0,0,1
200.0,1200.0,69200.0,62,16620.0,1,12,0,0,0,0,0,1,1
18400.0,14900.0,164900.0,42,92775.0,5,16,0,1,0,0,0,0,1
600.0,-5400.0,-3900.0,43,19563.0,1,16,0,0,0,0,0,0,0
26000.0,26000.0,93500.0,45,69552.0,4,18,1,1,1,0,0,0,1
0.0,-3600.0,-2100.0,26,2025.0,1,16,0,0,0,0,0,0,0
328.0,-2172.0,93828.0,39,60594.0,4,16,0,1,1,0,0,0,1
10300.0,10300.0,22300.0,40,16875.0,4,12,1,1,0,0,0,0,1
28988.0,50192.0,138268.0,63,65457.0,1,18,1,0,0,0,0,1,1
20.0,-3980.0,14570.0,36,30480.0,1,16,0,0,0,0,0,1,1
1400.0,-2800.0,105200.0,45,68244.0,4,17,0,1,0,0,0,0,1
500.0,-3000.0,138419.0,37,19236.0,1,14,1,0,0,0,0,0,0
0.0,0.0,0.0,27,4056.0,3,10,0,0,0,0,0,0,0
19300.0,25618.0,219583.0,59,40854.0,2,12,0,1,1,0,0,1,1
0.0,-3300.0,-800.0,36,8622.0,1,16,0,0,0,0,0,0,0
106300.0,131350.0,241350.0,43,73710.0,2,18,0,1,0,0,0,1,1
0.0,-1400.0,-1400.0,34,16686.0,4,10,0,1,1,0,0,0,0
155.0,455.0,455.0,52,33291.0,3,16,1,1,1,0,0,1,0
2700.0,13500.0,51200.0,27,59901.0,2,15,0,1,1,0,0,1,1
0.0,0.0,50000.0,54,27732.0,2,11,1,1,0,0,0,0,1
8500.0,8300.0,111300.0,44,16797.0,4,13,1,1,1,0,0,0,1
525.0,-3975.0,34405.0,46,25332.0,2,12,0,0,0,0,0,0,1
88.0,68.0,68.0,28,7779.0,1,13,0,0,0,0,0,0,0
21000.0,-9000.0,21354.0,33,109608.0,4,18,0,1,1,0,0,0,1
64100.0,264100.0,352200.0,56,92790.0,2,14,0,1,1,0,0,1,1
0.0,0.0,0.0,39,10800.0,2,12,0,0,0,0,0,0,0
250.0,-14750.0,50250.0,33,46239.0,3,18,0,1,1,0,0,0,1
0.0,0.0,0.0,62,7011.0,1,9,0,0,0,0,0,0,0
4700.0,3500.0,6000.0,35,18582.0,1,12,0,0,0,0,0,0,0
92499.0,125599.0,223599.0,44,77730.0,4,12,0,1,1,0,0,1,1
1074.0,-2342.0,-2342.0,25,30957.0,2,14,0,1,1,0,0,0,0
25.0,25.0,525.0,28,11352.0,1,12,0,0,0,0,0,0,0
11499.0,9499.0,9499.0,29,36300.0,1,16,0,0,0,0,0,0,0
5748.0,5748.0,11748.0,51,20193.0,2,13,1,1,0,0,0,0,1
0.0,-200.0,102800.0,43,14070.0,4,4,0,1,0,0,0,0,1
80691.0,66691.0,156291.0,49,85515.0,2,18,0,1,1,0,0,0,1
392.0,-108.0,29892.0,64,21138.0,2,12,0,1,0,0,0,0,1
0.0,0.0,4575.0,27,39000.0,4,12,1,0,0,0,0,0,0
0.0,-30000.0,-30000.0,26,9402.0,2,12,0,1,0,0,0,0,1
7800.0,-200.0,12800.0,43,89175.0,3,18,1,1,1,0,0,0,1
5900.0,23750.0,146555.0,63,80796.0,2,12,0,1,1,0,0,1,1
2600.0,2600.0,42550.0,34,53760.0,5,14,0,0,0,0,0,0,1
65000.0,63800.0,63800.0,29,44559.0,2,12,1,1,1,0,0,0,0
0.0,0.0,0.0,31,11340.0,1,12,0,0,0,0,0,0,0
510.0,-5490.0,-2990.0,42,30000.0,3,18,1,0,0,0,0,0,0
3049.0,2049.0,13049.0,40,59523.0,3,14,0,1,1,0,0,0,1
632.0,2132.0,24632.0,64,12171.0,1,12,0,0,0,0,0,1,1
730.0,-20157.0,-14915.0,44,1200.0,1,17,0,0,0,0,0,0,0
4999.0,4999.0,4999.0,32,4890.0,1,10,0,0,0,0,0,0,0
400.0,400.0,900.0,27,13464.0,2,12,0,0,0,0,0,0,0
16500.0,4500.0,107000.0,35,93129.0,4,16,1,1,1,0,0,0,1
12000.0,12000.0,267000.0,62,68076.0,5,16,0,1,0,0,0,0,1
0.0,0.0,0.0,48,9600.0,2,9,0,1,0,0,0,0,0
400.0,-479.0,21.0,28,7869.0,1,11,1,0,0,0,0,0,0
4000.0,-8800.0,44800.0,56,11490.0,2,12,0,1,1,0,0,0,1
2000.0,0.0,0.0,29,26514.0,2,15,1,1,0,0,0,0,0
20.0,-4980.0,30020.0,38,33360.0,5,12,0,1,1,0,0,0,1
14000.0,13493.0,135672.0,34,53562.0,1,17,0,0,0,0,0,0,0
0.0,0.0,2000.0,57,4140.0,3,4,0,0,0,0,0,0,1
0.0,0.0,8053.0,30,11550.0,2,14,0,0,0,0,0,0,0
28849.0,28649.0,118145.0,60,28875.0,3,12,0,0,0,0,0,0,1
1889.0,-611.0,-611.0,26,50400.0,3,16,0,1,0,0,0,0,0
0.0,0.0,500.0,53,14994.0,1,2,1,0,0,0,0,0,0
399.0,-3801.0,7399.0,30,44424.0,2,12,0,1,1,0,0,0,0
0.0,0.0,1000.0,26,24372.0,1,13,0,0,0,0,0,0,0
3999.0,6899.0,11790.0,26,28830.0,1,12,1,0,0,0,0,1,0
1100.0,-200.0,11800.0,31,49434.0,2,16,0,1,1,0,0,0,0
129720.0,161626.0,461626.0,48,107922.0,4,15,0,1,0,0,0,1,1
8100.0,18000.0,71000.0,51,57291.0,2,14,1,1,1,0,0,1,1
1949.0,5719.0,31219.0,42,61744.0,3,12,0,1,0,0,0,1,1
0.0,0.0,0.0,50,16320.0,6,12,0,1,0,0,0,0,0
150.0,-1600.0,6400.0,37,19446.0,4,11,0,1,1,0,0,0,1
3000.0,3000.0,27000.0,43,32850.0,4,12,0,1,1,0,0,0,0
5300.0,10150.0,222350.0,49,20340.0,2,14,1,0,0,0,0,1,1
56298.0,79966.0,144966.0,47,20910.0,4,12,0,1,1,0,0,1,1
0.0,0.0,0.0,51,16500.0,5,12,0,1,0,0,0,0,0
10000.0,5800.0,13800.0,29,53337.0,2,18,1,1,1,0,0,0,1
5798.0,55798.0,216091.0,52,56514.0,2,18,0,0,0,0,0,1,1
0.0,-9200.0,-9200.0,40,39954.0,3,16,0,1,1,0,0,0,0
0.0,0.0,0.0,29,10080.0,2,12,0,0,0,0,0,0,0
8500.0,33700.0,206700.0,47,38946.0,4,12,0,1,1,0,0,1,1
0.0,-3060.0,4940.0,25,36000.0,4,11,0,1,0,0,0,0,1
0.0,0.0,0.0,64,11775.0,3,7,0,1,0,0,0,0,0
3000.0,2800.0,16800.0,34,29106.0,4,16,0,1,1,0,0,1,1
110.0,-2890.0,13110.0,38,50550.0,6,12,1,1,1,0,0,0,0
3500.0,-4537.0,231463.0,41,95706.0,5,16,0,1,0,0,0,1,0
200.0,-1305.0,56150.0,33,32010.0,4,13,0,1,1,0,0,0,1
200.0,-100.0,29900.0,61,8382.0,2,12,0,1,0,0,0,0,1
305.0,-895.0,153480.0,43,43044.0,7,11,0,1,1,0,0,0,1
3000.0,3000.0,9500.0,33,11898.0,2,12,1,0,0,0,0,0,1
1825.0,955.0,7971.0,29,23370.0,1,14,0,0,0,0,0,0,0
15300.0,24300.0,110898.0,51,35847.0,1,12,1,0,0,0,0,1,1
20.0,-3601.0,-3601.0,36,26370.0,6,14,0,1,1,0,0,0,1
3199.0,3199.0,3199.0,42,26985.0,4,14,0,1,1,0,0,0,1
2503.0,-12797.0,36203.0,41,35520.0,3,12,0,1,1,0,0,0,1
1849.0,1849.0,9445.0,42,33138.0,1,14,1,0,0,0,0,0,0
0.0,0.0,0.0,39,42777.0,2,7,0,1,1,0,0,0,0
219999.0,231759.0,231759.0,57,27696.0,1,13,1,0,0,0,0,1,0
11500.0,11500.0,33500.0,44,46800.0,3,18,0,1,1,0,0,1,1
600.0,-11400.0,120600.0,40,24615.0,4,12,0,1,0,0,0,0,1
4849.0,3749.0,18749.0,51,45102.0,2,13,0,1,0,0,0,0,1
0.0,0.0,35500.0,42,10200.0,1,9,0,0,0,0,0,0,1
1000.0,988.0,22679.0,27,12933.0,2,12,0,0,0,0,0,0,1
2500.0,2500.0,7500.0,37,30540.0,3,14,0,1,1,0,0,0,1
0.0,0.0,750.0,39,19125.0,4,13,0,0,0,0,0,0,0
80999.0,95999.0,410999.0,34,77334.0,3,12,0,1,1,0,0,1,1
0.0,-3200.0,-3200.0,60,15810.0,3,12,0,1,0,0,0,0,0
250.0,250.0,1750.0,30,16500.0,1,9,0,0,0,0,0,0,1
499.0,-1501.0,160499.0,61,14466.0,2,9,0,1,0,0,0,0,1
0.0,-200.0,41053.0,39,19263.0,3,13,0,0,0,0,0,0,1
0.0,-200.0,-200.0,30,8247.0,4,5,0,0,0,0,0,0,0
21299.0,21299.0,62499.0,49,56646.0,2,12,1,1,1,0,0,0,1
16100.0,45060.0,165060.0,54,90234.0,2,14,0,1,1,0,0,1,1
35.0,-2965.0,27035.0,48,40326.0,4,11,0,1,1,0,0,0,1
0.0,0.0,0.0,43,17844.0,3,8,1,0,0,0,0,0,0
7500.0,6000.0,9000.0,28,29880.0,3,12,0,1,1,0,0,0,1
800.0,800.0,800.0,62,26034.0,6,10,0,1,1,0,0,0,0
4000.0,28700.0,130600.0,36,55152.0,4,12,0,1,1,0,0,1,1
10850.0,10450.0,56550.0,52,41697.0,2,12,1,1,1,0,0,0,1
16550.0,17407.0,88407.0,38,99330.0,3,18,1,1,1,0,0,1,1
0.0,0.0,1000.0,60,0.0,1,7,0,0,0,0,0,0,0
0.0,-800.0,31200.0,53,20910.0,5,12,0,1,1,0,0,0,1
0.0,-256.0,244.0,37,12633.0,4,12,1,0,0,0,0,0,1
5.0,5.0,5.0,44,27720.0,5,13,0,1,1,0,0,0,0
3800.0,3200.0,113396.0,48,31830.0,1,14,0,0,0,0,0,0,1
505.0,-1945.0,15055.0,29,26865.0,4,12,0,1,1,0,0,0,1
400.0,-10600.0,7600.0,30,15840.0,2,18,0,1,1,0,0,0,0
0.0,-2100.0,17900.0,46,6075.0,4,10,0,1,0,0,0,0,1
5.0,-7195.0,-7195.0,31,47904.0,3,12,0,1,1,0,0,0,0
0.0,0.0,15362.0,38,31500.0,3,13,0,0,0,0,0,0,1
3800.0,3800.0,4700.0,36,21402.0,1,12,1,0,0,0,0,0,0
1999.0,1999.0,16552.0,29,15420.0,1,14,0,0,0,0,0,0,0
58388.0,56388.0,84388.0,48,14400.0,4,12,0,1,0,0,0,0,1
500.0,-10030.0,-9280.0,32,22140.0,3,13,1,1,0,0,0,0,0
50.0,800.0,7863.0,27,18000.0,1,18,0,0,0,0,0,1,0
2900.0,29820.0,35820.0,45,51327.0,2,18,1,1,0,0,0,1,1
50.0,50.0,550.0,30,16800.0,2,16,0,0,0,0,0,1,0
0.0,0.0,0.0,29,1530.0,1,11,0,0,0,0,0,0,0
78300.0,105070.0,531445.0,53,20661.0,5,12,1,0,0,0,0,1,1
50.0,-2350.0,5650.0,39,12522.0,5,12,0,1,1,0,0,0,0
2487.0,-6013.0,-513.0,28,45252.0,4,15,0,1,1,0,0,0,0
2000.0,-13092.0,-9192.0,26,55311.0,2,18,1,1,1,0,0,0,0
1850.0,1690.0,6265.0,35,22140.0,3,12,0,0,0,0,0,0,0
3406.0,-3244.0,2756.0,25,16266.0,2,13,0,1,1,0,0,0,0
3250.0,-1750.0,85750.0,27,71598.0,2,15,0,1,1,0,0,0,1
1000.0,-1200.0,10800.0,41,27375.0,4,12,0,1,1,0,0,0,1
0.0,0.0,5000.0,25,14172.0,1,14,0,0,0,0,0,0,0
101400.0,111200.0,161200.0,47,60960.0,2,11,0,1,1,0,0,1,1
800.0,-700.0,32650.0,47,5106.0,1,12,0,0,0,0,0,0,1
600.0,100.0,49100.0,41,28035.0,3,12,0,1,1,0,0,0,1
162300.0,214300.0,314300.0,43,84900.0,3,18,1,1,1,0,0,1,1
70.0,-2030.0,-1530.0,30,7650.0,2,15,0,0,0,0,0,0,0
15.0,15.0,3365.0,46,7638.0,4,13,0,0,0,0,0,0,0
3299.0,-701.0,9999.0,28,24192.0,2,16,0,0,0,0,0,0,1
1300.0,300.0,6475.0,29,19215.0,1,12,0,0,0,0,0,0,0
0.0,0.0,2000.0,32,10176.0,5,11,0,1,0,0,0,0,1
50350.0,47700.0,576200.0,62,65028.0,2,12,0,1,0,0,0,1,1
4500.0,4200.0,50675.0,55,25710.0,1,13,0,0,0,0,0,0,1
0.0,0.0,500.0,28,9408.0,5,9,0,0,0,0,0,0,0
700.0,-9300.0,-850.0,41,32646.0,2,12,0,0,0,0,0,0,1
600.0,-12600.0,16400.0,59,37992.0,7,12,0,1,0,0,0,0,1
2600.0,150.0,150150.0,37,29946.0,4,18,0,1,0,0,0,0,1
200.0,200.0,14700.0,38,28143.0,4,12,0,1,1,0,0,0,1
1650.0,-3350.0,4703.0,36,28800.0,1,18,0,0,0,0,0,0,0
64500.0,58500.0,108679.0,47,47292.0,1,16,1,0,0,0,0,0,1
400.0,-1400.0,13600.0,29,25308.0,4,12,0,1,0,0,0,1,1
0.0,0.0,500.0,39,8700.0,3,16,0,0,0,0,0,0,0
200.0,-300.0,44200.0,43,11400.0,4,12,1,0,0,0,0,0,1
20299.0,20299.0,108324.0,55,31098.0,1,13,0,0,0,0,0,0,1
3300.0,-6700.0,6750.0,40,22752.0,4,12,1,0,0,0,0,0,1
0.0,-4015.0,-1015.0,40,44610.0,6,12,0,1,1,0,0,0,0
129199.0,169199.0,376699.0,59,30000.0,2,12,0,1,0,0,0,1,1
5509.0,5509.0,23509.0,27,36675.0,3,12,1,1,1,0,0,0,1
800.0,800.0,800.0,28,15774.0,1,12,0,0,0,0,0,0,0
3215.0,7765.0,76015.0,37,58143.0,2,14,0,1,1,0,0,1,1
1500.0,-100.0,2400.0,31,10350.0,2,12,0,0,0,0,0,0,0
0.0,0.0,0.0,38,7110.0,2,12,0,0,0,0,0,0,0
12000.0,12000.0,12000.0,38,44874.0,1,12,0,0,0,0,0,0,0
35299.0,32299.0,107799.0,48,49263.0,4,12,0,1,0,0,0,0,1
0.0,0.0,22000.0,30,10200.0,4,14,0,1,0,0,0,0,1
2600.0,-6400.0,-3200.0,45,50025.0,2,12,0,1,1,0,0,0,1
30300.0,35883.0,80883.0,39,56913.0,3,16,0,1,1,0,0,1,1
65000.0,70600.0,128100.0,39,47499.0,1,18,0,0,0,0,0,1,1
18548.0,34271.0,265271.0,64,24675.0,4,12,0,1,0,0,0,1,1
1800.0,1500.0,100500.0,31,22959.0,4,12,0,1,1,0,0,0,1
1960.0,-1240.0,65560.0,40,61398.0,4,14,0,1,0,0,0,0,1
150.0,150.0,22150.0,59,12975.0,4,12,0,0,0,0,0,0,1
5462.0,5092.0,64517.0,29,36744.0,1,12,0,0,0,0,0,1,1
0.0,0.0,0.0,31,11451.0,4,10,0,0,0,0,0,0,0
3499.0,4199.0,6499.0,29,31350.0,2,13,0,1,1,0,0,1,1
8179.0,7179.0,7179.0,28,13428.0,2,12,0,1,0,0,0,0,0
20548.0,20348.0,73098.0,45,27786.0,3,12,0,1,1,0,0,0,1
1251000.0,1305500.0,1655500.0,59,199041.0,3,16,0,1,0,0,0,1,1
0.0,3000.0,3000.0,44,15300.0,2,9,0,1,0,0,0,1,0
117300.0,145720.0,213220.0,63,41790.0,2,13,0,1,0,0,0,1,1
4498.0,4498.0,14773.0,32,28599.0,1,12,0,0,0,0,0,0,1
4800.0,4800.0,80300.0,55,9843.0,1,7,0,0,0,0,0,0,1
499.0,-2501.0,58749.0,52,11910.0,1,12,1,0,0,0,0,0,1
85000.0,97000.0,97000.0,59,49701.0,1,12,0,0,0,0,0,1,0
1200.0,350.0,49270.0,44,49656.0,6,13,0,1,0,0,0,0,1
3000.0,-12400.0,-1400.0,37,33000.0,2,12,1,0,0,0,0,0,1
1398.0,398.0,398.0,41,38844.0,4,12,0,1,1,0,0,0,0
500.0,-250.0,5061.0,32,26496.0,1,16,0,1,0,0,0,0,0
1999.0,1999.0,1999.0,30,28356.0,4,12,0,1,0,0,0,0,0
750.0,-1600.0,900.0,29,33381.0,1,12,0,0,0,0,0,0,0
1355.0,-2645.0,3355.0,48,34437.0,3,13,0,1,0,0,0,0,1
150.0,-50.0,28700.0,42,14928.0,4,12,1,0,0,0,0,0,1
800.0,800.0,48800.0,52,26118.0,3,11,0,1,1,0,0,0,1
1500.0,1500.0,7950.0,36,17055.0,2,13,0,0,0,0,0,0,0
9000.0,26000.0,96455.0,64,28908.0,1,18,0,0,0,0,0,1,1
2800.0,-11200.0,134200.0,31,63303.0,4,12,0,1,0,0,0,1,1
90349.0,90349.0,141724.0,35,54960.0,4,12,0,1,1,0,0,0,1
300.0,-5700.0,-800.0,26,20400.0,1,12,0,0,0,0,0,0,0
2500.0,1300.0,29200.0,28,51984.0,2,14,0,1,1,0,0,0,1
3250.0,10650.0,13050.0,30,25809.0,3,14,0,1,1,0,0,1,0
4999.0,4999.0,4999.0,34,60108.0,2,18,0,1,1,0,0,0,0
9999.0,9499.0,9499.0,29,52200.0,2,16,0,1,1,0,0,0,0
8000.0,8000.0,13000.0,28,24051.0,4,12,0,1,0,0,0,0,0
899.0,-301.0,109699.0,54,21462.0,2,6,0,1,1,0,0,0,1
60.0,-9840.0,-17709.0,28,31440.0,4,12,0,1,1,0,0,0,1
0.0,-444.0,556.0,31,15912.0,3,12,0,0,0,0,0,0,0
0.0,0.0,500.0,39,17412.0,3,12,0,0,0,0,0,0,0
0.0,-16000.0,-16000.0,41,240.0,1,12,0,0,0,0,0,0,0
500.0,-1170.0,7291.0,27,24564.0,1,16,0,0,0,0,0,0,0
13100.0,35000.0,100000.0,53,17244.0,3,15,0,1,0,0,0,1,1
0.0,-3200.0,7800.0,32,30630.0,4,10,0,1,1,0,0,0,0
43662.0,59262.0,196304.0,58,19245.0,1,12,1,0,0,0,0,1,1
1049.0,-451.0,11027.0,45,35340.0,3,12,1,0,0,0,0,0,1
5000.0,5000.0,5000.0,35,37167.0,2,16,1,1,0,0,0,0,0
0.0,-900.0,14100.0,32,24000.0,5,12,1,1,1,0,0,0,0
50.0,-1450.0,-1450.0,56,8160.0,1,12,0,0,0,0,0,0,0
