treat,re78,age,educ,black,hisp,married,nodegr,re74,re75
1,4482.845,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,2456.153,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,26817.6,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,9265.788,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0
1,485.2298,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,4814.627,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,7458.105,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,34099.28,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1953.268,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0
1,8881.665,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0
1,6210.67,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345
1,0.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077
1,929.8839,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636
1,0.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493
1,12558.02,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494
1,22163.25,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499
1,1652.637,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686
1,8124.715,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741
1,671.3318,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741
1,17814.98,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734
1,9737.154,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079
1,17685.18,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079
1,0.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225
1,4321.705,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579
1,1773.423,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454
1,0.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773
1,11233.26,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386
1,559.4432,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439
1,1085.44,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836
1,5445.2,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439
1,60307.93,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079
1,1460.36,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853
1,6943.342,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994
1,4032.708,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113
1,10363.27,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607
1,4232.309,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15
1,11141.39,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274
1,0.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284
1,13385.86,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266
1,4849.559,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675
1,0.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274
1,1660.508,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947
1,0.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723
1,2484.549,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218
1,4146.603,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276
1,9970.681,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057
1,0.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274
1,26372.28,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646
1,5615.189,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355
1,3196.571,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506
1,6167.681,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764
1,7535.942,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264
1,8484.239,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96
1,1294.409,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531
1,0.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732
1,5010.342,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375
1,9371.037,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409
1,0.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075
1,4279.613,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897
1,3462.564,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986
1,7382.549,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211
1,0.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152
1,0.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95
1,10976.51,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937
1,13829.62,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109
1,6788.463,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803
1,9558.501,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841
1,13228.28,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664
1,743.6666,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331
1,5522.788,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852
1,1424.944,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831
1,1358.643,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049
1,0.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754
1,672.8773,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958
1,0.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856
1,10092.83,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702
1,6281.433,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916
1,12590.71,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504
1,5112.014,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674
1,15952.6,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35
1,36646.95,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57
1,12803.97,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64
1,3786.628,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15
1,4181.942,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24
