"dep_delay","arr_delay","air_time","origin","dest","carrier","month","day","hour"
-6,-15,202,"JFK","STT","AA",7,26,8
2,18,159,"LGA","MCO","DL",3,13,9
105,125,67,"LGA","RDU","MQ",6,10,21
-2,-11,155,"JFK","FLL","DL",11,24,8
-1,7,140,"EWR","MEM","EV",6,3,13
75,66,78,"EWR","CLT","US",10,29,8
-7,-24,70,"EWR","CMH","EV",8,28,6
1,-1,124,"LGA","STL","AA",9,13,9
-5,-11,139,"JFK","MCO","B6",11,13,8
5,-14,156,"EWR","RSW","UA",10,25,14
-2,-40,260,"JFK","PHX","DL",9,9,18
-4,32,133,"EWR","SDF","EV",11,1,6
-6,16,47,"LGA","DCA","US",11,4,17
91,104,46,"EWR","BTV","EV",4,12,8
1,-5,92,"EWR","GSP","EV",10,17,6
-1,-9,333,"JFK","SEA","B6",6,27,9
-9,-25,323,"JFK","LAX","AA",9,15,13
10,24,188,"EWR","OKC","EV",8,5,19
-3,-11,52,"LGA","IAD","EV",10,22,10
-8,-6,35,"LGA","BOS","US",10,8,17
-4,-8,36,"EWR","ALB","EV",1,30,16
27,14,74,"LGA","DTW","DL",2,27,14
-6,-21,202,"EWR","IAH","UA",3,5,9
-7,19,149,"EWR","MCO","B6",4,21,12
-12,-12,38,"LGA","BOS","US",6,4,11
9,2,304,"JFK","LAS","DL",10,27,19
-4,-5,48,"LGA","BOS","US",4,29,10
16,12,92,"JFK","CLT","US",3,21,6
12,26,90,"LGA","DTW","MQ",1,17,10
9,22,332,"JFK","LAX","B6",5,18,20
0,-19,262,"EWR","SLC","DL",10,11,17
0,3,48,"EWR","DCA","EV",1,15,13
-6,18,72,"LGA","RDU","MQ",4,5,13
2,4,82,"EWR","CLE","UA",1,16,18
-6,-19,89,"EWR","DAY","EV",1,11,12
0,-10,111,"EWR","ATL","DL",12,18,10
0,-14,337,"JFK","LAX","DL",12,2,12
-4,-31,83,"JFK","CHS","9E",3,15,8
1,-18,70,"LGA","GSO","EV",11,25,8
6,-7,42,"JFK","BWI","9E",1,11,19
0,12,156,"JFK","MIA","AA",10,9,17
-6,-4,157,"EWR","MSP","EV",12,30,20
30,8,346,"EWR","SFO","UA",3,6,14
5,-8,138,"EWR","PBI","B6",11,30,11
-3,-5,60,"JFK","IAD","B6",1,21,17
-9,-20,138,"LGA","FLL","B6",5,15,21
46,58,241,"LGA","IAH","UA",1,16,6
3,-11,153,"LGA","MSP","DL",12,2,11
104,118,306,"JFK","LAX","AA",6,28,7
20,37,155,"LGA","MCO","B6",3,19,14
77,85,38,"EWR","DCA","EV",4,26,19
-2,-4,39,"JFK","BOS","AA",11,26,12
-4,2,266,"JFK","SLC","DL",9,4,7
3,-26,205,"JFK","SAT","DL",8,6,19
-6,-11,57,"JFK","BUF","B6",2,14,9
5,-8,41,"JFK","IAD","EV",5,3,14
0,1,207,"JFK","MSY","9E",1,1,18
-2,-19,318,"JFK","LAX","VX",10,1,13
-4,4,77,"EWR","CMH","EV",2,13,6
-4,-19,207,"LGA","IAH","UA",4,1,6
-5,-16,136,"LGA","BNA","WN",1,9,9
60,55,95,"EWR","GRR","EV",3,1,15
10,-2,130,"JFK","MCO","B6",3,4,13
19,-23,210,"JFK","SAT","DL",7,11,19
0,-8,43,"JFK","BOS","B6",10,2,13
0,-15,205,"JFK","DFW","9E",11,18,18
19,-18,325,"JFK","SFO","UA",5,13,8
19,53,123,"LGA","ATL","DL",6,5,21
-3,8,293,"JFK","SLC","DL",12,21,11
-3,-30,71,"LGA","CMH","MQ",11,30,8
-2,-2,362,"JFK","SFO","B6",3,4,10
25,16,103,"LGA","ATL","MQ",7,18,20
-4,2,80,"JFK","RDU","MQ",4,20,19
24,27,236,"LGA","DEN","DL",3,19,8
-5,-22,92,"LGA","CLT","EV",11,15,12
-2,40,62,"JFK","BUF","B6",6,23,21
-3,-5,131,"LGA","MCO","DL",5,10,15
0,4,200,"JFK","SJU","B6",6,27,6
-2,-46,311,"JFK","PDX","DL",10,23,16
-2,3,143,"LGA","TPA","DL",3,14,19
38,58,161,"LGA","FLL","DL",3,25,11
-4,-25,193,"JFK","HOU","B6",5,25,8
-10,-18,142,"EWR","FLL","B6",4,24,6
-4,10,70,"JFK","CLE","MQ",11,13,14
-2,5,327,"EWR","LAX","VX",7,30,9
-9,-24,187,"EWR","DFW","AA",8,31,12
-3,36,353,"EWR","SFO","UA",6,18,13
-15,-13,57,"JFK","ROC","9E",4,3,9
-4,-5,108,"LGA","ATL","DL",4,30,12
15,12,324,"JFK","SAN","AA",6,19,17
37,16,193,"EWR","AUS","UA",8,1,20
9,-8,150,"LGA","MSP","DL",2,11,10
-1,-3,145,"EWR","MEM","EV",8,12,13
10,-21,143,"JFK","MIA","AA",5,10,13
-2,-14,67,"EWR","CLE","UA",2,14,6
53,49,136,"LGA","MCO","DL",6,29,13
-3,-2,141,"JFK","MIA","DL",8,9,8
8,-38,317,"JFK","SFO","AA",6,30,7
-6,-39,89,"JFK","CVG","9E",9,20,19
-5,-20,27,"JFK","PHL","9E",8,20,9
35,47,104,"EWR","CVG","EV",8,7,15
63,57,129,"EWR","PBI","UA",4,18,21
-2,-14,120,"LGA","ATL","DL",2,1,8
43,55,148,"JFK","RSW","B6",8,3,15
-5,-39,144,"LGA","MEM","EV",11,15,9
2,-4,55,"JFK","ROC","B6",12,8,14
36,49,35,"JFK","BOS","9E",3,16,14
-1,-2,89,"LGA","DTW","DL",12,2,6
-3,8,194,"JFK","SJU","DL",4,20,8
-3,-4,142,"EWR","MSP","EV",9,26,9
33,4,109,"EWR","ATL","DL",11,12,19
-2,-1,51,"JFK","BUF","B6",9,24,22
-6,13,145,"JFK","PBI","B6",8,24,10
-6,-16,35,"LGA","BOS","US",5,14,13
-7,-32,40,"EWR","IAD","EV",7,20,13
8,6,133,"LGA","ORD","AA",11,22,17
-2,2,353,"JFK","SEA","DL",1,25,7
33,44,110,"LGA","MDW","WN",5,17,17
-5,-23,104,"EWR","ATL","DL",3,6,7
-3,39,354,"EWR","PHX","WN",1,14,8
10,5,84,"EWR","DAY","EV",11,21,16
34,12,190,"EWR","SJU","UA",4,2,20
-6,-25,183,"JFK","SJU","B6",11,5,6
-5,-36,306,"EWR","LAX","UA",7,20,6
24,5,115,"LGA","MSN","EV",10,17,13
-9,-16,78,"LGA","CLE","MQ",12,8,10
-1,2,334,"EWR","SEA","UA",9,11,19
112,85,146,"EWR","MCI","EV",10,10,15
0,0,297,"JFK","LAS","AA",10,23,6
90,77,189,"LGA","DFW","AA",8,16,12
47,58,204,"EWR","DFW","AA",3,8,17
28,25,187,"JFK","SJU","B6",3,18,15
25,44,141,"JFK","TPA","B6",4,24,21
6,14,212,"EWR","IAH","UA",1,6,17
7,-5,107,"LGA","ATL","MQ",3,14,14
-6,-17,152,"JFK","RSW","B6",5,21,6
-5,-38,325,"JFK","SFO","B6",8,26,8
-2,-17,46,"JFK","DCA","9E",10,25,8
-7,-17,216,"LGA","DFW","AA",1,6,8
108,51,325,"EWR","SFO","UA",6,2,17
23,31,105,"LGA","MDW","WN",10,2,20
-5,-19,192,"EWR","IAH","UA",9,21,12
45,24,117,"LGA","ATL","DL",11,6,10
-3,-56,308,"EWR","LAX","UA",12,27,14
2,7,243,"EWR","DEN","UA",4,2,6
-3,-16,143,"JFK","TPA","B6",9,3,14
-3,7,170,"JFK","MIA","AA",1,20,9
-1,-30,319,"EWR","LAX","UA",2,26,8
-3,-1,362,"JFK","SFO","UA",3,3,8
0,-10,48,"EWR","BUF","EV",6,13,6
9,4,127,"LGA","MDW","WN",11,23,18
-7,-21,178,"LGA","DFW","AA",7,9,9
0,-8,340,"EWR","LAX","UA",3,3,10
-3,-13,218,"LGA","DFW","AA",12,25,14
-6,-7,51,"LGA","DCA","US",11,6,17
45,41,360,"EWR","SFO","UA",12,30,11
35,43,224,"LGA","DEN","UA",11,7,17
-4,-17,150,"JFK","MIA","AA",12,7,5
-2,-7,85,"JFK","CLT","B6",10,6,8
14,20,46,"JFK","BTV","B6",3,27,22
-3,-11,148,"EWR","FLL","UA",2,17,18
-2,-12,339,"JFK","SAN","AA",12,12,17
6,26,85,"EWR","DTW","EV",11,2,17
8,-4,203,"LGA","DEN","WN",7,12,11
-7,-20,42,"JFK","BTV","B6",1,31,17
6,18,158,"JFK","MCO","B6",12,24,10
-3,-23,147,"JFK","FLL","B6",9,18,16
28,17,37,"JFK","BWI","MQ",1,19,18
-6,-12,139,"LGA","TPA","DL",9,30,8
-1,-30,179,"EWR","IAH","UA",3,6,15
-3,-17,183,"EWR","IAH","UA",10,14,17
12,6,155,"EWR","FLL","B6",12,9,13
38,45,334,"EWR","SEA","UA",5,14,18
-1,-7,287,"EWR","PHX","UA",3,21,17
-3,14,101,"JFK","IND","MQ",9,13,15
-3,4,360,"EWR","SEA","AS",11,28,7
-3,-5,105,"EWR","ATL","DL",8,24,9
0,-20,120,"JFK","MCO","B6",8,7,6
-4,-12,145,"EWR","TPA","UA",3,5,20
-4,-2,235,"LGA","DEN","F9",3,15,17
-9,-13,203,"EWR","IAH","UA",4,15,9
-5,-15,60,"LGA","CLE","MQ",10,8,11
3,17,154,"LGA","MSP","MQ",1,14,6
35,82,145,"EWR","TPA","UA",1,25,17
-7,-8,58,"JFK","ROC","B6",1,24,22
0,49,76,"JFK","CLE","9E",7,2,14
-2,-30,179,"LGA","HOU","WN",7,19,7
11,-15,141,"JFK","TPA","B6",12,5,14
1,-7,158,"EWR","RSW","UA",11,24,6
4,-19,151,"EWR","FLL","UA",2,4,6
-10,11,174,"LGA","SRQ","B6",6,8,13
-6,32,261,"LGA","DEN","UA",10,29,11
27,1,101,"JFK","CVG","MQ",12,3,15
12,-7,110,"EWR","ORD","UA",12,1,13
-5,-17,50,"JFK","BUF","B6",4,17,22
15,-11,144,"EWR","MIA","UA",8,12,20
-2,-2,142,"EWR","MCO","UA",5,13,7
-2,10,75,"JFK","RDU","MQ",5,12,8
3,9,332,"JFK","SAN","B6",4,12,8
-6,-17,67,"JFK","PIT","MQ",4,8,15
-7,-36,314,"JFK","SEA","DL",10,29,7
54,52,133,"EWR","JAX","EV",2,12,12
0,-3,47,"LGA","DCA","US",7,24,9
37,40,89,"LGA","CLT","US",11,10,18
-8,-10,173,"EWR","FLL","UA",3,17,13
-4,-17,145,"JFK","PBI","B6",11,25,7
-10,-28,131,"EWR","MEM","EV",9,10,8
-4,-12,42,"JFK","BOS","B6",5,30,10
-6,-1,71,"LGA","RDU","MQ",12,1,8
10,8,336,"JFK","LAX","DL",4,3,17
73,22,308,"JFK","SFO","DL",7,18,10
-2,113,81,"LGA","CLT","US",4,10,18
9,-8,63,"JFK","RDU","MQ",10,5,7
-6,-13,55,"JFK","RIC","9E",3,4,18
0,-3,78,"LGA","CMH","EV",11,19,13
-6,-13,62,"JFK","BUF","B6",4,13,12
11,-6,124,"EWR","MCO","B6",7,17,12
1,12,145,"JFK","JAX","B6",1,31,8
-6,-21,43,"JFK","SYR","B6",11,21,9
-8,-16,107,"LGA","MKE","9E",10,28,18
-8,-15,41,"EWR","BOS","UA",8,21,8
-5,-4,169,"EWR","MEM","EV",12,31,8
8,-15,281,"JFK","PHX","US",3,14,16
33,60,365,"JFK","LAX","AA",3,16,16
-10,-24,137,"LGA","MSP","MQ",3,27,18
109,72,73,"LGA","CLT","EV",8,28,19
54,32,107,"EWR","ATL","EV",11,24,19
-3,-23,75,"EWR","DTW","EV",7,8,11
-4,-13,42,"JFK","BOS","AA",4,9,8
-2,1,76,"JFK","CLT","US",3,15,8
-10,-13,37,"EWR","MHT","EV",10,26,12
31,37,190,"JFK","MSP","9E",1,14,15
2,-5,152,"EWR","FLL","UA",12,3,6
-3,-13,218,"LGA","HOU","WN",11,19,7
-11,-40,105,"LGA","ORD","AA",5,6,19
16,40,44,"LGA","DCA","US",9,13,16
5,-5,109,"JFK","JAX","B6",7,9,8
-5,-26,342,"JFK","SAN","DL",1,14,17
-1,-6,149,"LGA","PBI","B6",10,22,7
5,-2,158,"EWR","RSW","UA",12,25,9
4,-26,190,"LGA","DFW","AA",5,28,13
37,11,140,"JFK","MIA","AA",5,26,17
27,20,47,"JFK","BTV","B6",5,4,22
25,28,59,"JFK","BUF","B6",4,4,12
43,29,92,"EWR","GRR","EV",3,28,18
-2,-10,147,"LGA","TPA","B6",1,25,16
-9,-2,159,"LGA","MIA","AA",9,11,16
-1,0,179,"JFK","FLL","AA",3,2,7
-4,-11,44,"JFK","SYR","B6",2,8,12
12,72,48,"EWR","BOS","UA",4,18,8
-8,-4,54,"EWR","RIC","EV",10,8,17
-7,-20,145,"EWR","FLL","B6",3,28,9
16,35,158,"JFK","RSW","B6",6,7,6
-4,12,354,"JFK","PDX","B6",11,6,20
90,73,102,"LGA","ATL","MQ",5,24,15
40,25,139,"LGA","MSP","MQ",7,14,14
-3,-4,88,"LGA","CLT","MQ",4,3,9
-5,0,156,"LGA","MIA","AA",9,3,11
-5,-19,331,"JFK","LAX","UA",10,27,14
-2,-13,42,"EWR","BTV","EV",11,2,21
33,40,109,"EWR","BNA","EV",5,29,15
-7,4,107,"EWR","CLT","US",1,2,8
3,-7,179,"EWR","IAH","UA",9,27,9
-5,-17,119,"LGA","ORD","AA",1,8,18
-8,-38,144,"LGA","MIA","AA",9,7,16
-9,-28,37,"LGA","BOS","US",6,26,10
20,-5,203,"EWR","AUS","UA",5,9,20
-2,-33,33,"EWR","BOS","UA",4,5,15
-8,-22,64,"LGA","RDU","MQ",8,20,16
-3,9,62,"EWR","PIT","EV",12,15,12
-5,6,325,"JFK","PHX","US",12,4,13
8,-8,220,"EWR","DEN","UA",6,28,6
-5,-16,180,"EWR","DFW","AA",6,15,7
-4,-36,196,"JFK","SJU","AA",5,20,14
24,38,189,"JFK","SJU","DL",11,12,8
-5,-6,148,"EWR","MCO","UA",9,11,15
-3,-13,37,"EWR","BOS","UA",11,14,12
-10,-22,58,"JFK","BUF","9E",11,7,8
-5,-16,66,"EWR","CLE","UA",6,19,17
-1,3,301,"EWR","PHX","UA",4,5,19
-6,-7,79,"EWR","CLE","EV",12,14,6
-8,10,59,"JFK","BUF","9E",4,20,8
-8,-7,38,"LGA","BOS","US",11,6,7
28,-11,321,"EWR","LAX","AA",4,12,18
-1,-2,194,"EWR","IAH","UA",9,13,15
-3,-16,147,"JFK","TPA","AA",1,10,19
6,-6,194,"LGA","DFW","AA",9,21,8
-7,-38,294,"JFK","SAN","DL",8,27,17
40,46,133,"JFK","MCO","B6",7,21,20
25,9,317,"JFK","SFO","UA",8,26,10
0,2,135,"LGA","ORD","UA",1,17,15
0,-15,34,"JFK","BOS","9E",4,13,12
-5,-38,71,"LGA","CLT","EV",8,26,14
96,81,156,"JFK","MSP","9E",12,22,18
-2,-10,130,"JFK","MCO","DL",11,3,8
-10,-19,161,"LGA","MIA","AA",1,21,11
-6,7,92,"LGA","CLT","US",8,14,11
-9,-14,186,"LGA","MSY","DL",1,22,6
-2,8,78,"EWR","CLT","US",5,10,15
-4,13,162,"LGA","FLL","DL",3,18,11
-3,9,69,"JFK","BUF","B6",1,26,18
46,31,121,"LGA","BHM","EV",11,20,19
42,45,52,"JFK","ROC","B6",5,27,9
-1,-44,208,"LGA","DEN","DL",2,27,8
60,50,52,"EWR","RIC","EV",5,9,16
-3,2,82,"JFK","CLT","US",8,3,6
-4,-8,225,"EWR","DEN","UA",8,12,11
72,50,200,"JFK","SJU","B6",7,4,17
-4,-21,61,"EWR","CLE","UA",5,21,15
-6,-7,92,"EWR","CLT","US",10,18,6
7,4,304,"EWR","PHX","US",12,13,16
-2,2,54,"EWR","PIT","EV",7,11,6
8,2,102,"EWR","SAV","EV",8,31,9
88,105,193,"EWR","MCI","EV",12,6,12
-9,-8,149,"LGA","MIA","DL",10,18,7
-3,-39,108,"JFK","ORD","AA",9,21,17
49,46,112,"EWR","ORD","MQ",10,15,20
-6,-12,201,"EWR","IAH","UA",11,20,13
-6,-4,87,"EWR","CLT","US",2,4,8
0,10,247,"LGA","DEN","F9",1,8,8
0,-15,163,"JFK","MSY","DL",3,29,19
-4,0,112,"JFK","ATL","DL",12,12,18
-8,-16,45,"JFK","DCA","MQ",5,20,11
12,-17,236,"JFK","DEN","DL",2,25,16
-4,-22,115,"LGA","ATL","DL",10,21,12
39,1,318,"JFK","SFO","VX",9,3,10
87,110,194,"JFK","DFW","9E",11,27,18
41,-7,104,"JFK","JAX","9E",7,14,19
-1,-1,128,"LGA","BNA","MQ",11,27,12
14,2,134,"JFK","MCO","AA",10,3,14
-3,-3,290,"JFK","SLC","DL",11,17,12
-9,-7,158,"EWR","MIA","UA",1,7,6
2,38,356,"EWR","SFO","UA",6,18,17
-5,-16,149,"LGA","TPA","B6",11,24,7
-10,-21,39,"LGA","BOS","US",8,16,11
12,-14,142,"EWR","MSP","DL",8,13,18
6,3,314,"JFK","LAX","DL",5,10,18
3,-13,36,"EWR","MHT","EV",6,8,6
-4,-14,132,"EWR","MCO","UA",7,5,10
12,-15,148,"JFK","FLL","DL",8,24,15
20,51,381,"EWR","SAN","UA",11,23,15
0,0,60,"JFK","BUF","B6",1,6,9
0,2,215,"EWR","HOU","WN",2,5,7
-5,-18,125,"LGA","ORD","AA",2,26,7
28,19,116,"LGA","ATL","MQ",7,2,14
-5,-6,126,"LGA","ATL","DL",4,20,15
-8,-24,117,"LGA","ORD","AA",9,5,9
32,33,35,"LGA","BOS","US",9,30,6
-3,12,173,"LGA","RSW","B6",2,4,7
0,0,181,"LGA","XNA","MQ",3,5,17
-2,-10,49,"LGA","RIC","EV",5,17,20
-1,-27,340,"JFK","LAX","DL",12,16,9
-2,-9,66,"EWR","CLE","EV",8,11,6
-12,-3,162,"LGA","XNA","MQ",8,23,15
17,15,143,"JFK","PBI","B6",5,3,18
-11,-7,112,"LGA","BNA","MQ",5,12,9
12,2,178,"EWR","OKC","EV",10,2,20
-6,-10,153,"LGA","MSP","MQ",4,4,14
46,33,282,"JFK","PHX","B6",8,5,20
0,-20,145,"EWR","MSP","EV",7,23,8
-5,10,129,"LGA","ATL","DL",1,3,11
-6,-3,257,"EWR","DEN","WN",1,9,16
-6,-13,156,"LGA","MIA","AA",4,25,7
-8,-10,44,"LGA","BOS","US",7,3,8
-12,-30,38,"JFK","BWI","9E",5,1,14
-2,-9,125,"LGA","ORD","UA",3,15,16
-8,-22,81,"EWR","DTW","DL",3,6,12
-5,-2,195,"JFK","SJU","B6",11,24,7
-5,3,229,"JFK","AUS","B6",3,4,20
-5,-28,64,"JFK","RDU","B6",10,29,17
-7,-15,31,"LGA","PHL","US",7,27,6
-6,-25,334,"JFK","PDX","DL",4,3,16
-7,29,36,"LGA","BOS","US",7,16,12
-3,-2,152,"EWR","MEM","EV",6,9,16
95,94,49,"EWR","RIC","EV",7,3,19
-2,-13,35,"JFK","BOS","AA",8,17,8
-2,23,137,"LGA","ATL","FL",3,24,6
48,53,335,"JFK","LAX","UA",3,8,20
-14,-17,289,"EWR","PHX","UA",9,23,8
4,17,167,"EWR","PBI","UA",12,30,18
0,-2,47,"JFK","SYR","B6",1,4,22
14,-21,198,"JFK","SJU","AA",5,29,14
-6,9,332,"JFK","LAX","UA",10,24,6
7,-25,305,"JFK","LAX","AA",7,6,15
-1,-24,150,"EWR","MIA","UA",2,28,20
1,-5,209,"EWR","IAH","UA",11,9,15
-4,-25,99,"JFK","CVG","9E",4,13,16
-5,-5,354,"EWR","LAX","UA",1,27,17
54,38,191,"EWR","DFW","AA",5,9,19
-14,-11,187,"EWR","IAH","UA",9,19,5
23,37,180,"EWR","FLL","UA",1,17,15
-7,-9,46,"EWR","BOS","EV",1,19,10
-2,9,178,"EWR","XNA","EV",10,21,8
3,10,296,"JFK","LAS","B6",7,25,9
-5,7,47,"EWR","DCA","EV",3,13,9
9,12,47,"EWR","PWM","EV",5,22,13
106,90,44,"EWR","BOS","B6",4,21,20
18,17,98,"LGA","ATL","FL",6,14,13
5,-5,65,"JFK","PIT","9E",10,28,19
15,19,60,"JFK","DCA","MQ",1,15,12
-3,-27,107,"LGA","ATL","DL",8,2,17
-2,-18,45,"JFK","ROC","B6",9,29,14
105,101,40,"JFK","BOS","B6",8,1,23
5,-10,110,"LGA","MDW","WN",3,9,14
-4,-27,139,"LGA","TPA","DL",1,27,15
1,-2,140,"EWR","MCO","UA",2,1,17
11,5,112,"EWR","ATL","EV",3,26,6
-8,-32,196,"LGA","DFW","AA",9,24,17
33,18,63,"LGA","RDU","MQ",9,19,13
71,59,102,"EWR","IND","EV",7,24,6
-8,-20,144,"EWR","STL","EV",2,12,20
-2,37,140,"JFK","TPA","B6",6,23,19
5,52,363,"EWR","SFO","UA",6,25,13
-2,-32,306,"EWR","LAX","UA",9,30,8
5,-5,349,"EWR","SEA","UA",12,30,8
6,-29,138,"EWR","FLL","UA",5,18,19
-5,-17,54,"JFK","BUF","B6",7,31,12
1,-27,191,"JFK","SJU","DL",6,29,6
-2,-14,110,"LGA","ORD","UA",10,24,8
-4,-23,72,"LGA","DTW","DL",9,18,14
7,-19,43,"EWR","BOS","UA",4,13,21
-2,3,64,"EWR","PIT","EV",12,10,6
-5,15,57,"JFK","DCA","MQ",9,12,11
-3,23,136,"JFK","MCO","DL",7,2,15
-7,-31,97,"LGA","ATL","DL",7,19,7
-2,-3,47,"JFK","IAD","B6",4,16,6
-3,-5,48,"JFK","PWM","B6",10,26,13
-5,-11,332,"EWR","SEA","AS",6,15,7
-10,-18,31,"LGA","PHL","US",5,26,7
-10,-5,102,"LGA","ORD","UA",5,8,9
34,16,40,"EWR","IAD","EV",12,2,10
-8,-8,64,"LGA","CAK","FL",5,13,10
-9,-4,225,"LGA","DFW","AA",3,24,7
-4,2,97,"JFK","CLT","B6",7,17,8
7,-15,110,"EWR","BNA","EV",11,30,17
-7,-4,116,"LGA","ATL","MQ",11,24,12
29,19,113,"LGA","ATL","FL",4,16,14
26,75,115,"LGA","ATL","FL",5,22,18
11,21,106,"EWR","DAY","EV",1,2,8
45,76,112,"EWR","CVG","EV",12,6,17
-5,-10,215,"LGA","DFW","AA",4,13,8
85,73,41,"EWR","DCA","EV",7,1,19
-5,-26,136,"JFK","PBI","B6",6,22,18
11,11,177,"JFK","MIA","AA",2,13,14
-6,-17,209,"LGA","DFW","AA",2,19,17
76,77,72,"JFK","PIT","B6",1,6,8
52,49,38,"JFK","BOS","DL",9,12,14
-3,-24,143,"JFK","MIA","AA",10,11,9
-4,-9,196,"LGA","DFW","AA",9,29,13
8,-17,128,"EWR","MSP","DL",6,23,18
-3,-9,144,"EWR","MCO","UA",7,2,12
10,-6,47,"EWR","BUF","EV",3,12,10
-4,-21,159,"JFK","RSW","B6",4,16,15
-3,12,137,"JFK","TPA","DL",5,10,18
0,-4,87,"EWR","CLT","EV",9,25,12
39,17,317,"JFK","PDX","B6",8,29,20
-9,-7,46,"JFK","IAD","9E",4,7,15
42,32,195,"EWR","IAH","UA",7,1,20
0,-15,352,"EWR","SFO","UA",4,20,6
13,26,147,"LGA","MIA","AA",8,29,19
-5,-14,69,"JFK","RDU","B6",11,11,7
-2,3,97,"EWR","GSP","EV",5,3,15
-7,-7,115,"EWR","ORD","MQ",10,16,10
-1,3,191,"EWR","MSY","EV",11,23,16
-2,-23,143,"LGA","FLL","DL",3,15,19
-2,7,39,"LGA","DCA","US",2,6,6
-1,-11,344,"EWR","SFO","UA",6,17,7
0,16,87,"LGA","CLT","US",7,24,7
12,-2,106,"LGA","ORD","AA",8,15,15
-8,10,183,"LGA","FLL","B6",3,20,19
-5,-28,339,"JFK","SFO","AA",6,1,15
-4,-21,108,"LGA","ATL","DL",6,17,10
29,13,155,"JFK","MSP","9E",6,4,8
-4,-15,33,"JFK","BOS","B6",6,27,6
-9,-19,112,"LGA","ATL","FL",2,20,8
-7,-21,107,"LGA","ATL","MQ",9,14,14
-4,-34,268,"JFK","PHX","US",9,11,10
24,32,57,"EWR","BUF","EV",12,24,11
-7,-17,332,"EWR","SEA","UA",10,19,15
3,-11,220,"EWR","DEN","UA",2,11,9
-7,-8,139,"LGA","MIA","AA",8,28,6
0,-17,147,"LGA","MCO","DL",12,31,12
-7,-22,120,"LGA","ORD","AA",5,14,19
1,0,364,"JFK","SFO","UA",11,17,8
16,-3,148,"EWR","MIA","UA",10,10,14
0,-27,213,"JFK","AUS","B6",1,7,8
102,50,208,"EWR","DEN","UA",6,2,18
-7,4,358,"JFK","SFO","UA",1,20,14
-15,-33,131,"LGA","MCO","B6",1,29,21
12,28,339,"EWR","SEA","UA",11,26,19
-1,-6,159,"LGA","FLL","DL",11,7,7
31,34,352,"JFK","SEA","DL",12,17,15
0,-5,130,"EWR","MCO","UA",8,12,6
-8,-31,179,"EWR","IAH","UA",8,28,10
6,-7,100,"LGA","ATL","MQ",8,26,8
-7,17,47,"JFK","BWI","MQ",11,10,18
48,50,147,"EWR","STL","EV",4,1,21
-8,17,164,"LGA","TPA","B6",6,6,7
-4,-3,109,"EWR","ORD","UA",7,22,6
-1,6,94,"EWR","CLT","US",10,23,17
-2,-12,145,"EWR","MCO","UA",11,18,14
-1,-33,77,"EWR","CLT","US",11,3,6
-3,-44,259,"EWR","LAS","UA",7,15,6
-6,-30,84,"EWR","DTW","EV",1,6,10
-4,-9,75,"EWR","RDU","EV",4,2,8
-7,-13,53,"LGA","IAD","EV",12,12,14
34,121,76,"JFK","CMH","MQ",6,27,15
2,-2,48,"EWR","BTV","EV",7,18,13
46,49,148,"JFK","MCI","9E",6,13,17
-6,-17,44,"JFK","BOS","9E",11,27,12
-1,-25,322,"EWR","LAX","UA",4,5,19
-2,-23,342,"JFK","LAX","DL",2,18,15
-6,0,47,"LGA","IAD","EV",6,15,6
0,32,61,"JFK","ORF","9E",1,15,14
-5,2,46,"EWR","DCA","EV",2,23,9
-6,-15,212,"EWR","DFW","AA",12,25,7
-1,58,163,"EWR","RSW","UA",5,13,18
40,-12,291,"JFK","LAX","VX",7,14,16
-3,-11,70,"EWR","RDU","EV",9,22,16
12,10,157,"EWR","PBI","UA",10,31,13
-6,-17,41,"JFK","SYR","B6",5,3,22
18,17,109,"EWR","ORD","UA",8,1,6
12,9,40,"JFK","BOS","AA",4,6,19
0,1,152,"EWR","MCO","UA",4,4,11
-5,-17,38,"EWR","DCA","EV",7,6,9
7,16,333,"JFK","LAX","DL",7,29,7
-3,0,125,"EWR","ORD","UA",10,28,6
-2,-18,340,"JFK","LAX","DL",12,21,12
30,26,48,"JFK","DCA","9E",7,18,20
-6,3,366,"JFK","LAX","AA",12,4,9
35,9,69,"EWR","CLT","US",3,9,17
-7,-34,141,"EWR","FLL","UA",4,17,7
62,46,96,"EWR","MKE","EV",5,8,15
-1,10,146,"LGA","MCO","DL",5,12,15
13,24,130,"LGA","BNA","MQ",10,17,16
43,41,158,"EWR","MIA","UA",12,20,8
-6,6,51,"JFK","DCA","MQ",9,11,7
31,16,85,"EWR","CLT","EV",8,20,19
-7,-18,80,"EWR","DTW","DL",9,14,16
-5,-13,117,"LGA","ORD","AA",6,2,15
-3,22,111,"LGA","BNA","MQ",8,12,11
-12,-36,169,"LGA","MSY","DL",10,25,8
-4,-3,146,"LGA","MIA","DL",7,6,7
-3,-17,100,"EWR","ATL","DL",5,30,17
9,2,48,"EWR","IAD","EV",8,23,12
47,71,237,"LGA","DEN","WN",4,22,12
-7,-25,44,"LGA","IAD","EV",9,19,14
-18,-11,74,"LGA","RDU","MQ",11,21,18
17,14,335,"JFK","PDX","B6",4,2,20
-6,-25,120,"LGA","ORD","AA",2,18,7
-5,-7,51,"EWR","BUF","EV",12,31,6
-2,-28,97,"LGA","CVG","9E",5,11,9
-6,-15,126,"LGA","STL","AA",6,10,9
3,5,33,"EWR","BWI","WN",1,27,12
-2,20,146,"JFK","MCO","AA",5,11,6
