i,j,from_nuts1,to_nuts1,from_country,to_country,from_group,to_group,same_country,same_group,pip,w_mean,mult,is_queen,is_knn,dist_km
17,82,DE7,RO1,DE,RO,Western,CEE,FALSE,FALSE,0.05,0.00279,0.050764,FALSE,FALSE,1164.959072
17,83,DE7,RO2,DE,RO,Western,CEE,FALSE,FALSE,0.03,0.001303,0.019356,FALSE,FALSE,1434.635322
17,84,DE7,RO3,DE,RO,Western,CEE,FALSE,FALSE,0.06,0.004653,0.029243,FALSE,FALSE,1448.573136
17,85,DE7,RO4,DE,RO,Western,CEE,FALSE,FALSE,0.08,0.004645,0.030695,FALSE,FALSE,1177.202284
17,86,DE7,SE1,DE,SE,Western,Northern,FALSE,FALSE,0.09,0.005882,0.041379,FALSE,FALSE,1065.338916
17,87,DE7,SE2,DE,SE,Western,Northern,FALSE,FALSE,0.1,0.007411,0.071903,FALSE,FALSE,817.402162
17,88,DE7,SE3,DE,SE,Western,Northern,FALSE,FALSE,0.17,0.011833,0.05182,FALSE,FALSE,1546.806674
17,89,DE7,SI0,DE,SI,Western,CEE,FALSE,FALSE,0.17,0.012875,0.024145,FALSE,FALSE,637.210669
17,90,DE7,SK0,DE,SK,Western,CEE,FALSE,FALSE,0.1,0.006128,0.012588,FALSE,FALSE,734.432317
18,1,DE8,AT1,DE,AT,Western,Western,FALSE,TRUE,0.07,0.006897,0.019868,FALSE,FALSE,711.175474
18,2,DE8,AT2,DE,AT,Western,Western,FALSE,TRUE,0.13,0.014491,0.028619,FALSE,FALSE,779.89987
18,3,DE8,AT3,DE,AT,Western,Western,FALSE,TRUE,0.07,0.008171,0.018986,FALSE,FALSE,691.028347
18,4,DE8,BE1,DE,BE,Western,Western,FALSE,TRUE,0.07,0.008972,0.018444,FALSE,FALSE,644.019459
18,5,DE8,BE2,DE,BE,Western,Western,FALSE,TRUE,0.12,0.011552,0.025343,FALSE,FALSE,642.655042
18,6,DE8,BE3,DE,BE,Western,Western,FALSE,TRUE,0.07,0.0061,0.020028,FALSE,FALSE,646.030241
18,7,DE8,BG3,DE,BG,Western,CEE,FALSE,FALSE,0.07,0.007686,0.014952,FALSE,FALSE,1495.466461
18,8,DE8,BG4,DE,BG,Western,CEE,FALSE,FALSE,0.07,0.006073,0.015258,FALSE,FALSE,1581.560756
18,9,DE8,CY0,DE,CY,Western,Southern,FALSE,FALSE,0.07,0.003214,0.012955,FALSE,FALSE,2627.24826
18,10,DE8,CZ0,DE,CZ,Western,CEE,FALSE,FALSE,0.07,0.002677,0.01966,FALSE,FALSE,512.627058
18,11,DE8,DE1,DE,DE,Western,Western,TRUE,TRUE,0.16,0.020578,0.032772,FALSE,FALSE,626.45138
18,12,DE8,DE2,DE,DE,Western,Western,TRUE,TRUE,0.09,0.008461,0.029188,FALSE,FALSE,557.830585
18,13,DE8,DE3,DE,DE,Western,Western,TRUE,TRUE,0.13,0.019573,0.02677,FALSE,TRUE,166.022197
18,14,DE8,DE4,DE,DE,Western,Western,TRUE,TRUE,0.13,0.017283,0.03079,TRUE,TRUE,158.5943
18,15,DE8,DE5,DE,DE,Western,Western,TRUE,TRUE,0.1,0.010082,0.024619,FALSE,TRUE,254.999636
18,16,DE8,DE6,DE,DE,Western,Western,TRUE,TRUE,0.15,0.015071,0.022733,FALSE,TRUE,162.981538
18,17,DE8,DE7,DE,DE,Western,Western,TRUE,TRUE,0.07,0.011567,0.02098,FALSE,FALSE,434.849556
18,19,DE8,DE9,DE,DE,Western,Western,TRUE,TRUE,0.08,0.006615,0.020111,TRUE,FALSE,281.294555
18,20,DE8,DEA,DE,DE,Western,Western,TRUE,TRUE,0.16,0.018498,0.030509,FALSE,FALSE,429.142366
18,21,DE8,DEB,DE,DE,Western,Western,TRUE,TRUE,0.12,0.012588,0.026267,FALSE,FALSE,564.059427
18,22,DE8,DEC,DE,DE,Western,Western,TRUE,TRUE,0.13,0.016253,0.036698,FALSE,FALSE,628.212239
18,23,DE8,DED,DE,DE,Western,Western,TRUE,TRUE,0.22,0.054594,0.061787,FALSE,FALSE,339.991701
18,24,DE8,DEE,DE,DE,Western,Western,TRUE,TRUE,0.15,0.019678,0.029024,FALSE,TRUE,217.435074
18,25,DE8,DEF,DE,DE,Western,Western,TRUE,TRUE,0.3,0.160729,0.131389,TRUE,TRUE,167.705845
18,26,DE8,DEG,DE,DE,Western,Western,TRUE,TRUE,0.24,0.067906,0.06829,FALSE,FALSE,342.415337
18,27,DE8,DK0,DE,DK,Western,Northern,FALSE,FALSE,0.06,0.00507,0.016136,FALSE,FALSE,329.53207
18,28,DE8,EE0,DE,EE,Western,Baltics,FALSE,FALSE,0.04,0.002412,0.01055,FALSE,FALSE,970.808232
18,29,DE8,EL3,DE,EL,Western,Southern,FALSE,FALSE,0.07,0.003084,0.041886,FALSE,FALSE,1952.681864
18,30,DE8,EL4,DE,EL,Western,Southern,FALSE,FALSE,0.09,0.005391,0.037517,FALSE,FALSE,2278.281847
18,31,DE8,EL5,DE,EL,Western,Southern,FALSE,FALSE,0.04,0.003027,0.041837,FALSE,FALSE,1633.316274
18,32,DE8,EL6,DE,EL,Western,Southern,FALSE,FALSE,0.04,0.001868,0.041034,FALSE,FALSE,1789.834055
18,33,DE8,ES1,DE,ES,Western,Southern,FALSE,FALSE,0.12,0.010396,0.020218,FALSE,FALSE,1720.090135
18,34,DE8,ES2,DE,ES,Western,Southern,FALSE,FALSE,0.1,0.00751,0.021608,FALSE,FALSE,1654.423063
18,35,DE8,ES3,DE,ES,Western,Southern,FALSE,FALSE,0.09,0.00944,0.02082,FALSE,FALSE,1913.137138
18,36,DE8,ES4,DE,ES,Western,Southern,FALSE,FALSE,0.12,0.00847,0.02033,FALSE,FALSE,2024.79803
18,37,DE8,ES5,DE,ES,Western,Southern,FALSE,FALSE,0.08,0.004933,0.021617,FALSE,FALSE,1739.289493
18,38,DE8,ES6,DE,ES,Western,Southern,FALSE,FALSE,0.1,0.005741,0.024586,FALSE,FALSE,2194.054723
18,39,DE8,ES7,DE,ES,Western,Southern,FALSE,FALSE,0.07,0.004498,0.015615,FALSE,FALSE,3656.332743
18,40,DE8,FI1,DE,FI,Western,Northern,FALSE,FALSE,0.1,0.014981,0.024913,FALSE,FALSE,1470.717354
18,41,DE8,FI2,DE,FI,Western,Northern,FALSE,FALSE,0.15,0.010892,0.015127,FALSE,FALSE,835.327978
18,42,DE8,FR1,DE,FR,Western,Western,FALSE,TRUE,0.06,0.007588,0.021409,FALSE,FALSE,897.518818
18,43,DE8,FRB,DE,FR,Western,Western,FALSE,TRUE,0.06,0.007284,0.02331,FALSE,FALSE,1029.963326
18,44,DE8,FRC,DE,FR,Western,Western,FALSE,TRUE,0.1,0.009026,0.026439,FALSE,FALSE,900.967737
18,45,DE8,FRD,DE,FR,Western,Western,FALSE,TRUE,0.11,0.013987,0.026453,FALSE,FALSE,1014.318183
18,46,DE8,FRE,DE,FR,Western,Western,FALSE,TRUE,0.1,0.0191,0.030239,FALSE,FALSE,786.127059
18,47,DE8,FRF,DE,FR,Western,Western,FALSE,TRUE,0.11,0.016627,0.029495,FALSE,FALSE,731.500741
18,48,DE8,FRG,DE,FR,Western,Western,FALSE,TRUE,0.12,0.01293,0.028917000000000002,FALSE,FALSE,1192.340619
18,49,DE8,FRH,DE,FR,Western,Western,FALSE,TRUE,0.18,0.03287,0.038826,FALSE,FALSE,1238.82354
18,50,DE8,FRI,DE,FR,Western,Western,FALSE,TRUE,0.12,0.010905,0.024093,FALSE,FALSE,1307.474539
18,51,DE8,FRJ,DE,FR,Western,Western,FALSE,TRUE,0.01,0.002,0.017597,FALSE,FALSE,1358.191534
18,52,DE8,FRK,DE,FR,Western,Western,FALSE,TRUE,0.05,0.003819,0.016187,FALSE,FALSE,1087.697272
18,53,DE8,FRL,DE,FR,Western,Western,FALSE,TRUE,0.07,0.010436,0.019461,FALSE,FALSE,1182.415752
18,54,DE8,FRM,DE,FR,Western,Western,FALSE,TRUE,0.06,0.003276,0.013611,FALSE,FALSE,1333.512792
18,55,DE8,HU1,DE,HU,Western,CEE,FALSE,FALSE,0.08,0.00347,0.03392,FALSE,FALSE,864.826174
18,56,DE8,HU2,DE,HU,Western,CEE,FALSE,FALSE,0.09,0.007369,0.025895,FALSE,FALSE,864.243888
18,57,DE8,HU3,DE,HU,Western,CEE,FALSE,FALSE,0.04,0.004294,0.04821,FALSE,FALSE,955.875449
18,58,DE8,IE0,DE,IE,Western,Western,FALSE,TRUE,0.03,0.001056,0.008762,FALSE,FALSE,1331.649147
18,59,DE8,ITC,DE,IT,Western,Southern,FALSE,FALSE,0.12,0.019615,0.026236,FALSE,FALSE,998.887909
18,60,DE8,ITF,DE,IT,Western,Southern,FALSE,FALSE,0.06,0.002489,0.013682,FALSE,FALSE,1522.41462
18,61,DE8,ITG,DE,IT,Western,Southern,FALSE,FALSE,0.09,0.007832,0.016941,FALSE,FALSE,1811.558278
18,62,DE8,ITH,DE,IT,Western,Southern,FALSE,FALSE,0.11,0.011628,0.022506,FALSE,FALSE,940.557345
18,63,DE8,ITI,DE,IT,Western,Southern,FALSE,FALSE,0.13,0.02546,0.031252,FALSE,FALSE,1224.253666
18,64,DE8,LT0,DE,LT,Western,Baltics,FALSE,FALSE,0.07,0.005157,0.020713,FALSE,FALSE,741.112536
18,65,DE8,LU0,DE,LU,Western,Western,FALSE,TRUE,0.09,0.008751,0.016697,FALSE,FALSE,628.270623
18,66,DE8,LV0,DE,LV,Western,Baltics,FALSE,FALSE,0.07,0.00486,0.016003,FALSE,FALSE,914.020814
18,67,DE8,MT0,DE,MT,Western,Southern,FALSE,FALSE,0.09,0.006023,0.019609,FALSE,FALSE,1983.589278
18,68,DE8,NL1,DE,NL,Western,Western,FALSE,TRUE,0.05,0.003414,0.012628,FALSE,FALSE,425.624079
18,69,DE8,NL2,DE,NL,Western,Western,FALSE,TRUE,0.09,0.006309,0.022045,FALSE,FALSE,452.873028
18,70,DE8,NL3,DE,NL,Western,Western,FALSE,TRUE,0.06,0.002879,0.013742,FALSE,FALSE,651.057842
18,71,DE8,NL4,DE,NL,Western,Western,FALSE,TRUE,0.11,0.013174,0.026927,FALSE,FALSE,538.953654
18,72,DE8,PL2,DE,PL,Western,CEE,FALSE,FALSE,0.03,0.00107,0.056402,FALSE,FALSE,655.383383
18,73,DE8,PL4,DE,PL,Western,CEE,FALSE,FALSE,0.03,9.84e-4,0.057419,TRUE,TRUE,252.409746
18,74,DE8,PL5,DE,PL,Western,CEE,FALSE,FALSE,0.05,0.002367,0.013712,FALSE,FALSE,449.301361
18,75,DE8,PL6,DE,PL,Western,CEE,FALSE,FALSE,0.03,0.001267,0.046015,FALSE,FALSE,440.81394
18,76,DE8,PL7,DE,PL,Western,CEE,FALSE,FALSE,0.07,0.004086,0.014121,FALSE,FALSE,553.962408
18,77,DE8,PL8,DE,PL,Western,CEE,FALSE,FALSE,0.11,0.007005,0.040337,FALSE,FALSE,735.697118
18,78,DE8,PL9,DE,PL,Western,CEE,FALSE,FALSE,0.02,7.99e-4,0.0194,FALSE,FALSE,610.629603
18,79,DE8,PT1,DE,PT,Western,Southern,FALSE,FALSE,0.07,0.013483,0.023638,FALSE,FALSE,2239.407128
18,80,DE8,PT2,DE,PT,Western,Southern,FALSE,FALSE,0.07,0.004404,0.016612,FALSE,FALSE,3361.795414
18,81,DE8,PT3,DE,PT,Western,Southern,FALSE,FALSE,0.08,0.00458,0.012221,FALSE,FALSE,3275.552515
18,82,DE8,RO1,DE,RO,Western,CEE,FALSE,FALSE,0.06,0.003363,0.045952,FALSE,FALSE,1133.926768
18,83,DE8,RO2,DE,RO,Western,CEE,FALSE,FALSE,0.02,5.47e-4,0.018771,FALSE,FALSE,1372.740552
18,84,DE8,RO3,DE,RO,Western,CEE,FALSE,FALSE,0,0,0.024527,FALSE,FALSE,1445.650291
18,85,DE8,RO4,DE,RO,Western,CEE,FALSE,FALSE,0.01,4.17e-4,0.026223,FALSE,FALSE,1215.762282
18,86,DE8,SE1,DE,SE,Western,Northern,FALSE,FALSE,0.05,0.002011,0.03356,FALSE,FALSE,636.20046
18,87,DE8,SE2,DE,SE,Western,Northern,FALSE,FALSE,0.16,0.012004,0.071789,FALSE,FALSE,390.681502
18,88,DE8,SE3,DE,SE,Western,Northern,FALSE,FALSE,0.12,0.005945,0.051279,FALSE,FALSE,1136.753147
18,89,DE8,SI0,DE,SI,Western,CEE,FALSE,FALSE,0.11,0.015377,0.024332,FALSE,FALSE,873.335799
18,90,DE8,SK0,DE,SK,Western,CEE,FALSE,FALSE,0.06,0.003642,0.010494,FALSE,FALSE,732.932118
19,1,DE9,AT1,DE,AT,Western,Western,FALSE,TRUE,0.1,0.013929,0.021657,FALSE,FALSE,725.485193
19,2,DE9,AT2,DE,AT,Western,Western,FALSE,TRUE,0.11,0.010013,0.024409,FALSE,FALSE,757.365753
19,3,DE9,AT3,DE,AT,Western,Western,FALSE,TRUE,0.09,0.019592,0.025973,FALSE,FALSE,632.650016
19,4,DE9,BE1,DE,BE,Western,Western,FALSE,TRUE,0.07,0.009492,0.018042,FALSE,FALSE,362.812141
19,5,DE9,BE2,DE,BE,Western,Western,FALSE,TRUE,0.06,0.008373,0.018698,FALSE,FALSE,362.173389
19,6,DE9,BE3,DE,BE,Western,Western,FALSE,TRUE,0.1,0.027758,0.031795,FALSE,FALSE,368.886786
19,7,DE9,BG3,DE,BG,Western,CEE,FALSE,FALSE,0.1,0.010953,0.01499,FALSE,FALSE,1586.695968
19,8,DE9,BG4,DE,BG,Western,CEE,FALSE,FALSE,0.06,0.004352,0.012912,FALSE,FALSE,1649.338893
19,9,DE9,CY0,DE,CY,Western,Southern,FALSE,FALSE,0.09,0.007311,0.01372,FALSE,FALSE,2722.203312
19,10,DE9,CZ0,DE,CZ,Western,CEE,FALSE,FALSE,0.02,0.001685,0.016129,FALSE,FALSE,574.801154
19,11,DE9,DE1,DE,DE,Western,Western,TRUE,TRUE,0.25,0.117255,0.100599,FALSE,FALSE,437.069996
19,12,DE9,DE2,DE,DE,Western,Western,TRUE,TRUE,0.12,0.014171,0.025466,FALSE,FALSE,472.189991
19,13,DE9,DE3,DE,DE,Western,Western,TRUE,TRUE,0.11,0.013421,0.025159,FALSE,FALSE,310.456089
19,14,DE9,DE4,DE,DE,Western,Western,TRUE,TRUE,0.15,0.025035,0.030183,TRUE,FALSE,262.120851
19,15,DE9,DE5,DE,DE,Western,Western,TRUE,TRUE,0.14,0.015964,0.025871,TRUE,TRUE,57.960578
19,16,DE9,DE6,DE,DE,Western,Western,TRUE,TRUE,0.11,0.013911,0.019073,TRUE,TRUE,137.784018
19,17,DE9,DE7,DE,DE,Western,Western,TRUE,TRUE,0.17,0.027339,0.032586,TRUE,FALSE,225.576747
19,18,DE9,DE8,DE,DE,Western,Western,TRUE,TRUE,0.2,0.057593,0.051432,TRUE,FALSE,281.294555
19,20,DE9,DEA,DE,DE,Western,Western,TRUE,TRUE,0.17,0.019964,0.032607,TRUE,TRUE,156.712758
19,21,DE9,DEB,DE,DE,Western,Western,TRUE,TRUE,0.11,0.012974,0.025533,FALSE,FALSE,313.776271
19,22,DE9,DEC,DE,DE,Western,Western,TRUE,TRUE,0.17,0.032164,0.062036,FALSE,FALSE,380.37132
19,23,DE9,DED,DE,DE,Western,Western,TRUE,TRUE,0.09,0.011341,0.02213,FALSE,FALSE,372.379879
19,24,DE9,DEE,DE,DE,Western,Western,TRUE,TRUE,0.14,0.037854,0.039619,TRUE,TRUE,206.652356
19,25,DE9,DEF,DE,DE,Western,Western,TRUE,TRUE,0.11,0.017122,0.029652,TRUE,TRUE,184.580666
19,26,DE9,DEG,DE,DE,Western,Western,TRUE,TRUE,0.12,0.020702,0.058296,TRUE,FALSE,253.288616
19,27,DE9,DK0,DE,DK,Western,Northern,FALSE,FALSE,0.07,0.009067,0.019638,FALSE,FALSE,405.829364
19,28,DE9,EE0,DE,EE,Western,Baltics,FALSE,FALSE,0.04,0.00339,0.011387,FALSE,FALSE,1248.835671
19,29,DE9,EL3,DE,EL,Western,Southern,FALSE,FALSE,0,0,0.032515,FALSE,FALSE,1975.801608
19,30,DE9,EL4,DE,EL,Western,Southern,FALSE,FALSE,0.05,0.003427,0.030059,FALSE,FALSE,2295.133354
19,31,DE9,EL5,DE,EL,Western,Southern,FALSE,FALSE,0.04,0.002873,0.035143,FALSE,FALSE,1655.576814
19,32,DE9,EL6,DE,EL,Western,Southern,FALSE,FALSE,0.02,0.001534,0.033747,FALSE,FALSE,1804.369341
19,33,DE9,ES1,DE,ES,Western,Southern,FALSE,FALSE,0.02,0.001026,0.012991,FALSE,FALSE,1441.240538
19,34,DE9,ES2,DE,ES,Western,Southern,FALSE,FALSE,0.09,0.007512,0.019502,FALSE,FALSE,1392.296153
19,35,DE9,ES3,DE,ES,Western,Southern,FALSE,FALSE,0.06,0.004742,0.016149,FALSE,FALSE,1642.377625
19,36,DE9,ES4,DE,ES,Western,Southern,FALSE,FALSE,0.05,0.00452,0.019188,FALSE,FALSE,1749.89407
19,37,DE9,ES5,DE,ES,Western,Southern,FALSE,FALSE,0.11,0.013359,0.022582,FALSE,FALSE,1509.930233
19,38,DE9,ES6,DE,ES,Western,Southern,FALSE,FALSE,0.02,0.001929,0.016589,FALSE,FALSE,1930.982899
19,39,DE9,ES7,DE,ES,Western,Southern,FALSE,FALSE,0.08,0.008921,0.016217,FALSE,FALSE,3379.04353
19,40,DE9,FI1,DE,FI,Western,Northern,FALSE,FALSE,0.1,0.007898,0.018343,FALSE,FALSE,1718.220215
19,41,DE9,FI2,DE,FI,Western,Northern,FALSE,FALSE,0.02,0.001929,0.007762,FALSE,FALSE,1086.458465
19,42,DE9,FR1,DE,FR,Western,Western,FALSE,TRUE,0.07,0.006171,0.017964,FALSE,FALSE,618.860376
19,43,DE9,FRB,DE,FR,Western,Western,FALSE,TRUE,0.05,0.005898,0.019703,FALSE,FALSE,752.737696
19,44,DE9,FRC,DE,FR,Western,Western,FALSE,TRUE,0.08,0.008381,0.024242,FALSE,FALSE,648.018447
19,45,DE9,FRD,DE,FR,Western,Western,FALSE,TRUE,0.07,0.006119,0.018097,FALSE,FALSE,733.334301
19,46,DE9,FRE,DE,FR,Western,Western,FALSE,TRUE,0.07,0.008292,0.021224,FALSE,FALSE,504.863602
19,47,DE9,FRF,DE,FR,Western,Western,FALSE,TRUE,0.1,0.007947,0.02053,FALSE,FALSE,473.816383
19,48,DE9,FRG,DE,FR,Western,Western,FALSE,TRUE,0.07,0.00646,0.017501,FALSE,FALSE,911.326132
19,49,DE9,FRH,DE,FR,Western,Western,FALSE,TRUE,0.1,0.011407,0.024604,FALSE,FALSE,958.653672
19,50,DE9,FRI,DE,FR,Western,Western,FALSE,TRUE,0.04,0.00431,0.017009,FALSE,FALSE,1037.537344
19,51,DE9,FRJ,DE,FR,Western,Western,FALSE,TRUE,0.08,0.010209,0.021599,FALSE,FALSE,1105.781299
19,52,DE9,FRK,DE,FR,Western,Western,FALSE,TRUE,0.1,0.011439,0.021997,FALSE,FALSE,845.657921
19,53,DE9,FRL,DE,FR,Western,Western,FALSE,TRUE,0.06,0.005076,0.015151,FALSE,FALSE,964.501134
19,54,DE9,FRM,DE,FR,Western,Western,FALSE,TRUE,0.04,0.001889,0.013157,FALSE,FALSE,1165.568698
19,55,DE9,HU1,DE,HU,Western,CEE,FALSE,FALSE,0.04,0.001909,0.023176,FALSE,FALSE,942.736666
19,56,DE9,HU2,DE,HU,Western,CEE,FALSE,FALSE,0.04,0.003201,0.017204,FALSE,FALSE,897.475743
19,57,DE9,HU3,DE,HU,Western,CEE,FALSE,FALSE,0.02,0.001292,0.031764,FALSE,FALSE,1052.809545
19,58,DE9,IE0,DE,IE,Western,Western,FALSE,TRUE,0.03,0.004325,0.010745,FALSE,FALSE,1115.225384
19,59,DE9,ITC,DE,IT,Western,Southern,FALSE,FALSE,0.1,0.010639,0.019652,FALSE,FALSE,820.850382
19,60,DE9,ITF,DE,IT,Western,Southern,FALSE,FALSE,0.08,0.008883,0.018655,FALSE,FALSE,1457.948635
19,61,DE9,ITG,DE,IT,Western,Southern,FALSE,FALSE,0.1,0.01215,0.020157,FALSE,FALSE,1708.672157
19,62,DE9,ITH,DE,IT,Western,Southern,FALSE,FALSE,0.08,0.008118,0.019339,FALSE,FALSE,818.086522
19,63,DE9,ITI,DE,IT,Western,Southern,FALSE,FALSE,0.11,0.013447,0.020409,FALSE,FALSE,1108.483671
19,64,DE9,LT0,DE,LT,Western,Baltics,FALSE,FALSE,0.05,0.006947,0.022145,FALSE,FALSE,1017.012022
19,65,DE9,LU0,DE,LU,Western,Western,FALSE,TRUE,0.12,0.011351,0.018099,FALSE,FALSE,361.937455
19,66,DE9,LV0,DE,LV,Western,Baltics,FALSE,FALSE,0.05,0.004693,0.015274,FALSE,FALSE,1194.808465
19,67,DE9,MT0,DE,MT,Western,Southern,FALSE,FALSE,0.05,0.005364,0.014865,FALSE,FALSE,1882.43317
19,68,DE9,NL1,DE,NL,Western,Western,FALSE,TRUE,0.05,0.003094,0.010159,TRUE,TRUE,181.782061
19,69,DE9,NL2,DE,NL,Western,Western,FALSE,TRUE,0.1,0.015508,0.023982,TRUE,TRUE,180.288892
19,70,DE9,NL3,DE,NL,Western,Western,FALSE,TRUE,0.1,0.01241,0.022161,FALSE,FALSE,373.223046
19,71,DE9,NL4,DE,NL,Western,Western,FALSE,TRUE,0.09,0.009718,0.022132,FALSE,FALSE,257.659562
19,72,DE9,PL2,DE,PL,Western,CEE,FALSE,FALSE,0.05,0.004288,0.08078,FALSE,FALSE,809.742937
19,73,DE9,PL4,DE,PL,Western,CEE,FALSE,FALSE,0.03,0.001991,0.085954,FALSE,FALSE,477.178817
19,74,DE9,PL5,DE,PL,Western,CEE,FALSE,FALSE,0.07,0.007024,0.01741,FALSE,FALSE,586.519381
19,75,DE9,PL6,DE,PL,Western,CEE,FALSE,FALSE,0.12,0.012225,0.084399,FALSE,FALSE,696.792654
19,76,DE9,PL7,DE,PL,Western,CEE,FALSE,FALSE,0.11,0.010399,0.018177,FALSE,FALSE,743.608581
19,77,DE9,PL8,DE,PL,Western,CEE,FALSE,FALSE,0.18,0.023047,0.071842,FALSE,FALSE,956.18125
19,78,DE9,PL9,DE,PL,Western,CEE,FALSE,FALSE,0.15,0.020063,0.046383,FALSE,FALSE,840.787068
19,79,DE9,PT1,DE,PT,Western,Southern,FALSE,FALSE,0.09,0.009977,0.019082,FALSE,FALSE,1960.966365
19,80,DE9,PT2,DE,PT,Western,Southern,FALSE,FALSE,0.08,0.009605,0.018223,FALSE,FALSE,3088.407376
19,81,DE9,PT3,DE,PT,Western,Southern,FALSE,FALSE,0.03,0.001455,0.010505,FALSE,FALSE,2995.00527
19,82,DE9,RO1,DE,RO,Western,CEE,FALSE,FALSE,0.04,0.002496,0.041308,FALSE,FALSE,1260.169107
19,83,DE9,RO2,DE,RO,Western,CEE,FALSE,FALSE,0.01,4.55e-4,0.01851,FALSE,FALSE,1519.625114
19,84,DE9,RO3,DE,RO,Western,CEE,FALSE,FALSE,0.03,0.001514,0.022618,FALSE,FALSE,1560.365385
19,85,DE9,RO4,DE,RO,Western,CEE,FALSE,FALSE,0.01,5e-4,0.023485,FALSE,FALSE,1303.150041
19,86,DE9,SE1,DE,SE,Western,Northern,FALSE,FALSE,0.08,0.010421,0.051085,FALSE,FALSE,872.077077
19,87,DE9,SE2,DE,SE,Western,Northern,FALSE,FALSE,0.12,0.013442,0.089365,FALSE,FALSE,625.565235
19,88,DE9,SE3,DE,SE,Western,Northern,FALSE,FALSE,0.12,0.011883,0.062087,FALSE,FALSE,1334.62058
19,89,DE9,SI0,DE,SI,Western,CEE,FALSE,FALSE,0.08,0.008499,0.019243,FALSE,FALSE,827.693067
19,90,DE9,SK0,DE,SK,Western,CEE,FALSE,FALSE,0.02,0.001678,0.008338,FALSE,FALSE,830.601368
20,1,DEA,AT1,DE,AT,Western,Western,FALSE,TRUE,0.08,0.009263,0.017681,FALSE,FALSE,715.214497
20,2,DEA,AT2,DE,AT,Western,Western,FALSE,TRUE,0.17,0.051245,0.05258,FALSE,FALSE,724.135332
20,3,DEA,AT3,DE,AT,Western,Western,FALSE,TRUE,0.11,0.01227,0.022098,FALSE,FALSE,587.170652
20,4,DEA,BE1,DE,BE,Western,Western,FALSE,TRUE,0.05,0.004897,0.014598,FALSE,FALSE,232.357121
20,5,DEA,BE2,DE,BE,Western,Western,FALSE,TRUE,0.1,0.026299,0.031045,FALSE,FALSE,239.443936
20,6,DEA,BE3,DE,BE,Western,Western,FALSE,TRUE,0.07,0.020171,0.033244,TRUE,FALSE,217.147187
20,7,DEA,BG3,DE,BG,Western,CEE,FALSE,FALSE,0.08,0.008976,0.014816,FALSE,FALSE,1593.605407
20,8,DEA,BG4,DE,BG,Western,CEE,FALSE,FALSE,0.01,6.67e-4,0.013348,FALSE,FALSE,1642.119384
20,9,DEA,CY0,DE,CY,Western,Southern,FALSE,FALSE,0.03,0.00317,0.015038,FALSE,FALSE,2722.440577
20,10,DEA,CZ0,DE,CZ,Western,CEE,FALSE,FALSE,0.04,0.006064,0.022542,FALSE,FALSE,603.334633
20,11,DEA,DE1,DE,DE,Western,Western,TRUE,TRUE,0.12,0.015756,0.032297,FALSE,FALSE,323.831566
20,12,DEA,DE2,DE,DE,Western,Western,TRUE,TRUE,0.06,0.006481,0.016723,FALSE,FALSE,427.197428
20,13,DEA,DE3,DE,DE,Western,Western,TRUE,TRUE,0.08,0.020085,0.027535,FALSE,FALSE,418.398253
20,14,DEA,DE4,DE,DE,Western,Western,TRUE,TRUE,0.12,0.012509,0.023955,FALSE,FALSE,370.185885
20,15,DEA,DE5,DE,DE,Western,Western,TRUE,TRUE,0.12,0.017169,0.02386,FALSE,FALSE,207.517675
20,16,DEA,DE6,DE,DE,Western,Western,TRUE,TRUE,0.07,0.005973,0.017024,FALSE,FALSE,294.472506
20,17,DEA,DE7,DE,DE,Western,Western,TRUE,TRUE,0.1,0.011608,0.022199,TRUE,TRUE,140.870033
20,18,DEA,DE8,DE,DE,Western,Western,TRUE,TRUE,0.08,0.013598,0.024595,FALSE,FALSE,429.142366
20,19,DEA,DE9,DE,DE,Western,Western,TRUE,TRUE,0.09,0.012634,0.025502,TRUE,TRUE,156.712758
20,21,DEA,DEB,DE,DE,Western,Western,TRUE,TRUE,0.07,0.012511,0.022302,TRUE,TRUE,165.023608
20,22,DEA,DEC,DE,DE,Western,Western,TRUE,TRUE,0.17,0.024609,0.039113,FALSE,FALSE,230.310485
20,23,DEA,DED,DE,DE,Western,Western,TRUE,TRUE,0.08,0.010602,0.025535,FALSE,FALSE,416.640915
20,24,DEA,DEE,DE,DE,Western,Western,TRUE,TRUE,0.17,0.052299,0.051112,FALSE,FALSE,291.343192
20,25,DEA,DEF,DE,DE,Western,Western,TRUE,TRUE,0.13,0.018897,0.031687,FALSE,FALSE,339.764115
20,26,DEA,DEG,DE,DE,Western,Western,TRUE,TRUE,0.11,0.009564,0.022525,FALSE,FALSE,264.722322
20,27,DEA,DK0,DE,DK,Western,Northern,FALSE,FALSE,0.08,0.008229,0.018021,FALSE,FALSE,547.61357
20,28,DEA,EE0,DE,EE,Western,Baltics,FALSE,FALSE,0.07,0.00822,0.01524,FALSE,FALSE,1399.868423
20,29,DEA,EL3,DE,EL,Western,Southern,FALSE,FALSE,0.05,0.002768,0.044217,FALSE,FALSE,1940.322205
20,30,DEA,EL4,DE,EL,Western,Southern,FALSE,FALSE,0.01,6.67e-4,0.03407,FALSE,FALSE,2253.887596
20,31,DEA,EL5,DE,EL,Western,Southern,FALSE,FALSE,0.05,0.004499,0.046472,FALSE,FALSE,1622.930897
