"country","year","region","pop_share","gdp_pc"
"Peru",2000,6,0.0542625436603118,4229.18357469636
"Peru",2000,7,0.0416935213612352,1858.26956774468
"Peru",2000,8,0.0408812632214274,2448.12297129115
"Peru",2000,9,0.0406823590286022,2599.2020108099
"Peru",2000,10,0.0350853229296109,3000.64936416837
"Peru",2000,11,0.0318846144490972,1786.63581724963
"Peru",2000,12,0.0231199228027849,4478.31454895463
"Peru",2000,13,0.021714993200347,2231.2546298216
"Peru",2000,14,0.00958471247037689,3841.1347362902
"Peru",2000,15,0.00933139573230413,1621.27413049636
"Peru",2000,16,0.00815243391568967,2227.88141729238
"Peru",2000,17,0.00651493321710562,8687.8629190841
"Peru",2000,18,0.00578703514084754,4339.39826770307
"Peru",2000,19,0.00562499235021382,3466.1709709592
"Peru",2000,20,0.00462753541143291,2007.86797351533
"Peru",2000,21,0.00156596540247282,2466.33608168307
"Peru",2000,22,0.00108905265562293,2160.6739002577
"Peru",2000,23,0.00106717434371533,4146.80573906816
"Peru",2000,24,0.000999687543502396,8493.3317336162
"Philippines",2000,1,0.415521477449967,1472.6537127946
"Philippines",2000,2,0.0920545180332132,2300.57101304842
"Philippines",2000,3,0.0913040915104925,1320.60271209169
"Philippines",2000,4,0.0843295683658444,684.340101323568
"Philippines",2000,5,0.0706308197188188,2492.26508671893
"Philippines",2000,6,0.0573448166437136,2308.43121790199
"Philippines",2000,7,0.0412191895351944,1486.5478291765
"Philippines",2000,8,0.0313957038732507,13538.1276482761
"Philippines",2000,9,0.0304317522483845,235.31523235688
"Philippines",2000,10,0.0174663206896967,4556.06153751414
"Philippines",2000,11,0.0171487470482972,1543.97251537589
"Philippines",2000,12,0.0159724456895381,3826.80161216726
"Philippines",2000,13,0.015847819083365,1317.83595267286
"Philippines",2000,14,0.008796711457997,1152.26014426669
"Philippines",2000,15,0.007849308367439,394.523489249124
"Philippines",2000,16,0.00198177796448477,1666.53522245
"Philippines",2000,17,0.000704932320303412,22005.3741828646
"Poland",1993,1,0.365176855029968,7276.90059623583
"Poland",1993,2,0.140088072585696,4036.45507634446
"Poland",1993,3,0.109948970611649,2682.22969991513
"Poland",1993,4,0.0598530058615307,3413.23744296186
"Poland",1993,5,0.0598142082359191,3016.72494278569
"Poland",1993,6,0.0550244361424167,2673.43329040442
"Poland",1993,7,0.0492903545407238,3141.54887978781
"Poland",1993,8,0.0406601629428373,1928.63945433659
"Poland",1993,9,0.0357566808169324,7260.78080441554
"Poland",1993,10,0.0293757588288449,3604.26010559363
"Poland",1993,11,0.0275361806864898,4606.33079207541
"Poland",1993,12,0.0130538607923621,4413.37650532435
"Poland",1993,13,0.0070726723497505,4861.3005669691
"Poland",1993,14,0.00621098622432682,4379.28419462701
"Poland",1993,15,0.000849306948119905,5764.84738481959
"Poland",1993,16,0.000288487402432736,6485.1613496671
"Portugal",1993,1,0.469082512256318,22120.5814554543
"Portugal",1993,2,0.168755001327718,10206.4538854542
"Portugal",1993,3,0.167860306971146,12722.5948182884
"Portugal",1993,4,0.144425896609524,13190.4375523236
"Portugal",1993,5,0.0430389145222592,10161.5235311007
"Portugal",1993,6,0.00462913607135404,7523.55985551023
"Portugal",1993,7,0.00220823224168255,10590.3812582952
"Romania",1993,1,0.504879610115043,3080.70426608328
"Romania",1993,2,0.172970692688342,3775.20757510323
"Romania",1993,3,0.116435689482096,1718.07244095518
"Romania",1993,4,0.109327724879601,2287.94253686168
"Romania",1993,5,0.0766158102317338,6907.74921929786
"Romania",1993,6,0.00921255502754251,3186.49767609738
"Romania",1993,7,0.00761542594848323,2627.42993122464
"Romania",1993,8,0.00294249162715786,1465.27680899461
"Russia",1993,1,0.460446826026647,6295.64451265774
"Russia",1993,2,0.21902036921819,2997.07892659043
"Russia",1993,3,0.165364671043398,3935.22781480772
"Russia",1993,4,0.124282201388657,2479.84912371351
"Russia",1993,5,0.0163133838485818,9720.13275662939
"Russia",1993,6,0.0145158975349739,1557.06323543007
"Russia",1993,7,5.66509395536854e-05,4468.91014522923
"Slovak Rep.",1993,1,0.623888698115238,6790.05489221684
"Slovak Rep.",1993,2,0.255445522125118,5847.29057287186
"Slovak Rep.",1993,3,0.0775253696117438,4185.06717322259
"Slovak Rep.",1993,4,0.0431404101479001,6107.36690642284
"Slovenia",1993,1,0.843277465971594,16227.5996533024
"Slovenia",1993,2,0.156722534028406,11885.7598103573
"South Africa",1993,1,0.433587971582128,6520.30780904613
"South Africa",1993,2,0.20648653774408,2110.05044095044
"South Africa",1993,3,0.13037284366773,7008.69937885466
"South Africa",1993,4,0.0822604743479576,2700.47382993425
"South Africa",1993,5,0.056187756177355,4361.03599712099
"South Africa",1993,6,0.0338559505124638,3235.92567253713
"South Africa",1993,7,0.0273831900260229,4050.31706839806
"South Africa",1993,8,0.0194043350596721,3491.79860158244
"South Africa",1993,9,0.0104609408825901,5215.43593597712
"Spain",1982,1,0.322792272475191,33244.3984056628
"Spain",1982,2,0.123176727701845,14205.0230126453
"Spain",1982,3,0.0887711852326155,14592.5178284721
"Spain",1982,4,0.0687002601445137,11129.3343549726
"Spain",1982,5,0.0650448311541632,12628.8206875016
"Spain",1982,6,0.0584066656149215,6729.81845355273
"Spain",1982,7,0.0520209151760561,14024.3085564035
"Spain",1982,8,0.0322017131455086,9806.99437840163
"Spain",1982,9,0.0279138960018743,14298.8750018763
"Spain",1982,10,0.0278387441931595,10646.5979752451
"Spain",1982,11,0.0270539409544135,9285.65912116604
"Spain",1982,12,0.0268270258096028,11248.2785786971
"Spain",1982,13,0.0242905123992304,10550.5068129538
"Spain",1982,14,0.0212724141623608,19874.8862429179
"Spain",1982,15,0.0158961791631968,13542.2237461238
"Spain",1982,16,0.00917095035306392,14917.941035585
"Spain",1982,17,0.00484686452875923,7224.50370144345
"Spain",1982,18,0.00377490178952416,23659.2749231407
"Sweden",1982,1,0.355534801280895,30556.0841700903
"Sweden",1982,2,0.231865074854171,33054.5633664284
"Sweden",1982,3,0.132538744160064,14295.6832515985
"Sweden",1982,4,0.104380663907654,39156.164921539
"Sweden",1982,5,0.100848645913523,39442.4617547715
"Sweden",1982,6,0.0373734842484671,17964.0466945052
"Sweden",1982,7,0.0229809067859418,29611.6689715822
"Sweden",1982,8,0.0144776788492843,18584.0055312834
"Switzerland",1982,1,0.624196842733559,43018.7261014152
"Switzerland",1982,2,0.207134287735871,44769.1904868357
"Switzerland",1982,3,0.0619012129941227,14609.0591246747
"Switzerland",1982,4,0.0445709915505123,24065.7174983434
"Switzerland",1982,5,0.0393741517096649,17554.7529552897
"Switzerland",1982,6,0.015784746083923,32249.9405864956
"Switzerland",1982,7,0.0070377671923466,22105.9099924185
"Tanzania",2000,1,0.356507052819905,385.824033484205
"Tanzania",2000,2,0.0689414848542783,208.62826719232
"Tanzania",2000,3,0.0628133695504726,413.842051926784
"Tanzania",2000,4,0.0615034107172268,443.53347337167
"Tanzania",2000,5,0.059054797154505,334.545698538802
"Tanzania",2000,6,0.0510872012619553,188.958885942754
"Tanzania",2000,7,0.0502291889385361,228.189828257662
"Tanzania",2000,8,0.0470298664649238,212.937424856141
"Tanzania",2000,9,0.0459134911943298,356.359174205799
"Tanzania",2000,10,0.0389059548336272,219.738160770584
"Tanzania",2000,11,0.0318458341223829,161.998339283677
"Tanzania",2000,12,0.029808040809943,291.174558435594
"Tanzania",2000,13,0.027205494648841,85.3307198561467
"Tanzania",2000,14,0.0235026389525669,236.856152132025
"Tanzania",2000,15,0.0192449790311647,166.824154323815
"Tanzania",2000,16,0.00945836413303993,194.109528017683
"Tanzania",2000,17,0.00728491875196363,297.552241480124
"Tanzania",2000,18,0.0048198523434421,252.236001608076
"Tanzania",2000,19,0.00276981917038165,300.916372859352
"Tanzania",2000,20,0.00153117287928936,230.063722421106
"Tanzania",2000,21,0.000543067367225013,155.826567289737
"Thailand",2000,1,0.440862353015872,6270.11044420549
"Thailand",2000,2,0.131865225525221,2531.10432295135
"Thailand",2000,3,0.129293589557904,3230.00816894363
"Thailand",2000,4,0.120267583386545,2710.94342511193
"Thailand",2000,5,0.111975761888221,3816.4310696573
"Thailand",2000,6,0.0646679572325843,4325.95522028253
"Thailand",2000,7,0.0010675293936521,3840.81698358204
"Turkey",1993,1,0.346630924895517,4460.16412387552
"Turkey",1993,2,0.124674071721337,4357.89648774435
"Turkey",1993,3,0.0739814712475437,2951.25766707392
"Turkey",1993,4,0.0702860260612526,6959.90168338458
"Turkey",1993,5,0.0665639650786527,1586.70101603158
"Turkey",1993,6,0.06449308004132,704.685129589104
"Turkey",1993,7,0.048870695328175,5285.48790727927
"Turkey",1993,8,0.045210605230205,1578.80669098461
"Turkey",1993,9,0.029153500923448,2686.9598988844
"Turkey",1993,10,0.0278596801069988,8624.2872870739
"Turkey",1993,11,0.0199010672762727,2050.25391747879
"Turkey",1993,12,0.0166061570939883,7621.3268839847
"Turkey",1993,13,0.0143582717243428,1105.52468326109
"Turkey",1993,14,0.0125917722872829,4834.3264403712
"Turkey",1993,15,0.0111332579636802,2946.61081972417
"Turkey",1993,16,0.00861986859016951,1437.90961371169
"Turkey",1993,17,0.00800184435034194,967.467089945391
"Turkey",1993,18,0.00346128037545312,2602.66455359732
"Turkey",1993,19,0.00250626753885099,2964.64674072234
"Turkey",1993,20,0.00187111545492988,3013.22675668084
"Turkey",1993,21,0.00107267437100567,3640.92380680927
"Turkey",1993,22,0.000703609693048593,1758.96765685517
"Turkey",1993,23,0.000594977098888539,1694.58684650039
"Turkey",1993,24,0.000492941004504899,2925.49088510924
"Turkey",1993,25,0.00028494360846379,1657.9237896136
"Turkey",1993,26,7.59309343254199e-05,5989.41120720786
"Ukraine",2000,1,0.335074670364432,4201.59121460291
"Ukraine",2000,2,0.100411285458338,1209.71271005573
"Ukraine",2000,3,0.0861171997762762,1488.02348223117
"Ukraine",2000,4,0.0697088255090467,1174.54927342188
"Ukraine",2000,5,0.0588123961327178,1648.17022535049
"Ukraine",2000,6,0.0419872641376092,1358.77606762974
"Ukraine",2000,7,0.0372486404759469,1371.23573514823
"Ukraine",2000,8,0.0367605621868072,2133.25051016164
"Ukraine",2000,9,0.0329109695967713,739.657209075224
"Ukraine",2000,10,0.0327014097634185,2525.8158214344
"Ukraine",2000,11,0.0226165421896882,1451.29382252916
"Ukraine",2000,12,0.0204633741080067,1333.204363782
"Ukraine",2000,13,0.0171930798087126,917.466957896238
"Ukraine",2000,14,0.0169903222349272,1120.47281287564
"Ukraine",2000,15,0.0169162607961492,1469.39020963466
"Ukraine",2000,16,0.016733994703129,429.836187093872
"Ukraine",2000,17,0.00795027127868162,898.564692124831
"Ukraine",2000,18,0.00786010982717164,1635.44576117835
"Ukraine",2000,19,0.00700708936495593,1049.05113787033
"Ukraine",2000,20,0.0067504352813483,812.762298904052
"Ukraine",2000,21,0.00651438056038726,883.211957869159
"Ukraine",2000,22,0.00488527750509135,1370.65050575307
"Ukraine",2000,23,0.00487336371168965,533.624557054939
"Ukraine",2000,24,0.00452813414499433,1888.46225341425
"Ukraine",2000,25,0.00361185392941203,407.622186460718
"Ukraine",2000,26,0.00271055098108486,944.176233271374
"Ukraine",2000,27,0.000661736173206154,818.250650585949
"United Kingdom",1982,1,0.267620923100466,18323.8355118513
"United Kingdom",1982,2,0.0739290965870071,8144.79935660518
"United Kingdom",1982,3,0.0725185167595469,18283.745007628
"United Kingdom",1982,4,0.0667442370727431,30756.6995020865
"United Kingdom",1982,5,0.0642212457794877,19471.277418647
"United Kingdom",1982,6,0.0485613597152938,20507.4914376175
"United Kingdom",1982,7,0.0463132417494995,33860.8098672906
"United Kingdom",1982,8,0.0342680645933234,15488.0719636358
"United Kingdom",1982,9,0.028418568832351,26757.1693888262
"United Kingdom",1982,10,0.0268369508700882,37144.4618960098
"United Kingdom",1982,11,0.0223113292103469,70325.5654755738
"United Kingdom",1982,12,0.0211730733541577,36760.7474178808
"United Kingdom",1982,13,0.0179484347296634,73590.7863802375
"United Kingdom",1982,14,0.017917832393887,36221.6832325835
"United Kingdom",1982,15,0.0166697289025794,28028.3914075685
"United Kingdom",1982,16,0.0163794286023412,7902.27584526685
"United Kingdom",1982,17,0.016069762224955,14110.7267845042
"United Kingdom",1982,18,0.0158204926599467,23472.3298184536
"United Kingdom",1982,19,0.0153670345644764,41898.3034209119
"United Kingdom",1982,20,0.0144684145321149,23425.5448380746
"United Kingdom",1982,21,0.0135267487220938,38110.9296774116
"United Kingdom",1982,22,0.0133936103438209,15445.398600292
"United Kingdom",1982,23,0.0133623326308087,24071.1184581063
"United Kingdom",1982,24,0.0111536405831929,31720.6893574241
"United Kingdom",1982,25,0.00723569582199204,22945.218873474
"United Kingdom",1982,26,0.00674920657929238,29917.2811022314
"United Kingdom",1982,27,0.00573788068171237,19262.5577642982
"United Kingdom",1982,28,0.00545404463980241,34652.6406032387
"United Kingdom",1982,29,0.00418718183212788,26829.3501466775
"United Kingdom",1982,30,0.00372007484680044,27346.9026901563
"United Kingdom",1982,31,0.00349548676780742,9393.95382369596
"United Kingdom",1982,32,0.00248393537435468,19230.9741351438
"United Kingdom",1982,33,0.00201559426987862,12158.7222139715
"United Kingdom",1982,34,0.00149185825048954,11391.0486613701
"United Kingdom",1982,35,0.00087847435235454,21275.1346524047
"United Kingdom",1982,36,0.000870672461301479,25653.7730194796
"United Kingdom",1982,37,0.000685825607894469,32930.0849244579
"United States",1982,1,0.172336788943457,21412.6568641781
"United States",1982,2,0.0528320980461758,42477.0364309278
"United States",1982,3,0.052708425500318,38581.6498961216
"United States",1982,4,0.0454542061782417,28514.9538080781
"United States",1982,5,0.0404928527079646,48328.4378622164
"United States",1982,6,0.0383046932317607,22376.6545489928
"United States",1982,7,0.0357475102054776,27499.0274448125
"United States",1982,8,0.0356213064634079,41261.6430620515
"United States",1982,9,0.0356177224719852,25644.6398606633
"United States",1982,10,0.0348731794098406,34629.3567078494
"United States",1982,11,0.0333706882247483,21236.5636472426
"United States",1982,12,0.0327987077497624,56235.3613810332
"United States",1982,13,0.0309753482742633,69207.7727726034
"United States",1982,14,0.0276378913419179,53625.9613429789
"United States",1982,15,0.0263351341150383,61483.578773572
"United States",1982,16,0.0243581530019188,30047.5833557688
"United States",1982,17,0.0229038639366906,60847.4211886119
"United States",1982,18,0.0219817114204454,43297.2231642413
"United States",1982,19,0.0208015963869309,24183.3154347966
"United States",1982,20,0.01984358066507,33018.6394484597
"United States",1982,21,0.0184972012990519,66077.1401747982
"United States",1982,22,0.0144250552476723,42154.8515506687
"United States",1982,23,0.0135791453021181,38071.8043771507
"United States",1982,24,0.012977502119167,53867.3114076069
"United States",1982,25,0.0119724262964467,23303.8774171423
"United States",1982,26,0.0118900179308507,52137.2019743122
"United States",1982,27,0.0116974682993437,27335.0738883333
"United States",1982,28,0.0109851060903154,19748.316007845
"United States",1982,29,0.00947200622628982,40110.4319287227
"United States",1982,30,0.00855204990730637,57734.1812128781
"United States",1982,31,0.00805131294664585,28780.755716183
"United States",1982,32,0.00804126717341136,21811.5817414861
"United States",1982,33,0.00780841677487219,46127.3229539108
"United States",1982,34,0.00654090013013732,27162.8764977712
"United States",1982,35,0.00605832382333431,30513.1296651192
"United States",1982,36,0.00501013482413992,45858.6098542653
"United States",1982,37,0.00449504220433606,46998.6363238287
"United States",1982,38,0.00443260158470417,33088.794920022
"United States",1982,39,0.00398879369204111,57485.4522676229
"United States",1982,40,0.00350617980990434,32149.9680105232
"United States",1982,41,0.00348269528187308,49245.0072442906
"United States",1982,42,0.00228070278289332,38060.779877299
"United States",1982,43,0.00200533191140193,56784.634977864
"United States",1982,44,0.00196247711473891,51740.1516475829
"United States",1982,45,0.00080663614938161,38922.6739920368
"United States",1982,46,0.000535393864577903,33489.5283709233
"United States",1982,47,0.000495199519691728,53446.2658179439
"United States",1982,48,0.000476753992235205,34369.4291445833
"United States",1982,49,0.00037911197229017,45650.20517767
"United States",1982,50,0.000376888559691177,21211.8643554678
"United States",1982,51,0.000222398893721916,42462.5217701355
"Uzbekistan",2008,1,0.380270589536072,1557.83445625461
"Uzbekistan",2008,2,0.141443135945591,377.575067294846
"Uzbekistan",2008,3,0.100663005327576,2843.72318278544
"Uzbekistan",2008,4,0.0679984938247177,1567.4496633263
"Uzbekistan",2008,5,0.0502152069788094,659.941939835645
"Uzbekistan",2008,6,0.0470010220462608,3228.00024489333
"Uzbekistan",2008,7,0.0453828445860202,2217.84764677064
"Uzbekistan",2008,8,0.0420581936423544,2407.35705931691
"Uzbekistan",2008,9,0.0336795505196306,1227.04958970189
"Uzbekistan",2008,10,0.025541684258623,1069.73737677255
"Uzbekistan",2008,11,0.0230384821615816,1341.13324612932
"Uzbekistan",2008,12,0.0196528694208238,1903.06802979764
"Uzbekistan",2008,13,0.0193442701349501,2505.72195199432
"Uzbekistan",2008,14,0.00371065161698872,4341.30140673893
