ind_id,survey_round,district_id,region_id,treated,treatment,event_phase,sex,age,age_sq,nonag_employment,decision_power,savings_account,dv_accept,dv_goingout,dv_kids,dv_arguing,dv_sex,dv_food,hh_size,age_head,survey_weight
IND_002054,2016,ET_D136,12,0,0,,1,29,841,0,,0,0,1,1,0,1,1,6,30,1.0855
IND_002055,2016,ET_D098,5,0,0,,1,22,484,1,1,0,1,1,0,1,1,0,4,35,0.9389
IND_002056,2005,ET_D114,7,0,0,,1,30,900,1,,0,1,0,0,0,1,1,5,55,0.9071
IND_002057,2005,ET_D129,10,0,0,,1,29,841,0,,0,1,1,1,0,1,0,4,31,0.5668
IND_002058,2000,ET_D042,1,0,0,,1,15,225,1,1,0,1,1,1,1,0,0,2,37,0.928
IND_002059,2005,ET_D030,1,0,0,,1,15,225,0,,0,0,0,1,1,,0,3,45,1.2698
IND_002060,2016,ET_D100,5,0,0,,0,34,1156,1,,,,,,,,,6,46,0.5936
IND_002061,2000,ET_D060,2,0,0,,0,15,225,0,,,,,,,,,6,19,1.3085
IND_002062,2016,ET_D037,1,0,0,,1,31,961,0,1,0,1,1,1,0,1,1,8,46,1.1127
IND_002063,2016,ET_D044,2,0,0,,1,28,784,0,1,0,1,0,1,,0,0,6,43,1.183
IND_002064,2016,ET_D007,1,1,1,0,0,18,324,0,,,,,,,,,4,43,1.6533
IND_002065,2000,ET_D002,4,1,0,-3,0,22,484,0,,,,,,,,,1,50,0.7034
IND_002066,2005,ET_D106,6,0,0,,0,24,576,1,,,,,,,,,4,29,1.5059
IND_002067,2019,ET_D013,2,1,1,0,1,17,289,1,1,0,0,1,0,1,0,1,5,42,0.9859
IND_002068,2019,ET_D078,3,0,0,,1,42,1764,1,,0,1,0,0,1,0,0,5,46,0.9132
IND_002069,2011,ET_D103,5,0,0,,0,16,256,0,,,,,,,,,3,36,0.6772
IND_002070,2011,ET_D077,3,0,0,,1,23,529,0,1,0,1,0,1,1,0,0,3,30,1.7075
IND_002071,2019,ET_D057,2,0,0,,1,28,784,1,,0,0,1,1,1,0,1,5,34,0.6669
IND_002072,2011,ET_D042,1,0,0,,1,19,361,0,1,0,,0,0,1,1,,4,36,0.8699
IND_002073,2011,ET_D078,3,0,0,,0,21,441,0,,,,,,,,,5,35,1.5983
IND_002074,2016,ET_D137,12,0,0,,1,24,576,0,1,0,1,1,0,0,1,0,6,47,1.1022
IND_002075,2016,ET_D111,6,0,0,,1,44,1936,0,1,0,1,0,0,0,,1,5,49,0.863
IND_002076,2019,ET_D047,2,0,0,,0,41,1681,1,,,,,,,,,2,45,0.2367
IND_002077,2019,ET_D013,2,1,1,0,0,29,841,1,,,,,,,,,6,53,1.1991
IND_002078,2019,ET_D088,4,0,0,,0,29,841,0,,,,,,,,,5,33,0.9462
IND_002079,2019,ET_D112,7,0,0,,0,34,1156,0,,,,,,,,,6,42,0.7141
IND_002080,2016,ET_D036,1,0,0,,1,34,1156,0,,,0,0,1,1,1,1,4,65,0.9466
IND_002081,2011,ET_D079,3,0,0,,0,31,961,0,,,,,,,,,6,61,0.604
IND_002082,2016,ET_D057,2,0,0,,0,32,1024,0,,,,,,,,,6,40,0.9689
IND_002083,2011,ET_D054,2,0,0,,1,47,2209,0,,0,0,0,0,0,0,0,4,54,0.9527
IND_002084,2019,ET_D134,11,0,0,,0,31,961,1,,,,,,,,,2,50,1.9197
IND_002085,2005,ET_D137,12,0,0,,1,24,576,,,0,0,0,1,1,0,1,2,37,0.6452
IND_002086,2016,ET_D004,4,1,1,0,0,33,1089,1,,,,,,,,,7,43,0.9793
IND_002087,2005,ET_D013,2,1,0,-3,1,29,841,0,,0,0,0,0,1,1,1,3,40,1.2224
IND_002088,2019,ET_D065,2,0,0,,1,15,225,0,,0,1,1,,0,1,0,4,29,0.5656
IND_002089,2005,ET_D067,2,0,0,,1,29,841,0,1,0,1,,1,0,,0,6,43,0.6917
IND_002090,2016,ET_D107,6,0,0,,1,33,1089,0,,0,1,0,0,1,1,1,6,43,0.6817
IND_002091,2011,ET_D116,7,0,0,,1,43,1849,,,0,1,1,0,1,1,1,4,46,1.1096
IND_002092,2011,ET_D061,2,0,0,,1,35,1225,0,0,0,0,0,0,0,0,1,6,49,2.371
IND_002093,2016,ET_D102,5,0,0,,1,23,529,1,,0,0,1,1,1,0,1,4,54,1.0494
IND_002094,2016,ET_D029,1,0,0,,1,43,1849,0,,0,1,,1,0,0,0,7,37,1.1049
IND_002095,2005,ET_D121,8,0,0,,1,35,1225,1,0,0,1,1,0,0,0,0,6,55,0.4114
IND_002096,2011,ET_D073,3,0,0,,1,40,1600,1,,0,1,0,0,0,1,1,2,37,0.9106
IND_002097,2000,ET_D003,2,1,0,-3,0,32,1024,0,,,,,,,,,3,37,1.1607
IND_002098,2016,ET_D028,1,0,0,,1,22,484,0,1,0,0,1,0,1,0,1,4,39,0.5152
IND_002099,2019,ET_D038,1,0,0,,0,30,900,1,,,,,,,,,1,26,1.4037
IND_002100,2016,ET_D129,10,0,0,,1,15,225,1,1,0,1,0,1,0,0,0,5,70,1.3659
IND_002101,2016,ET_D062,2,0,0,,1,29,841,0,1,0,1,0,0,1,0,,4,68,0.8463
IND_002102,2016,ET_D089,4,0,0,,1,40,1600,1,,1,1,1,0,1,0,1,6,64,0.3894
IND_002103,2016,ET_D046,2,0,0,,0,26,676,1,,,,,,,,,10,37,1.3665
IND_002104,2019,ET_D032,1,0,0,,0,39,1521,1,,,,,,,,,5,52,0.9916
IND_002105,2016,ET_D075,3,0,0,,1,26,676,0,,,,1,0,1,1,0,5,43,0.3475
IND_002106,2016,ET_D112,7,0,0,,1,40,1600,0,,0,1,0,1,0,1,1,6,33,1.2662
IND_002107,2016,ET_D127,9,0,0,,0,15,225,0,,,,,,,,,4,18,0.8851
IND_002108,2011,ET_D038,1,0,0,,0,15,225,1,,,,,,,,,4,54,1.2168
IND_002109,2011,ET_D021,1,0,0,,1,28,784,0,1,0,1,0,1,0,,1,3,44,0.7071
IND_002110,2016,ET_D131,10,0,0,,0,15,225,1,,,,,,,,,6,29,1.1463
IND_002111,2005,ET_D106,6,0,0,,0,42,1764,1,,,,,,,,,7,29,0.3549
IND_002112,2011,ET_D095,4,0,0,,0,27,729,0,,,,,,,,,6,55,1.1192
IND_002113,2000,ET_D112,7,0,0,,1,42,1764,0,1,0,0,1,1,0,1,0,4,59,1.3315
IND_002114,2016,ET_D015,1,1,0,-1,1,31,961,0,,1,1,0,0,0,0,1,6,38,0.6642
IND_002115,2019,ET_D136,12,0,0,,1,25,625,0,,0,1,1,0,0,1,1,5,22,0.7692
IND_002116,2011,ET_D020,1,0,0,,1,29,841,0,,0,0,1,1,0,0,0,6,52,0.7215
IND_002117,2016,ET_D118,7,0,0,,1,38,1444,1,,0,1,0,1,0,0,1,5,29,0.9696
IND_002118,2019,ET_D048,2,0,0,,0,15,225,0,,,,,,,,,8,53,0.9411
IND_002119,2016,ET_D078,3,0,0,,1,28,784,1,0,0,1,0,0,0,,1,4,25,1.3084
IND_002120,2016,ET_D121,8,0,0,,0,30,900,1,,,,,,,,,5,28,0.5172
IND_002121,2005,ET_D018,1,0,0,,1,41,1681,0,1,,1,0,0,1,,0,4,36,1.2281
IND_002122,2011,ET_D061,2,0,0,,1,44,1936,0,0,0,1,,1,1,0,0,4,39,0.6479
IND_002123,2016,ET_D129,10,0,0,,1,34,1156,1,1,0,0,1,1,1,0,0,6,30,0.5869
IND_002124,2019,ET_D012,1,1,1,0,1,29,841,0,1,0,,1,0,0,1,1,3,35,1.2675
IND_002125,2016,ET_D093,4,0,0,,1,31,961,1,1,0,1,0,,1,0,1,6,49,0.6924
IND_002126,2016,ET_D009,2,1,1,0,0,32,1024,1,,,,,,,,,3,32,0.5263
IND_002127,2016,ET_D135,11,0,0,,1,15,225,,,0,1,1,1,1,0,1,2,41,1.2577
IND_002128,2000,ET_D009,2,1,0,-3,0,45,2025,0,,,,,,,,,4,46,1.0322
IND_002129,2019,ET_D123,8,0,0,,1,49,2401,1,1,0,1,1,0,1,0,0,3,71,0.4676
IND_002130,2011,ET_D015,1,1,0,-2,0,32,1024,1,,,,,,,,,6,42,0.8387
IND_002131,2011,ET_D082,3,0,0,,1,24,576,0,,0,1,0,1,,0,1,2,23,0.4132
IND_002132,2019,ET_D012,1,1,1,0,1,19,361,0,,0,1,0,1,1,,1,3,45,1.4017
IND_002133,2016,ET_D115,7,0,0,,0,36,1296,0,,,,,,,,,5,44,0.9129
IND_002134,2000,ET_D100,5,0,0,,0,35,1225,0,,,,,,,,,4,37,1.071
IND_002135,2019,ET_D103,5,0,0,,1,32,1024,1,,0,0,1,,1,1,1,6,39,0.8432
IND_002136,2005,ET_D062,2,0,0,,1,28,784,0,0,0,1,0,1,0,0,1,6,30,1.1284
IND_002137,2005,ET_D123,8,0,0,,1,37,1369,0,,0,1,0,0,0,0,1,5,48,1.2413
IND_002138,2005,ET_D099,5,0,0,,0,15,225,0,,,,,,,,,10,34,0.6836
IND_002139,2016,ET_D138,12,0,0,,1,15,225,0,,0,1,0,0,1,1,1,3,39,1.9302
IND_002140,2011,ET_D079,3,0,0,,1,27,729,0,1,0,0,1,0,0,0,0,3,32,1.6183
IND_002141,2019,ET_D075,3,0,0,,1,24,576,1,,0,1,1,1,1,0,1,7,47,0.502
IND_002142,2011,ET_D137,12,0,0,,1,32,1024,0,,0,1,0,0,1,0,0,6,27,1.1083
IND_002143,2019,ET_D100,5,0,0,,1,44,1936,0,1,0,1,0,0,0,1,0,4,18,0.5826
IND_002144,2019,ET_D109,6,0,0,,1,31,961,1,,0,0,0,0,1,0,0,4,58,1.2867
IND_002145,2016,ET_D063,2,0,0,,1,54,2916,,1,0,1,0,0,1,1,0,6,54,1.6021
IND_002146,2000,ET_D083,4,0,0,,0,24,576,1,,,,,,,,,5,65,0.5137
IND_002147,2000,ET_D023,1,0,0,,0,30,900,1,,,,,,,,,3,62,0.812
IND_002148,2019,ET_D126,9,0,0,,0,36,1296,1,,,,,,,,,5,42,1.0264
IND_002149,2019,ET_D007,1,1,1,1,1,28,784,0,1,0,0,0,1,0,0,0,5,29,1.5224
IND_002150,2005,ET_D001,1,1,0,-1,0,39,1521,0,,,,,,,,,4,45,1.1544
IND_002151,2000,ET_D001,1,1,0,-2,1,19,361,,1,0,,1,0,1,1,1,7,49,1.2261
IND_002152,2016,ET_D047,2,0,0,,0,28,784,0,,,,,,,,,7,38,1.2445
IND_002153,2011,ET_D115,7,0,0,,1,37,1369,0,,0,0,1,0,0,0,0,4,37,1.214
IND_002154,2005,ET_D130,10,0,0,,0,39,1521,1,,,,,,,,,4,46,0.7024
IND_002155,2011,ET_D107,6,0,0,,0,26,676,1,,,,,,,,,7,49,0.9196
IND_002156,2000,ET_D076,3,0,0,,1,31,961,0,,0,1,0,0,1,0,0,7,57,1.2892
IND_002157,2000,ET_D001,1,1,0,-2,1,20,400,1,,0,1,0,1,1,1,0,6,47,1.4578
IND_002158,2019,ET_D138,12,0,0,,1,28,784,1,,0,1,0,1,0,0,0,5,35,0.7559
IND_002159,2019,ET_D089,4,0,0,,1,43,1849,0,0,0,1,,,0,1,0,8,31,0.7856
IND_002160,2000,ET_D089,4,0,0,,1,50,2500,0,,0,1,1,0,,1,1,2,53,0.7642
IND_002161,2011,ET_D114,7,0,0,,0,33,1089,1,,,,,,,,,4,48,0.7259
IND_002162,2016,ET_D071,3,0,0,,1,37,1369,0,,,0,0,0,0,0,1,5,44,0.8446
IND_002163,2016,ET_D039,1,0,0,,1,19,361,0,,0,1,0,0,0,1,0,4,34,0.7368
IND_002164,2005,ET_D124,9,0,0,,1,31,961,1,,0,0,0,0,0,0,0,4,51,1.0914
IND_002165,2019,ET_D134,11,0,0,,0,21,441,1,,,,,,,,,3,47,1.1672
IND_002166,2005,ET_D032,1,0,0,,0,48,2304,1,,,,,,,,,5,54,0.9282
IND_002167,2019,ET_D005,3,1,1,1,0,45,2025,1,,,,,,,,,6,20,1.0194
IND_002168,2019,ET_D011,2,1,1,1,1,33,1089,0,,0,,,1,1,0,1,4,24,0.9498
IND_002169,2011,ET_D136,12,0,0,,1,20,400,0,,0,0,1,1,1,0,1,4,52,0.9677
IND_002170,2011,ET_D074,3,0,0,,1,17,289,0,,0,0,0,,0,1,,3,39,0.6892
IND_002171,2016,ET_D130,10,0,0,,1,41,1681,0,,0,1,,1,1,1,0,4,18,1.3502
IND_002172,2000,ET_D011,2,1,0,-3,0,17,289,1,,,,,,,,,5,44,1.0183
IND_002173,2019,ET_D115,7,0,0,,1,18,324,0,1,0,1,0,1,1,1,1,3,53,1.0979
IND_002174,2000,ET_D018,1,0,0,,1,31,961,1,1,0,1,0,0,0,1,0,5,31,1.1329
IND_002175,2011,ET_D126,9,0,0,,0,20,400,1,,,,,,,,,7,28,1.0833
IND_002176,2011,ET_D087,4,0,0,,1,21,441,0,,,1,1,1,0,0,0,5,38,0.7462
IND_002177,2011,ET_D053,2,0,0,,1,22,484,1,,0,,1,1,0,1,0,4,46,1.3394
IND_002178,2019,ET_D078,3,0,0,,0,15,225,0,,,,,,,,,6,69,1.6195
IND_002179,2019,ET_D010,3,1,1,1,1,41,1681,0,,1,1,,0,0,0,0,6,55,1.0102
IND_002180,2016,ET_D122,8,0,0,,0,20,400,0,,,,,,,,,2,35,0.8864
IND_002181,2000,ET_D124,9,0,0,,1,35,1225,,1,0,1,1,,0,0,0,8,24,1.102
IND_002182,2019,ET_D038,1,0,0,,1,31,961,0,1,0,,1,1,0,1,1,4,47,0.6047
IND_002183,2016,ET_D071,3,0,0,,1,43,1849,0,1,0,0,1,,1,0,0,4,53,0.7861
IND_002184,2000,ET_D117,7,0,0,,0,22,484,1,,,,,,,,,4,58,0.9317
IND_002185,2011,ET_D132,11,0,0,,1,15,225,,,0,0,0,0,0,,0,7,42,0.6745
IND_002186,2011,ET_D037,1,0,0,,1,24,576,0,1,0,0,1,0,0,0,0,6,44,1.0526
IND_002187,2011,ET_D064,2,0,0,,0,48,2304,0,,,,,,,,,2,47,0.9976
IND_002188,2011,ET_D066,2,0,0,,1,32,1024,0,,0,1,1,0,1,0,,6,39,1.192
IND_002189,2016,ET_D123,8,0,0,,1,33,1089,0,,0,1,0,0,0,0,1,6,47,0.2298
IND_002190,2019,ET_D088,4,0,0,,1,31,961,0,,0,1,1,1,1,0,0,7,31,1.5952
IND_002191,2005,ET_D069,2,0,0,,1,43,1849,0,1,0,1,1,1,0,1,1,5,39,0.8548
IND_002192,2016,ET_D014,6,1,0,-1,0,28,784,0,,,,,,,,,2,39,1.1946
IND_002193,2005,ET_D012,1,1,0,-3,1,15,225,0,1,0,1,0,0,0,1,1,5,26,1.034
IND_002194,2005,ET_D125,9,0,0,,0,36,1296,0,,,,,,,,,3,23,1.7635
IND_002195,2005,ET_D051,2,0,0,,1,27,729,0,1,0,,1,0,0,,1,4,61,0.8094
IND_002196,2000,ET_D073,3,0,0,,1,24,576,0,1,0,1,1,1,1,0,0,3,38,1.8419
IND_002197,2016,ET_D061,2,0,0,,1,23,529,0,1,0,1,0,1,0,0,0,3,50,1.3162
IND_002198,2016,ET_D129,10,0,0,,0,37,1369,1,,,,,,,,,4,25,0.8706
IND_002199,2019,ET_D009,2,1,1,1,1,15,225,0,1,1,1,0,0,1,0,0,4,46,0.9178
IND_002200,2000,ET_D050,2,0,0,,0,37,1369,1,,,,,,,,,6,38,0.7634
IND_002201,2005,ET_D115,7,0,0,,0,26,676,0,,,,,,,,,7,47,1.5724
IND_002202,2016,ET_D085,4,0,0,,0,24,576,1,,,,,,,,,3,59,1.3758
IND_002203,2011,ET_D068,2,0,0,,1,25,625,0,,0,,0,0,1,1,0,1,45,1.0606
IND_002204,2016,ET_D044,2,0,0,,1,24,576,0,,0,1,0,0,0,,0,6,46,1.0305
IND_002205,2000,ET_D085,4,0,0,,1,18,324,0,,0,1,,1,0,0,0,5,29,0.5512
IND_002206,2016,ET_D123,8,0,0,,0,17,289,0,,,,,,,,,6,33,0.7868
IND_002207,2016,ET_D009,2,1,1,0,0,40,1600,1,,,,,,,,,3,18,0.7389
IND_002208,2016,ET_D131,10,0,0,,1,40,1600,0,1,1,1,0,1,0,0,,6,38,1.4034
IND_002209,2011,ET_D016,2,1,0,-2,0,35,1225,1,,,,,,,,,4,39,0.4954
IND_002210,2000,ET_D124,9,0,0,,1,31,961,0,,0,1,1,0,1,0,0,7,47,0.7375
IND_002211,2019,ET_D072,3,0,0,,0,19,361,0,,,,,,,,,7,37,0.8952
IND_002212,2019,ET_D075,3,0,0,,1,31,961,0,,0,1,1,0,0,1,1,6,29,0.5836
IND_002213,2016,ET_D054,2,0,0,,1,28,784,0,,,1,1,0,0,1,0,4,37,1.0897
IND_002214,2005,ET_D098,5,0,0,,1,38,1444,0,1,0,1,0,,1,0,0,2,34,1.3203
IND_002215,2016,ET_D125,9,0,0,,1,15,225,0,,0,0,0,0,0,0,0,8,42,0.9885
IND_002216,2016,ET_D017,7,1,0,-1,1,33,1089,0,,0,1,1,0,1,0,0,8,38,0.7296
IND_002217,2016,ET_D108,6,0,0,,1,31,961,0,,0,0,0,0,1,0,1,4,53,0.9589
IND_002218,2019,ET_D008,1,1,1,1,0,29,841,1,,,,,,,,,5,41,1.04
IND_002219,2011,ET_D115,7,0,0,,1,38,1444,0,,0,0,0,0,0,1,1,2,25,1.2399
IND_002220,2000,ET_D002,4,1,0,-3,0,24,576,0,,,,,,,,,6,50,1.1987
IND_002221,2011,ET_D104,6,0,0,,1,24,576,0,,,,0,1,0,1,0,2,48,0.919
IND_002222,2005,ET_D068,2,0,0,,1,24,576,1,,0,1,1,1,1,0,0,4,52,1.9569
IND_002223,2011,ET_D107,6,0,0,,0,29,841,1,,,,,,,,,8,29,0.6313
IND_002224,2016,ET_D004,4,1,1,0,0,55,3025,1,,,,,,,,,2,50,0.5689
IND_002225,2011,ET_D029,1,0,0,,1,22,484,0,,0,1,0,0,0,0,0,6,34,1.0176
IND_002226,2016,ET_D089,4,0,0,,1,15,225,0,,1,1,1,1,1,1,,7,31,1.2888
IND_002227,2019,ET_D044,2,0,0,,1,27,729,0,,0,1,1,0,1,0,0,5,42,1.0976
IND_002228,2005,ET_D025,1,0,0,,1,28,784,1,,0,0,0,1,1,,1,4,47,0.5928
IND_002229,2019,ET_D115,7,0,0,,1,37,1369,0,,0,1,0,0,0,1,0,4,68,0.7483
IND_002230,2016,ET_D082,3,0,0,,0,31,961,1,,,,,,,,,1,30,1.3394
IND_002231,2005,ET_D091,4,0,0,,1,35,1225,0,,0,0,0,,1,1,,6,53,1.9286
IND_002232,2016,ET_D053,2,0,0,,0,39,1521,1,,,,,,,,,3,41,1.2396
IND_002233,2011,ET_D006,5,1,0,-1,1,20,400,1,,0,1,0,0,0,0,0,6,67,0.7862
IND_002234,2019,ET_D001,1,1,1,2,1,25,625,0,1,0,0,1,0,0,0,1,5,47,0.8239
IND_002235,2016,ET_D105,6,0,0,,1,31,961,1,,0,1,1,1,0,0,1,6,33,0.9367
IND_002236,2016,ET_D103,5,0,0,,0,40,1600,0,,,,,,,,,5,28,1.4586
IND_002237,2016,ET_D006,5,1,1,0,1,47,2209,0,1,0,0,0,1,1,0,0,2,36,1.6758
IND_002238,2016,ET_D057,2,0,0,,1,28,784,0,,0,1,0,1,1,0,1,6,24,1.4781
IND_002239,2019,ET_D037,1,0,0,,0,25,625,1,,,,,,,,,3,55,0.8807
IND_002240,2019,ET_D020,1,0,0,,1,36,1296,0,1,0,1,1,0,0,1,0,6,40,1.3154
IND_002241,2016,ET_D139,12,0,0,,1,24,576,0,,0,,0,1,1,0,1,2,48,1.4733
IND_002242,2016,ET_D103,5,0,0,,0,45,2025,1,,,,,,,,,7,41,0.7927
IND_002243,2016,ET_D063,2,0,0,,1,29,841,1,1,0,1,0,1,0,0,0,3,41,0.9024
IND_002244,2005,ET_D024,1,0,0,,0,24,576,1,,,,,,,,,3,31,1.6237
IND_002245,2005,ET_D062,2,0,0,,1,15,225,0,,0,0,0,1,0,0,0,1,24,0.6237
IND_002246,2011,ET_D007,1,1,0,-1,0,37,1369,0,,,,,,,,,7,50,0.5146
IND_002247,2019,ET_D013,2,1,1,0,0,35,1225,1,,,,,,,,,6,34,1.3149
IND_002248,2016,ET_D048,2,0,0,,1,39,1521,1,1,0,1,1,1,1,1,0,4,44,1.0608
IND_002249,2011,ET_D031,1,0,0,,0,15,225,0,,,,,,,,,2,46,0.79
IND_002250,2016,ET_D068,2,0,0,,1,45,2025,0,,0,0,1,0,1,1,1,6,18,0.6951
IND_002251,2016,ET_D018,1,0,0,,1,39,1521,0,,0,1,1,1,0,1,1,8,47,1.1419
IND_002252,2016,ET_D104,6,0,0,,1,17,289,0,1,0,0,0,0,0,1,0,3,34,0.8423
IND_002253,2019,ET_D038,1,0,0,,1,34,1156,0,1,0,1,1,1,0,0,0,5,55,1.1155
IND_002254,2019,ET_D042,1,0,0,,1,42,1764,0,,0,1,0,,1,1,1,4,59,1.2648
IND_002255,2019,ET_D055,2,0,0,,1,18,324,1,1,,1,0,1,0,1,1,5,37,0.8059
IND_002256,2000,ET_D009,2,1,0,-3,0,23,529,0,,,,,,,,,5,51,0.8434
IND_002257,2011,ET_D046,2,0,0,,1,25,625,1,1,0,1,0,1,0,1,0,5,33,0.8941
IND_002258,2016,ET_D108,6,0,0,,0,46,2116,1,,,,,,,,,8,47,0.9394
IND_002259,2011,ET_D095,4,0,0,,0,42,1764,0,,,,,,,,,5,41,1.3782
IND_002260,2011,ET_D072,3,0,0,,0,34,1156,0,,,,,,,,,5,49,0.8461
IND_002261,2016,ET_D089,4,0,0,,1,15,225,1,,0,1,1,0,0,0,0,3,30,0.7991
IND_002262,2011,ET_D050,2,0,0,,1,24,576,1,1,0,0,1,1,1,0,1,4,54,1.0613
IND_002263,2016,ET_D069,2,0,0,,1,27,729,0,0,0,1,1,1,1,1,1,6,21,1.1208
IND_002264,2011,ET_D004,4,1,0,-1,1,28,784,0,1,0,1,0,0,,0,1,6,35,1.135
IND_002265,2011,ET_D135,11,0,0,,0,38,1444,1,,,,,,,,,5,56,0.827
IND_002266,2019,ET_D019,1,0,0,,1,29,841,0,,0,0,1,0,1,0,0,4,63,1.4594
IND_002267,2016,ET_D081,3,0,0,,1,35,1225,0,,0,0,0,0,1,0,0,5,31,0.9403
IND_002268,2011,ET_D030,1,0,0,,1,36,1296,0,,0,1,1,1,0,0,1,5,55,0.5491
IND_002269,2019,ET_D088,4,0,0,,1,36,1296,0,,0,1,,0,1,0,0,5,66,0.842
IND_002270,2016,ET_D010,3,1,1,0,0,25,625,0,,,,,,,,,3,47,1.2669
IND_002271,2011,ET_D114,7,0,0,,0,43,1849,1,,,,,,,,,1,49,1.4682
IND_002272,2011,ET_D136,12,0,0,,1,40,1600,0,0,0,1,,0,1,0,0,8,18,1.2813
IND_002273,2016,ET_D103,5,0,0,,1,15,225,1,,0,0,1,1,1,1,0,2,44,0.7548
IND_002274,2016,ET_D066,2,0,0,,1,33,1089,1,1,0,1,1,0,1,0,0,6,41,0.5319
IND_002275,2019,ET_D030,1,0,0,,0,33,1089,1,,,,,,,,,2,34,0.7754
IND_002276,2016,ET_D124,9,0,0,,1,51,2601,0,,0,1,1,1,0,,1,4,58,0.6891
IND_002277,2011,ET_D079,3,0,0,,0,40,1600,0,,,,,,,,,7,44,0.3913
IND_002278,2011,ET_D112,7,0,0,,0,17,289,0,,,,,,,,,8,21,1.0565
IND_002279,2000,ET_D029,1,0,0,,1,31,961,0,0,,1,1,0,0,0,0,3,51,0.7992
IND_002280,2000,ET_D063,2,0,0,,0,18,324,1,,,,,,,,,5,18,1.2991
IND_002281,2011,ET_D005,3,1,0,-1,1,32,1024,1,,0,1,0,1,0,0,1,4,24,1.3323
IND_002282,2000,ET_D134,11,0,0,,0,36,1296,1,,,,,,,,,5,35,1.1401
IND_002283,2011,ET_D040,1,0,0,,0,15,225,1,,,,,,,,,4,64,1.321
IND_002284,2000,ET_D063,2,0,0,,1,43,1849,0,,0,0,0,0,1,0,0,3,41,0.8087
IND_002285,2011,ET_D122,8,0,0,,0,42,1764,0,,,,,,,,,2,31,1.3435
IND_002286,2011,ET_D097,5,0,0,,0,25,625,0,,,,,,,,,2,32,1.1843
IND_002287,2000,ET_D063,2,0,0,,1,18,324,0,,0,1,1,1,1,1,0,2,29,0.6361
IND_002288,2011,ET_D106,6,0,0,,1,18,324,1,,0,1,1,1,1,0,0,4,48,1.1133
IND_002289,2016,ET_D047,2,0,0,,1,42,1764,0,,0,1,,1,0,1,0,4,40,0.8558
IND_002290,2019,ET_D115,7,0,0,,1,40,1600,0,,0,1,0,1,0,0,,5,49,1.3426
IND_002291,2011,ET_D007,1,1,0,-1,1,15,225,,,0,1,1,1,1,0,0,8,44,0.5745
IND_002292,2005,ET_D090,4,0,0,,1,25,625,0,,0,1,1,1,1,1,0,7,60,0.9979
IND_002293,2011,ET_D112,7,0,0,,0,32,1024,0,,,,,,,,,1,59,1.0292
IND_002294,2000,ET_D001,1,1,0,-2,0,22,484,1,,,,,,,,,4,40,1.209
IND_002295,2016,ET_D011,2,1,1,0,0,24,576,1,,,,,,,,,7,41,0.5488
IND_002296,2011,ET_D022,1,0,0,,0,22,484,1,,,,,,,,,6,25,0.5677
IND_002297,2016,ET_D121,8,0,0,,1,18,324,1,,0,0,0,,0,0,1,6,33,0.6974
IND_002298,2019,ET_D087,4,0,0,,0,29,841,0,,,,,,,,,6,60,1.5678
IND_002299,2005,ET_D095,4,0,0,,0,24,576,0,,,,,,,,,4,47,1.0872
IND_002300,2000,ET_D040,1,0,0,,1,18,324,0,,0,1,0,1,,0,1,8,20,1.1736
IND_002301,2000,ET_D046,2,0,0,,1,22,484,0,1,0,1,1,1,1,1,0,3,50,1.463
IND_002302,2019,ET_D029,1,0,0,,1,41,1681,0,,,1,0,1,,1,0,5,45,0.7369
IND_002303,2019,ET_D052,2,0,0,,1,33,1089,0,,1,1,0,1,1,1,0,4,44,1.3907
IND_002304,2019,ET_D062,2,0,0,,1,31,961,0,,0,1,0,,0,0,0,1,52,0.6705
IND_002305,2011,ET_D098,5,0,0,,1,49,2401,,,,1,1,0,1,0,,4,55,1.5605
IND_002306,2011,ET_D042,1,0,0,,1,43,1849,1,,0,1,0,0,1,0,0,1,39,1.262
IND_002307,2016,ET_D057,2,0,0,,1,33,1089,1,,0,1,1,1,0,1,,6,39,0.9173
IND_002308,2005,ET_D001,1,1,0,-1,1,32,1024,,,0,0,0,0,1,1,1,6,61,1.3304
IND_002309,2016,ET_D125,9,0,0,,1,48,2304,0,,0,0,1,0,,0,1,5,58,0.5014
IND_002310,2019,ET_D036,1,0,0,,0,37,1369,0,,,,,,,,,8,40,0.8555
IND_002311,2011,ET_D078,3,0,0,,0,38,1444,1,,,,,,,,,5,46,1.5078
IND_002312,2005,ET_D095,4,0,0,,0,40,1600,1,,,,,,,,,3,38,1.3902
IND_002313,2016,ET_D072,3,0,0,,0,30,900,0,,,,,,,,,6,53,0.4996
IND_002314,2019,ET_D047,2,0,0,,0,28,784,1,,,,,,,,,4,37,0.4833
IND_002315,2019,ET_D125,9,0,0,,0,38,1444,0,,,,,,,,,3,51,1.1161
IND_002316,2016,ET_D097,5,0,0,,0,38,1444,1,,,,,,,,,5,41,0.9846
IND_002317,2016,ET_D012,1,1,0,-1,0,15,225,0,,,,,,,,,7,39,1.6599
IND_002318,2019,ET_D122,8,0,0,,0,31,961,0,,,,,,,,,8,33,1.1394
IND_002319,2011,ET_D014,6,1,0,-2,1,25,625,0,0,0,0,1,1,0,0,1,5,28,0.9935
IND_002320,2005,ET_D010,3,1,0,-2,1,35,1225,0,0,0,1,1,0,0,1,1,7,43,0.5831
