district_id,district_name,region,region_id,treated,open_year,treatment,nearby,event_time,year,post,light_intensity,ihs_light,light_positive,impervious_ratio,longitude,latitude,elevation,slope,dist_addis_km,dist_state_capital_km,dist_nearest_city_km,urbanization_rate_2007,employment_rate_2007,log_pop_density_2007,population_2007,primary_road_density,paved_road_density,share_christian_2007,share_amharic_2007,labor_intensive_park,public_park,china_aid,transport_project
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2007,0,0.0,0.0,0,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2008,0,0.0001,0.0001,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2009,0,0.0,0.0,0,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2010,0,0.42289,0.41121,1,0.063141,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2011,0,0.3518,0.34492,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2012,0,0.0,0.0,0,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2013,0,0.0,0.0,0,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2014,0,0.27928,0.27577,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2015,0,0.39964,0.3897,1,0.039768,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2016,0,0.37383,0.36563,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2017,0,0.33398,0.32806,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2018,0,0.24563,0.24323,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2019,0,0.46868,0.45303,1,,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D020,Oromia woreda 020,Oromia,1,0,,0,0,,2020,0,0.45924,0.44446,1,0.017195,36.8017,9.5307,3711.2,6.6808,39.6624,58.7225,37.3628,0.4739,0.548,3.953,83343,0.4424,1.8552,0.9786,0.127,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2005,0,0.0,0.0,0,0.033084,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2006,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2007,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2008,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2009,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2010,0,0.0,0.0,0,0.037413,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2011,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2012,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2013,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2014,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2015,0,0.0,0.0,0,0.029131,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2016,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2017,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2018,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2019,0,0.0,0.0,0,,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D021,Oromia woreda 021,Oromia,1,0,,0,0,,2020,0,0.0,0.0,0,0.031166,37.9153,9.9386,2378.1,1.0601,178.6016,157.0759,12.4123,0.2816,0.5289,3.9663,84466,0.9212,1.331,0.7147,0.1812,,,0,0
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2005,0,0.0001,0.0001,1,0.042722,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2006,0,0.01637,0.01637,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2007,0,0.0001,0.0001,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2008,0,0.1273,0.12696,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2009,0,0.0001,0.0001,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2010,0,0.17885,0.17791,1,0.024497,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2011,0,0.0001,0.0001,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2012,0,0.18015,0.17919,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2013,0,0.0001,0.0001,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2014,0,0.30753,0.30288,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2015,0,0.06686,0.06681,1,0.0181,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2016,0,0.07312,0.07305,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2017,0,0.22658,0.22469,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2018,0,0.09713,0.09698,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2019,0,0.15474,0.15413,1,,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D022,Oromia woreda 022,Oromia,1,0,,0,0,,2020,0,0.39489,0.38529,1,0.052369,39.3228,9.7373,2046.5,3.6458,212.0928,277.7077,30.0509,0.3145,0.6228,7.9535,4552935,0.3464,0.0494,0.6267,0.3252,,,0,1
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2005,0,0.0,0.0,0,0.024417,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2006,0,0.16119,0.1605,1,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2007,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2008,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2009,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2010,0,0.0,0.0,0,0.01882,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2011,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2012,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2013,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2014,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2015,0,0.0,0.0,0,0.045595,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2016,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2017,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2018,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2019,0,0.0,0.0,0,,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D023,Oromia woreda 023,Oromia,1,0,,0,0,,2020,0,0.0,0.0,0,0.018653,38.2194,13.5496,1908.4,0.5854,232.8134,69.7274,56.8042,0.3324,0.6675,8.7561,10159155,0.0703,0.0838,0.3882,0.571,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2005,0,0.0,0.0,0,0.013655,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2006,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2007,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2008,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2009,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2010,0,0.0,0.0,0,0.036104,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2011,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2012,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2013,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2014,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2015,0,0.0,0.0,0,0.033547,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2016,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2017,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2018,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2019,0,0.0,0.0,0,,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D024,Oromia woreda 024,Oromia,1,0,,0,0,,2020,0,0.0,0.0,0,0.035067,38.3231,10.2659,1238.6,12.183,174.5211,182.8436,114.5666,0.3571,0.5363,4.8311,200549,1.0068,0.6127,0.7948,0.1346,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2005,0,0.60786,0.57555,1,0.030916,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2006,0,0.37049,0.3625,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2007,0,0.0,0.0,0,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2008,0,0.3436,0.33718,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2009,0,0.0,0.0,0,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2010,0,0.05188,0.05186,1,0.020084,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2011,0,0.32569,0.32019,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2012,0,0.18614,0.18508,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2013,0,0.09373,0.0936,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2014,0,0.06615,0.0661,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2015,0,0.0001,0.0001,1,0.023765,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2016,0,0.0001,0.0001,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2017,0,0.0,0.0,0,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2018,0,0.0001,0.0001,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2019,0,0.0001,0.0001,1,,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D025,Oromia woreda 025,Oromia,1,0,,0,0,,2020,0,0.0001,0.0001,1,0.020668,39.3044,7.1425,2551.1,7.739,330.3351,20.8357,6.5927,0.0,0.6575,4.1931,105964,0.1443,0.2088,0.7209,0.1162,,,0,0
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2005,0,0.0001,0.0001,1,0.036906,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2006,0,0.04273,0.04271,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2007,0,0.0,0.0,0,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2008,0,0.0001,0.0001,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2009,0,0.28,0.27646,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2010,0,0.01478,0.01478,1,0.039041,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2011,0,0.0001,0.0001,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2012,0,0.0001,0.0001,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2013,0,0.0001,0.0001,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2014,0,0.02673,0.02673,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2015,0,0.13854,0.1381,1,0.038156,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2016,0,0.0001,0.0001,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2017,0,0.33598,0.32996,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
ET_D026,Oromia woreda 026,Oromia,1,0,,0,0,,2018,0,0.19769,0.19643,1,,40.7726,13.1271,2871.4,8.5159,203.2377,23.7494,97.4326,0.3031,0.7555,3.7765,69858,1.9152,0.4614,0.8942,0.2309,,,0,1
