hh_id,survey_round,district_id,region_id,treated,treatment,event_phase,durable_goods_pc,housing_quality,wealth_index,hh_size,age_head,survey_weight
HH_001027,2011,ET_D086,4,0,0,,0.35062285992203635,1,,7,35,1.2447
HH_001028,2016,ET_D057,2,0,0,,-0.18859976588754557,0,0.4347389487412963,4,19,1.359
HH_001029,2011,ET_D022,1,0,0,,-0.14593907880361195,0,0.2253143004022577,7,53,1.7735
HH_001030,2019,ET_D036,1,0,0,,0.2659714560812642,0,,4,47,1.8646
HH_001031,2005,ET_D099,5,0,0,,-0.44540908758522557,,1.8347022693040358,4,29,0.9832
HH_001032,2016,ET_D081,3,0,0,,0.04678316020588258,0,-0.6943865612317471,3,40,1.4623
HH_001033,2016,ET_D043,1,0,0,,0.7302297598999267,0,-1.2520909825425568,1,39,1.0049
HH_001034,2019,ET_D071,3,0,0,,0.1180501948444296,0,0.19650443916802987,8,32,1.013
HH_001035,2019,ET_D072,3,0,0,,1.3115445668659176,0,2.437279603906263,5,49,1.1457
HH_001036,2019,ET_D124,9,0,0,,0.8521787542584016,1,0.680099727041754,6,44,0.7418
HH_001037,2000,ET_D032,1,0,0,,-0.21711811080390409,0,-0.7122277775121182,2,61,1.8517
HH_001038,2016,ET_D067,2,0,0,,0.6524296498284843,0,0.378347813088423,6,55,1.2334
HH_001039,2011,ET_D096,5,0,0,,0.9615834396126117,0,1.110323381219538,5,36,0.9835
HH_001040,2011,ET_D079,3,0,0,,0.14681194412377888,0,,3,47,1.2398
HH_001041,2000,ET_D059,2,0,0,,0.3084463805598991,0,,5,46,0.8664
HH_001042,2011,ET_D078,3,0,0,,0.4948692182346251,1,1.4389444087732184,4,30,0.8326
HH_001043,2016,ET_D027,1,0,0,,0.4312304229466701,1,1.5442910240377503,8,38,0.5785
HH_001044,2000,ET_D002,4,1,0,-3,0.13272180431970407,0,,6,27,0.8797
HH_001045,2016,ET_D015,1,1,0,-1,0.7921952883133463,0,0.11467109669630307,3,51,1.0445
HH_001046,2019,ET_D037,1,0,0,,0.8149781215106761,0,-0.41206364622494485,5,23,0.748
HH_001047,2019,ET_D082,3,0,0,,-0.045841877853664004,0,-0.6123513164765717,5,62,0.5337
HH_001048,2016,ET_D010,3,1,1,0,0.8963489712035553,1,1.631787770319245,2,46,1.4492
HH_001049,2011,ET_D078,3,0,0,,0.7760090727921987,0,-0.8332623133613263,6,56,0.5859
HH_001050,2005,ET_D070,3,0,0,,-0.42460198091546797,0,-0.5697787891139385,2,36,1.0588
HH_001051,2019,ET_D069,2,0,0,,-0.4352777528455909,0,0.43597782137017094,6,32,0.7628
HH_001052,2011,ET_D035,1,0,0,,0.7147436348966727,1,,6,55,0.7104
HH_001053,2016,ET_D075,3,0,0,,-0.3393929651934288,1,,7,47,1.2701
HH_001054,2011,ET_D059,2,0,0,,0.5774580904261541,1,0.9962392721249197,4,60,0.7755
HH_001055,2005,ET_D039,1,0,0,,0.9631089754157078,0,,4,32,0.7276
HH_001056,2005,ET_D008,1,1,0,-2,0.01937226722305113,1,,3,42,1.4325
HH_001057,2005,ET_D089,4,0,0,,0.3049936845934925,1,,3,61,0.8043
HH_001058,2005,ET_D009,2,1,0,-2,0.3811922015712598,,-0.12912275728521855,2,51,0.4412
HH_001059,2000,ET_D052,2,0,0,,0.6135007811812005,0,-1.8184644788719413,5,50,0.8097
HH_001060,2019,ET_D026,1,0,0,,0.1119127313097322,,0.6511185976953529,6,43,1.0326
HH_001061,2011,ET_D055,2,0,0,,0.1360705746699637,0,-2.103137271063065,5,31,1.0471
HH_001062,2016,ET_D046,2,0,0,,0.5348867587270331,1,1.1923907832884388,5,22,0.8945
HH_001063,2005,ET_D012,1,1,0,-3,,1,1.778847634113547,6,21,0.9662
HH_001064,2019,ET_D039,1,0,0,,0.7064426275799149,0,-0.2063836191472064,4,48,0.5595
HH_001065,2019,ET_D053,2,0,0,,0.7585783875143624,0,1.1457879616078632,5,55,0.6773
HH_001066,2016,ET_D124,9,0,0,,0.13112278423195628,1,-0.4274441701585574,3,42,0.7486
HH_001067,2019,ET_D131,10,0,0,,0.559299010260474,0,1.7108211313259876,6,30,0.8808
HH_001068,2005,ET_D079,3,0,0,,-0.3737558189875201,0,-1.3405341949975917,8,43,0.9382
HH_001069,2000,ET_D030,1,0,0,,-0.5968959520586214,0,-1.2084364842521786,3,44,0.785
HH_001070,2016,ET_D069,2,0,0,,1.3053216649370942,0,0.5918142645740638,4,56,0.925
HH_001071,2019,ET_D008,1,1,1,1,0.41786797163189027,1,2.097199204720532,5,46,1.4179
HH_001072,2019,ET_D089,4,0,0,,0.2097185235395036,0,,5,54,1.2018
HH_001073,2000,ET_D061,2,0,0,,-0.1356532577188389,0,-1.6021254840773336,7,26,1.1129
HH_001074,2011,ET_D127,9,0,0,,0.4612281141637768,0,,5,55,1.1899
HH_001075,2019,ET_D005,3,1,1,1,-0.42677972013616217,1,-0.5590174086756388,2,54,1.1743
HH_001076,2000,ET_D009,2,1,0,-3,,,0.1793468749721876,4,48,1.3646
HH_001077,2005,ET_D115,7,0,0,,0.5794515930081454,,1.3383922864962066,4,22,0.3862
HH_001078,2005,ET_D002,4,1,0,-2,0.005646047033397827,0,,5,43,1.1797
HH_001079,2005,ET_D013,2,1,0,-3,1.0875995832959313,0,2.154722319649403,6,35,0.6275
HH_001080,2011,ET_D004,4,1,0,-1,0.7849590004843674,0,,6,56,1.6706
HH_001081,2016,ET_D100,5,0,0,,,0,-0.35127750632146215,8,37,1.4659
HH_001082,2019,ET_D136,12,0,0,,-0.5416237092277771,0,-1.0906767104380193,4,47,1.1304
HH_001083,2016,ET_D079,3,0,0,,0.14813948437880434,0,,5,57,0.3632
HH_001084,2005,ET_D063,2,0,0,,-0.09399155867248887,1,1.325415755520895,4,47,1.1374
HH_001085,2016,ET_D011,2,1,1,0,-0.5198467157212888,1,0.7002670952931441,7,48,0.463
HH_001086,2016,ET_D107,6,0,0,,-0.3618300396103433,0,1.105588377398362,2,41,0.9057
HH_001087,2016,ET_D038,1,0,0,,-0.34396233033126955,0,,7,41,1.2806
HH_001088,2005,ET_D060,2,0,0,,0.8171791834419972,0,,2,54,0.9749
HH_001089,2019,ET_D066,2,0,0,,-1.3400241099957668,1,1.4970192986424866,8,47,0.9232
HH_001090,2016,ET_D051,2,0,0,,1.5620641096534051,1,-0.6379600110061624,5,39,0.8137
HH_001091,2019,ET_D072,3,0,0,,0.7700297676016108,0,,7,43,0.998
HH_001092,2019,ET_D010,3,1,1,1,0.42310163643956455,0,0.39358913469713436,7,22,1.3288
HH_001093,2019,ET_D004,4,1,1,1,-0.09743647571306646,0,-0.7659621784186159,8,52,0.9871
HH_001094,2011,ET_D016,2,1,0,-2,,0,-1.3620889919863162,5,47,0.5533
HH_001095,2011,ET_D074,3,0,0,,-0.1382704220461506,,,5,36,0.8816
HH_001096,2011,ET_D136,12,0,0,,0.8492150801121922,0,0.37379279784402314,5,34,0.8711
HH_001097,2000,ET_D136,12,0,0,,-0.11703140721390287,0,-0.7389232519886137,4,42,0.8309
HH_001098,2019,ET_D131,10,0,0,,-0.30918160859052063,0,-0.2017999083613031,5,18,0.8326
HH_001099,2005,ET_D087,4,0,0,,-0.2877494684693707,1,0.8037713051996068,4,27,0.9439
HH_001100,2016,ET_D026,1,0,0,,0.022104065468629697,0,,7,36,0.5276
HH_001101,2019,ET_D081,3,0,0,,0.19942702063737344,0,0.5141243063439218,6,57,1.5735
HH_001102,2019,ET_D093,4,0,0,,0.5058572952545903,,0.20396000821221505,2,38,0.8625
HH_001103,2016,ET_D010,3,1,1,0,0.478156836700951,,,5,48,1.4164
HH_001104,2019,ET_D002,4,1,1,1,,1,,5,18,0.8579
HH_001105,2000,ET_D116,7,0,0,,0.15241897908674956,1,0.8476853974774575,5,54,0.9629
HH_001106,2016,ET_D049,2,0,0,,0.6791634010049535,0,0.45295239112094526,7,52,0.6293
HH_001107,2011,ET_D090,4,0,0,,-0.07308865350984867,0,,1,56,1.6565
HH_001108,2019,ET_D123,8,0,0,,0.6665157462720251,1,1.694355994906195,5,65,1.9285
HH_001109,2011,ET_D107,6,0,0,,-0.20845592752777822,1,0.6388970842215578,5,53,1.1368
HH_001110,2019,ET_D136,12,0,0,,0.24007781417566368,0,,8,36,1.3171
HH_001111,2019,ET_D069,2,0,0,,0.459253546011534,1,0.74589696867092,7,50,0.9636
HH_001112,2019,ET_D101,5,0,0,,1.3637974772005288,0,-2.663703187073899,3,55,1.7036
HH_001113,2011,ET_D123,8,0,0,,1.1251338332268095,0,-0.6466577804565252,3,50,1.0021
HH_001114,2000,ET_D067,2,0,0,,-0.2619147175427497,0,,5,48,0.7008
HH_001115,2019,ET_D092,4,0,0,,0.37491114604920905,0,0.12789246769482035,5,33,0.8106
HH_001116,2005,ET_D095,4,0,0,,-0.6613851504592947,0,0.5002512296436656,5,54,1.0275
HH_001117,2000,ET_D063,2,0,0,,-0.7938596454396498,0,-0.7413411345816564,6,24,0.7804
HH_001118,2019,ET_D082,3,0,0,,0.5694486989962012,0,,4,47,1.354
HH_001119,2019,ET_D124,9,0,0,,-0.14276165015225883,0,-1.1726249673932219,7,41,0.5113
HH_001120,2011,ET_D110,6,0,0,,,1,-0.13706873559530935,8,46,0.8176
HH_001121,2005,ET_D026,1,0,0,,0.882499616892598,0,-0.26978841467342474,3,31,0.7283
HH_001122,2016,ET_D030,1,0,0,,0.5227043488216824,1,-0.8143520648241829,5,29,0.9006
HH_001123,2016,ET_D079,3,0,0,,0.5856041645693459,0,-0.7844953842358766,7,23,0.9558
HH_001124,2011,ET_D110,6,0,0,,0.4107526443062401,1,,1,44,0.4984
HH_001125,2011,ET_D009,2,1,0,-1,-0.425678816280696,0,0.7718946016852227,4,46,0.8943
HH_001126,2011,ET_D033,1,0,0,,0.4149138994318393,0,0.14832185403584813,5,49,0.9235
HH_001127,2011,ET_D063,2,0,0,,0.7695590353845418,1,,6,53,0.5234
HH_001128,2019,ET_D139,12,0,0,,-0.014638877133865635,0,-0.4682862121176142,5,33,0.8306
HH_001129,2011,ET_D129,10,0,0,,0.05248072932908693,1,,6,27,1.758
HH_001130,2005,ET_D078,3,0,0,,1.450812959446544,0,1.0742290761227222,6,52,0.5536
HH_001131,2000,ET_D052,2,0,0,,-0.23563014344096678,0,-0.27352250577360665,4,48,0.9133
HH_001132,2016,ET_D021,1,0,0,,0.44984348631255,0,-0.7081125724695281,8,34,0.8772
HH_001133,2005,ET_D026,1,0,0,,0.09811553546519028,0,0.16811938548261887,6,47,1.7216
HH_001134,2016,ET_D016,2,1,0,-1,0.6023633354144108,,,5,43,0.8216
HH_001135,2011,ET_D030,1,0,0,,0.9116719226266592,0,0.43903347695394745,8,42,0.8645
HH_001136,2016,ET_D066,2,0,0,,,,-1.5811329668966843,4,28,1.3953
HH_001137,2016,ET_D074,3,0,0,,0.4993107716961742,0,0.3627225605510339,4,33,1.1306
HH_001138,2019,ET_D003,2,1,1,1,0.9823919258864171,,0.6039034656571239,5,37,0.6126
HH_001139,2019,ET_D041,1,0,0,,0.45654785866960945,0,,5,44,1.5575
HH_001140,2005,ET_D083,4,0,0,,0.5610847797421282,0,-1.4120686402335665,4,43,0.9018
HH_001141,2011,ET_D096,5,0,0,,-0.22823761609377563,0,0.5119007073503957,5,45,1.441
HH_001142,2011,ET_D059,2,0,0,,1.0827801032623299,1,-0.7415422082625098,4,24,1.2388
HH_001143,2016,ET_D057,2,0,0,,0.3975129794302738,1,-0.2401097984375562,5,31,1.0959
HH_001144,2016,ET_D019,1,0,0,,0.6610694417401661,0,0.327669764395357,3,46,0.8589
HH_001145,2016,ET_D047,2,0,0,,0.27504629455409285,0,,6,41,1.5398
HH_001146,2000,ET_D060,2,0,0,,-0.19032408959347813,0,-1.5194049755809478,3,30,0.8454
HH_001147,2000,ET_D040,1,0,0,,-0.8332014683436986,0,,6,46,1.0936
HH_001148,2016,ET_D058,2,0,0,,0.8136025867294066,1,-1.243116658255629,5,47,1.4903
HH_001149,2019,ET_D042,1,0,0,,-0.9117732357873807,0,0.6582438402062165,7,55,1.2154
HH_001150,2016,ET_D060,2,0,0,,-0.2194987999973605,0,,4,18,1.06
HH_001151,2000,ET_D070,3,0,0,,1.2772842898691614,0,0.37218826393141785,4,50,0.8694
HH_001152,2011,ET_D007,1,1,0,-1,0.6942245643930981,1,-1.0365595712650455,4,47,0.7096
HH_001153,2005,ET_D028,1,0,0,,1.2256807369103568,0,0.23628179697286275,7,48,0.6665
HH_001154,2019,ET_D020,1,0,0,,1.732223768911628,1,1.3105088236175733,3,34,0.6595
HH_001155,2011,ET_D041,1,0,0,,0.05499610902621618,0,0.13069815027815201,4,54,1.2705
HH_001156,2016,ET_D054,2,0,0,,-0.16971575909200765,,0.22909738765491022,2,31,1.6313
HH_001157,2019,ET_D117,7,0,0,,0.1969810101074725,0,-1.2210498985863745,7,32,1.2197
HH_001158,2016,ET_D101,5,0,0,,-0.18166799846709664,0,-0.37236277707262794,7,37,1.2621
HH_001159,2005,ET_D072,3,0,0,,-0.09169811568441724,0,-1.3311998119975066,8,18,0.588
HH_001160,2005,ET_D007,1,1,0,-2,0.006944089449257118,0,,4,56,1.488
HH_001161,2005,ET_D110,6,0,0,,0.16456314289436197,1,0.41912933493610827,7,46,0.6942
HH_001162,2016,ET_D080,3,0,0,,-0.4028113634226436,0,,7,32,0.6226
HH_001163,2011,ET_D099,5,0,0,,-0.32915625580991054,0,-1.036481008583801,5,59,1.1951
HH_001164,2016,ET_D011,2,1,1,0,1.8073859710633293,1,,3,60,0.6788
HH_001165,2016,ET_D006,5,1,1,0,0.5254753905604129,,-0.501525156971844,4,33,0.7052
HH_001166,2000,ET_D061,2,0,0,,0.30940011947280466,0,,7,37,0.3694
HH_001167,2016,ET_D015,1,1,0,-1,1.207996804999632,,-0.3062044149688637,5,37,2.1014
HH_001168,2016,ET_D023,1,0,0,,0.6063062006304715,1,0.7022359348867971,6,31,0.9866
HH_001169,2016,ET_D037,1,0,0,,1.0488258938343846,0,,5,36,0.7252
HH_001170,2019,ET_D040,1,0,0,,0.14597199642963343,0,-1.42999146256385,6,48,1.2708
HH_001171,2016,ET_D109,6,0,0,,-0.21851923902797726,1,-0.4127435989536399,6,39,1.928
HH_001172,2016,ET_D137,12,0,0,,-0.0023370027786391856,0,-0.15664680092811947,4,40,1.1525
HH_001173,2016,ET_D108,6,0,0,,0.3694840327774578,1,-1.6793542693105068,3,31,1.5975
HH_001174,2016,ET_D045,2,0,0,,0.07425164552454211,,0.5389886232075466,3,53,0.9954
HH_001175,2016,ET_D099,5,0,0,,0.9471436433046838,0,2.106162624805244,5,45,0.5677
HH_001176,2019,ET_D056,2,0,0,,0.1919413154076261,0,,1,49,0.4656
HH_001177,2019,ET_D105,6,0,0,,0.7558769731640691,1,-0.3889195611890928,3,60,0.8898
HH_001178,2019,ET_D022,1,0,0,,0.11072279395440365,0,0.9726153861029135,5,41,0.6844
HH_001179,2019,ET_D127,9,0,0,,0.27387997888531723,0,0.6073393395962169,5,74,0.7543
HH_001180,2019,ET_D108,6,0,0,,-0.2140689746413671,0,0.8520817211680535,2,19,0.5751
HH_001181,2019,ET_D100,5,0,0,,-0.009109870689896105,0,,3,37,0.8741
HH_001182,2005,ET_D016,2,1,0,-3,0.35759094994840457,,,1,36,1.1171
HH_001183,2019,ET_D027,1,0,0,,0.8782757452475574,0,-0.20258302948068604,5,50,0.6719
HH_001184,2016,ET_D034,1,0,0,,1.2762059613131382,0,-0.9527741452518064,5,49,1.1509
HH_001185,2011,ET_D039,1,0,0,,-0.09759053541001012,,-1.2187345213173477,6,66,0.8946
HH_001186,2011,ET_D075,3,0,0,,-0.3614050755318831,0,-0.2933385618238006,7,50,1.2911
HH_001187,2016,ET_D007,1,1,1,0,-0.25249548550613543,1,0.025779001559509795,5,43,1.1666
HH_001188,2011,ET_D108,6,0,0,,0.3582061114602451,1,-1.6727553140184634,5,18,0.9793
HH_001189,2011,ET_D083,4,0,0,,,0,0.25795512747720206,5,63,0.6841
HH_001190,2000,ET_D071,3,0,0,,0.04852802371356532,0,,6,63,1.1914
HH_001191,2019,ET_D069,2,0,0,,,0,-0.4611007381221218,8,47,1.0586
HH_001192,2000,ET_D123,8,0,0,,0.9178004231524013,0,0.14386960079250755,6,40,0.7795
HH_001193,2016,ET_D008,1,1,1,0,0.3857080011824854,0,-0.5684403924476841,7,28,0.8016
HH_001194,2016,ET_D128,10,0,0,,0.540110913297329,0,1.5731586004092304,8,58,0.6732
HH_001195,2016,ET_D074,3,0,0,,0.16561708815618828,1,,4,64,0.7189
HH_001196,2019,ET_D053,2,0,0,,0.18250689453625554,0,1.1969488904519259,7,52,0.6029
HH_001197,2011,ET_D016,2,1,0,-2,0.36013789868392737,0,0.45080290207117113,7,36,1.0238
HH_001198,2005,ET_D100,5,0,0,,0.39586630602855294,0,1.0524316977807722,3,18,1.0963
HH_001199,2000,ET_D025,1,0,0,,0.21017157197614805,1,0.1105039146628922,7,54,1.6534
HH_001200,2005,ET_D132,11,0,0,,,0,,5,68,1.2077
HH_001201,2011,ET_D098,5,0,0,,1.0568605491387695,0,-0.46373850477480905,3,18,0.562
HH_001202,2016,ET_D043,1,0,0,,-0.641168096804883,0,-1.4380329927171784,5,19,1.2799
HH_001203,2016,ET_D036,1,0,0,,-0.24322239843934226,0,,8,53,0.629
HH_001204,2000,ET_D120,8,0,0,,0.7942727981212201,1,0.3800113640963383,5,54,0.7866
HH_001205,2005,ET_D013,2,1,0,-3,-0.10575891783705504,0,,4,58,0.9884
HH_001206,2019,ET_D116,7,0,0,,0.2400291244128975,0,0.5351950220928018,7,18,1.0528
HH_001207,2011,ET_D072,3,0,0,,0.8027199385772215,0,0.42201717007115547,6,48,0.8608
HH_001208,2011,ET_D077,3,0,0,,0.23019122610569087,0,,4,39,1.2374
HH_001209,2005,ET_D049,2,0,0,,0.8218202092773479,1,-1.2059982776432285,5,54,0.8288
HH_001210,2005,ET_D125,9,0,0,,0.5229606781451026,0,0.715725314977244,4,57,1.1345
HH_001211,2005,ET_D018,1,0,0,,0.6947730748104998,0,1.0638022522626038,5,40,1.5163
HH_001212,2016,ET_D070,3,0,0,,-0.443486585504698,0,-0.45430337365070356,6,29,1.0159
HH_001213,2011,ET_D127,9,0,0,,0.11934783117269715,1,1.5565770592844408,5,43,0.7699
HH_001214,2019,ET_D073,3,0,0,,-0.5877334363346389,0,0.9485495836874308,5,56,1.4677
HH_001215,2016,ET_D109,6,0,0,,0.34467504990965864,1,-0.8352684005650575,7,63,1.3642
HH_001216,2016,ET_D089,4,0,0,,-0.15754690025767504,0,-0.24966253942937996,4,51,1.0789
HH_001217,2011,ET_D106,6,0,0,,0.39775205159758964,1,-1.8246436878100445,4,48,0.52
HH_001218,2011,ET_D079,3,0,0,,0.3271872477626334,1,0.7917080053590091,3,39,1.0084
HH_001219,2011,ET_D098,5,0,0,,0.7451199694329873,0,-1.361499914656617,4,63,0.9641
HH_001220,2019,ET_D057,2,0,0,,-0.15717230570595525,,0.11040126969561065,4,52,0.7125
HH_001221,2000,ET_D025,1,0,0,,-0.21177617027406964,1,,8,50,1.4177
HH_001222,2019,ET_D059,2,0,0,,0.0945418253851642,1,-0.17326234325008844,3,37,0.5882
HH_001223,2011,ET_D003,2,1,0,-1,1.4476555956403057,0,0.6160672992302241,6,51,0.9823
HH_001224,2016,ET_D021,1,0,0,,0.11774096123982214,0,-1.105757276452912,4,38,0.8798
HH_001225,2000,ET_D046,2,0,0,,0.8909527257039871,0,-0.31520247551540614,6,62,0.8471
HH_001226,2000,ET_D099,5,0,0,,0.769876453994377,0,0.23173837420785726,4,39,0.7323
HH_001227,2019,ET_D007,1,1,1,1,-0.18977534727008982,1,1.6399749198784113,2,45,1.4795
HH_001228,2011,ET_D006,5,1,0,-1,0.37765923887982955,0,-0.4798838011210046,6,40,1.2018
HH_001229,2000,ET_D072,3,0,0,,,1,,6,48,1.444
HH_001230,2005,ET_D070,3,0,0,,0.15646610881491518,0,-0.20963246636827332,5,45,1.1804
HH_001231,2019,ET_D065,2,0,0,,0.7472363074543605,0,0.8444963514660557,8,41,0.5915
HH_001232,2005,ET_D010,3,1,0,-2,0.4189343012820519,0,,5,59,1.1735
HH_001233,2000,ET_D137,12,0,0,,0.35654858762070946,0,-1.2744045511226294,3,46,0.8245
HH_001234,2005,ET_D053,2,0,0,,0.5435401817401977,0,0.22329972749617455,4,24,0.8667
HH_001235,2005,ET_D043,1,0,0,,0.20843973460442655,0,0.211516898168819,6,18,0.7838
HH_001236,2016,ET_D022,1,0,0,,-0.04285328958220341,0,,4,56,0.4995
HH_001237,2011,ET_D068,2,0,0,,0.1422290146945209,,,3,48,1.6542
HH_001238,2000,ET_D138,12,0,0,,0.6573065925231987,0,,2,57,1.1033
HH_001239,2011,ET_D030,1,0,0,,0.7096587513481394,0,0.031542716277388125,6,53,0.8424
HH_001240,2016,ET_D042,1,0,0,,0.35380163948293775,1,,6,37,0.5973
HH_001241,2005,ET_D135,11,0,0,,0.6330081345708707,1,,5,18,1.0218
HH_001242,2019,ET_D004,4,1,1,1,0.4814349116311383,,,4,34,0.8933
HH_001243,2005,ET_D097,5,0,0,,1.0902123574338933,0,,2,31,0.8526
HH_001244,2011,ET_D032,1,0,0,,0.7792344505469371,0,0.16279408395548753,5,25,0.7374
HH_001245,2005,ET_D036,1,0,0,,0.5509892422224189,0,,6,39,1.2973
HH_001246,2005,ET_D067,2,0,0,,-0.3257399662569794,1,-0.15178480838587216,5,64,1.1641
HH_001247,2019,ET_D004,4,1,1,1,,,0.27796689169464833,4,38,1.0029
HH_001248,2019,ET_D074,3,0,0,,0.4538272839568023,0,-0.5650091687549326,5,53,1.4862
HH_001249,2019,ET_D119,7,0,0,,-0.014928690926188537,0,,5,25,1.0049
HH_001250,2011,ET_D102,5,0,0,,0.16717991361226558,0,0.11671361058569416,6,39,1.4562
HH_001251,2011,ET_D060,2,0,0,,-0.6060918834894009,0,-0.448825603240864,5,30,1.0524
HH_001252,2019,ET_D092,4,0,0,,0.15291900831109542,0,1.730627733423034,3,40,0.8781
HH_001253,2016,ET_D094,4,0,0,,-1.2048126141950686,,0.10027633412342854,9,63,0.8653
HH_001254,2016,ET_D102,5,0,0,,0.4636287864263746,0,0.4784023134325959,5,25,0.8155
HH_001255,2016,ET_D026,1,0,0,,0.5738841156650792,1,-0.6050273492706395,5,52,0.8421
HH_001256,2005,ET_D045,2,0,0,,0.7311525911159613,0,-1.1183356164365095,7,66,1.041
HH_001257,2011,ET_D121,8,0,0,,-0.41496326131102135,1,,3,44,1.9405
HH_001258,2000,ET_D056,2,0,0,,0.25235134481260396,0,-0.7787699990442611,5,35,1.0625
HH_001259,2016,ET_D035,1,0,0,,0.18443921121003842,0,-1.7384215091314823,6,40,0.9625
HH_001260,2011,ET_D121,8,0,0,,-0.20945403073051294,,,2,28,0.7074
HH_001261,2000,ET_D035,1,0,0,,-0.26720308889918404,0,0.5636886846614049,7,32,1.1791
HH_001262,2005,ET_D065,2,0,0,,0.5753157881216371,1,-0.6777035680245658,2,41,0.5636
HH_001263,2000,ET_D006,5,1,0,-3,0.5150414737993725,0,0.32306863954238935,7,65,0.6199
HH_001264,2005,ET_D092,4,0,0,,0.48249266511958855,1,-0.6253730254921854,4,48,1.0532
HH_001265,2016,ET_D029,1,0,0,,0.1664033352932559,0,-0.66945782623756,6,41,2.0161
HH_001266,2016,ET_D118,7,0,0,,0.5279300783683059,0,0.5681042199192233,5,50,1.2775
HH_001267,2019,ET_D019,1,0,0,,,0,,5,21,1.2693
HH_001268,2019,ET_D080,3,0,0,,0.6337411601871896,0,1.3682092924564746,4,62,0.6868
HH_001269,2016,ET_D127,9,0,0,,0.14346785169246845,0,-2.1436445794141457,4,32,1.4346
HH_001270,2005,ET_D027,1,0,0,,-0.007973881498333779,0,1.5369523927729714,5,31,1.563
HH_001271,2005,ET_D087,4,0,0,,0.6031587156177268,1,0.9964357338600853,5,46,0.6726
HH_001272,2016,ET_D123,8,0,0,,1.013495520227529,1,0.15891149362044893,6,56,1.0797
HH_001273,2019,ET_D136,12,0,0,,-0.12706681173524292,0,0.5253266207061142,4,51,0.9965
HH_001274,2011,ET_D066,2,0,0,,-0.539007736442557,0,-0.5023693024442504,7,61,0.7743
HH_001275,2016,ET_D118,7,0,0,,0.03428404400552598,0,0.8582260740653329,3,59,0.6133
HH_001276,2016,ET_D089,4,0,0,,0.5999370479210864,1,,5,66,1.2425
HH_001277,2016,ET_D096,5,0,0,,0.3795875090746217,0,0.8380228276715096,8,52,1.1503
HH_001278,2000,ET_D136,12,0,0,,0.23170100503543106,0,0.20032411461977556,5,24,1.7008
HH_001279,2019,ET_D050,2,0,0,,0.6678766717308755,0,,5,45,0.751
HH_001280,2005,ET_D015,1,1,0,-3,0.8188396216417533,,,6,36,1.434
HH_001281,2005,ET_D115,7,0,0,,1.2859007747561213,1,-1.3280557936568904,5,65,0.8009
HH_001282,2011,ET_D084,4,0,0,,0.25512767995669544,0,1.3201051178303704,6,45,0.7931
HH_001283,2016,ET_D007,1,1,1,0,0.997146955836404,0,1.057884986645334,5,47,0.5064
HH_001284,2000,ET_D055,2,0,0,,0.6306701594119659,0,1.0941245003609517,7,41,0.7272
HH_001285,2016,ET_D139,12,0,0,,-0.12327425972430311,1,-2.703650913947895,7,48,0.9014
HH_001286,2019,ET_D067,2,0,0,,0.8687632755040534,0,0.26459102907839155,5,28,0.7994
HH_001287,2016,ET_D092,4,0,0,,0.20013003759766307,0,,6,34,0.8581
HH_001288,2016,ET_D104,6,0,0,,1.3953513669550683,0,0.36278326616053697,4,40,0.8536
HH_001289,2011,ET_D040,1,0,0,,,0,0.7313312952378741,6,39,1.4208
HH_001290,2011,ET_D103,5,0,0,,-0.20379131180704296,0,-1.5378156151946325,11,40,0.9168
HH_001291,2011,ET_D130,10,0,0,,-0.3191463439179675,,0.9164517504647437,7,54,0.8664
HH_001292,2011,ET_D116,7,0,0,,-0.19386009387323205,0,,5,35,0.9511
HH_001293,2019,ET_D072,3,0,0,,0.7687543375860015,0,-1.20081388584805,4,49,1.5163
HH_001294,2016,ET_D134,11,0,0,,-0.18597042630026042,0,0.326669490652038,9,42,1.8045
HH_001295,2000,ET_D002,4,1,0,-3,0.1951135265300301,1,2.800515683637861,5,18,0.8436
HH_001296,2016,ET_D046,2,0,0,,0.41217694275636085,0,0.49014016491073664,5,49,0.4407
HH_001297,2016,ET_D023,1,0,0,,0.16234330461245025,0,-0.7805183803574323,2,31,0.7585
HH_001298,2011,ET_D043,1,0,0,,1.2193694393343262,0,0.12598450331583474,6,33,1.3312
HH_001299,2019,ET_D033,1,0,0,,0.3755243853273306,,0.013546723694990812,3,41,1.1587
HH_001300,2000,ET_D086,4,0,0,,0.5435912063347895,0,-0.7788830427567128,6,47,0.7112
HH_001301,2011,ET_D113,7,0,0,,,0,1.481469479474166,6,48,1.2203
HH_001302,2011,ET_D091,4,0,0,,-0.2482843577871875,1,,6,56,1.5661
HH_001303,2019,ET_D075,3,0,0,,1.0281506846264887,0,-1.1963429999143742,5,51,0.9616
HH_001304,2016,ET_D125,9,0,0,,1.1197703143233129,0,1.3842159290238685,6,64,0.9598
HH_001305,2000,ET_D033,1,0,0,,0.43447381299915155,0,0.014554463111913718,4,50,0.8332
HH_001306,2000,ET_D063,2,0,0,,-0.5268643252068654,0,1.082440044109453,1,52,0.5664
HH_001307,2016,ET_D006,5,1,1,0,,1,,6,52,0.7791
HH_001308,2011,ET_D078,3,0,0,,0.7274693553911205,0,1.2617675831381847,3,42,0.7178
HH_001309,2011,ET_D107,6,0,0,,-1.1637814893759468,0,-0.41335311163794475,7,47,1.4749
