country,year,gdp,lag_gdp,ish,sed,pgrw,pop,ipr,opem,gsh,lnlex,polity
54,1970,6.961689693,6.9274537369999996,0.012235369,0.129,0.021181675,3.031804,154.3382254,0.169154308,0.102831518,3.76029216,0.25
54,1980,7.128661325,6.961689693,0.022110749,0.103,0.030803076,3.769171,180.051684,0.247821545,0.170789255,3.79685849,0.18
54,1990,6.907995071,7.128661325,0.027724711,0.095,0.030952844,5.139112,225.3295742,0.381080359,0.232197888,3.835299985,0.15
54,2000,6.92566358,6.907995071,0.031297292,0.089,0.007244368,6.962405,140.4518442,0.633427296,0.257190872,3.693575726,0.18
55,1970,7.310475807,7.481897165,0.038052242,0.147,0.027181958,3.269808,53.85536585,0.769988966,0.2065286,3.643027044,0.225
55,1980,7.252623808,7.310475807,0.055231931,0.14,0.027157289,4.317891,97.37521464,0.776559128,0.193856908,3.731436528,0.22
55,1990,7.273750795,7.252623808,0.054487106,0.237,0.026037011,5.639785,97.71063863,0.793683349,0.228643594,3.834087831,0.445
55,2000,7.359701417,7.273750795,0.06414521,0.332,0.028882972,7.361663,111.8755614,0.757298597,0.20419871,3.90276073,0.45
56,1970,8.830243308,8.347385823,0.449458492,1.091,0.025220309,1.6464,18.76794863,1.26668185,0.06130542,4.166665224,0.58
56,1980,9.475176571,8.830243308,0.485245944,1.096,0.015439545,2.074507,46.45698947,1.642746252,0.081665729,4.227403282,0.4
56,1990,9.876420125,9.475176571,0.463019239,0.888,0.020673955,2.4139,54.04112798,2.417617832,0.083112611,4.269492755,0.4
56,2000,10.28989797,9.876420125,0.398407596,1.696,0.031303372,3.016379,74.07287463,3.318921554,0.074842575,4.308629479,0.4
57,1970,8.772125807,8.502509209,0.091256634,0.859,0.026642876,17.416653,89.63093663,0.61293458,0.204909147,3.911046919,0.7
57,1980,8.933017687,8.772125807,0.11785783,1.038,0.025193864,22.739921,107.4411018,0.55956714,0.238164635,3.987628114,0.7
57,1990,8.95086359,8.933017687,0.095259408,0.966,0.024462453,29.251588,105.9622811,0.39844353,0.262962623,4.05918065,0.7
57,2000,9.015062749,8.95086359,0.074051126,1.003,0.014407029,37.191456,105.4806687,0.46982818,0.268629693,4.125953515,0.89
58,1970,9.146018844,8.493069676,0.229255186,0.414,0.010221415,30.45516,44.21741628,0.119955512,0.131541741,4.23568885,0.15
58,1980,9.396704817,9.146018844,0.240459971,0.537,0.010742952,33.77866,64.1796607,0.185836744,0.116668752,4.277045451,0.43
58,1990,9.643317504,9.396704817,0.202003686,1.124,0.005071061,37.54178,68.70218663,0.257340397,0.147201048,4.322134214,0.99
58,2000,9.880033693,9.643317504,0.234107341,1.812,0.003205985,39.30322,89.82944398,0.434987347,0.170999889,4.341693596,1
59,1970,7.132282542,6.763969089,0.154303039,1.024,0.024483354,9.879178,59.89722307,1.546687457,0.50741423,4.113190252,0.85
59,1980,7.534840873,7.132282542,0.177719807,1.123,0.017675444,12.531522,39.79326353,0.86367815,0.371844557,4.180000007,0.88
59,1990,7.919530783,7.534840873,0.154110586,1.717,0.014715895,14.900181,34.27213662,0.708325689,0.324323728,4.223123828,0.76
59,2000,8.305639759,7.919530783,0.118086853,1.873,0.011633047,17.192896,45.20670246,0.764030965,0.307515692,4.251869334,0.75
60,1970,9.666812358,9.311574485,0.251141287,2.279,0.007207582,7.480002,92.49358369,0.329017371,0.217352857,4.290536284,1
60,1980,9.808757782,9.666812358,0.232008651,2.715,0.003737534,8.04284,117.5036869,0.426956467,0.248180821,4.312800722,1
60,1990,9.988848436,9.808757782,0.205453831,3.796,0.002516001,8.310472,107.4682297,0.496249631,0.26897516,4.327319303,1
60,2000,10.13585919,9.988848436,0.199115214,3.704,0.004132742,8.558832,119.5624435,0.651179789,0.266155977,4.35075304,1
61,1970,9.957561966,9.632556403,0.294374993,1.939,0.015135825,5.361995,60.46491625,0.329264511,0.070397768,4.267084453,1
61,1980,10.08783396,9.957561966,0.27033129,2.947,0.002835414,6.186652,99.45123401,0.438765764,0.073512802,4.290736716,1
61,1990,10.22249616,10.08783396,0.275471687,4.335,0.007180102,6.3194,103.074662,0.574887758,0.076685982,4.323593018,1
61,2000,10.26921517,10.22249616,0.282668015,4.202,0.00513905,6.834102,124.3647822,0.68764891,0.085781962,4.346949034,1
62,1970,6.966866024,6.730258817,0.074241099,0.11,0.03211246,4.532557,152.1294675,0.768317279,0.198361978,3.932160345,0.225
62,1980,7.549634677,6.966866024,0.090224741,0.27,0.033654226,6.258053,263.4633919,0.712767271,0.388207206,4.043222413,0.05
62,1990,7.322363222,7.549634677,0.094654275,0.685,0.034828976,8.773582,312.9938639,0.544171132,0.383865005,4.136063715,0.05
62,2000,7.601346287,7.322363222,0.0738873,1.211,0.027917902,12.436046,250.751482,0.680913398,0.276403123,4.195843975,0.05
63,1970,7.458113627,6.965165378,0.252331044,0.232,0.030146977,27.51275,35.54069612,0.467734933,0.152727013,3.988035087,0.22
63,1980,7.904025793,7.458113627,0.300969926,0.242,0.024381775,37.090871,35.91747624,0.508129207,0.171976967,4.087696496,0.435
63,1990,8.48956768,7.904025793,0.286822605,0.447,0.016934896,47.025764,34.32912467,0.578200206,0.195742095,4.177347238,0.61
63,2000,8.775486949,8.48956768,0.359652267,0.814,0.01239441,55.250029,38.24231458,0.986150908,0.151352198,4.2269904,0.87
64,1970,7.17679383,6.724523833,0.065425139,0.044,0.025262016,1.4559,82.50782872,0.547057444,0.283844116,3.701603043,0.185
64,1980,7.191754387,7.17679383,0.113132431,0.049,0.032006566,1.964128,106.4645734,0.590314323,0.393133405,3.816854279,0.15
64,1990,6.812695084,7.191754387,0.122536874,0.48,0.034915269,2.595635,97.75145829,0.958974028,0.421467445,3.916160775,0.15
64,2000,6.713158424,6.812695084,0.097290357,0.637,0.031481922,3.704866,71.21709904,0.752547887,0.316923806,3.921615871,0.355
65,1970,9.09270194,8.744099042,0.157123879,0.682,0.016427731,0.84115,57.92337159,0.567156171,0.081138741,4.167421225,0.9
65,1980,9.514468151,9.09270194,0.224611765,0.778,0.01082613,0.955,57.67842582,0.683674559,0.120199767,4.184987548,0.9
65,1990,9.111935755,9.514468151,0.234745276,1.468,0.01120779,1.090513,62.2144264,0.871807665,0.198894973,4.228861242,0.93
65,2000,9.600355704,9.111935755,0.148692875,2.097,-0.005952211,1.198403,66.38519225,0.939791484,0.2107877,4.264265702,0.965
66,1970,8.011012764,7.71886205,0.091925783,0.308,0.024992906,28.233,112.9217959,0.121869962,0.095337929,3.952415639,0.915
66,1980,8.168114755,8.011012764,0.126398416,0.361,0.024798275,36.20744,124.4618967,0.136817251,0.117357602,4.058717385,0.835
66,1990,8.469514786,8.168114755,0.110639403,0.59,0.021847407,46.31558,106.3902819,0.226151715,0.13949518,4.131060578,0.68
66,2000,8.65077801,8.469514786,0.174219174,0.811,0.017654329,57.30023,75.85566141,0.371446063,0.149841837,4.184883585,0.9
67,1970,6.964291656,6.772130448,0.026433006,0.027,0.029164006,7.261862,184.2051903,0.475120806,0.354039038,3.816854279,0.615
67,1980,6.615434248,6.964291656,0.016749623,0.044,0.024168968,9.728227,452.0124172,0.295234309,0.355904335,3.926517452,0.185
67,1990,6.563854032,6.615434248,0.027128177,0.179,0.032366558,12.297806,365.3186722,0.344839012,0.407870196,3.877133582,0.435
67,2000,6.963939459,6.563854032,0.032890799,0.353,0.031780838,17.2419,147.2174158,0.335205731,0.380235,3.844884163,0.255
68,1970,9.461005551,9.242157619,0.174258547,0.912,0.006380407,51.572,65.59887795,0.246817935,0.227003543,4.264464611,1
68,1980,9.641802293,9.461005551,0.175654067,1.532,0.001562193,54.832,77.17958671,0.318197091,0.220422791,4.276293421,1
68,1990,9.895925361,9.641802293,0.162538745,1.974,0.00195788,55.53,88.55445372,0.369502271,0.210105299,4.299671805,1
68,2000,10.11319773,9.895925361,0.175855247,2.349,0.0032535,56.761,97.19593818,0.471681212,0.181543184,4.329159574,1
69,1970,9.759702524,9.464363757,0.173024826,2.87,0.012782752,186.1583,95.69222424,0.084350757,0.184762602,4.245214605,1
69,1980,9.980733481,9.759702524,0.183242266,3.317,0.009393675,210.1111,97.51685865,0.112139578,0.152123271,4.259962344,1
69,1990,10.20717756,9.980733481,0.187427814,5.088,0.010090714,230.9172,93.11359819,0.136709902,0.141779626,4.299440044,1
69,2000,10.44477935,10.20717756,0.201135355,4.769,0.010618138,255.539,86.7129096,0.203109169,0.123652875,4.320345815,1
70,1970,8.754432289,8.722988949,0.11917942,1.076,0.011598558,2.530969,309.8010239,0.159575084,0.168890183,4.225864787,0.9
70,1980,9.061935188,8.754432289,0.14448354,1.1,0.003619536,2.823659,61.64512987,0.202263261,0.187188016,4.231636153,0.27
70,1990,8.978706031,9.061935188,0.127914653,1.316,0.005977037,2.919851,49.5904969,0.247022823,0.214449363,4.262198827,0.555
70,2000,9.281705873,8.978706031,0.13047056,1.919,0.0070305,3.105709,61.66377014,0.353858216,0.192023072,4.285220214,1
71,1970,8.985749334,8.714742203,0.20566241,0.278,0.035726904,7.556483,88.49297151,0.444579428,0.143136789,4.110993809,0.82
71,1980,9.09665215,8.985749334,0.238469951,0.555,0.032339934,10.758017,109.4048606,0.410006154,0.145872642,4.190135041,0.95
71,1990,8.915335963,9.09665215,0.149709871,1.202,0.027244475,14.76789,95.15209874,0.30415957,0.154039846,4.230884636,0.95
71,2000,8.898771217,8.915335963,0.124295951,1.049,0.020596991,19.325222,65.12056545,0.376863275,0.152893178,4.26618455,0.905
72,1970,7.171403198,6.813916373,0.60794589,0.042,0.026190354,3.254,36.11198932,2.017624284,0.205448026,3.755625902,0.58
72,1980,7.191732997,7.171403198,0.652788664,0.132,0.029396655,4.251612,43.31095397,1.394758178,0.27399666,3.856716534,0.14
72,1990,7.014398322,7.191732997,0.088507589,0.37,0.032840183,5.699777,149.7443555,0.590569046,0.218383334,3.936168175,0.05
72,2000,6.763479974,7.014398322,0.08172538,0.491,0.022174788,7.875641,147.4322606,0.587863844,0.201353017,3.894842109,0.625
73,1970,7.970551636,7.739853995,0.137808256,0.056,0.031999615,4.010933,44.80587543,0.532720256,0.064053445,3.838612726,0.7
73,1980,8.079575285,7.970551636,0.143023772,0.112,0.025203458,5.514536,49.85081261,0.323417611,0.080227509,3.941723877,0.7
73,1990,8.146287636,8.079575285,0.114414852,0.487,0.03593461,7.169968,48.72947582,0.345055086,0.169966122,4.019147817,0.49
73,2000,8.088233198,8.146287636,0.134045119,1.096,0.019773197,10.154053,34.35297395,0.593554468,0.164777215,4.028117896,0.215
